Protein.ID	raw.pvalue	default.pvalue	BH.Q	period	phase	amplitude
AT3G45780.1	0.0355908672786939	0.0355908672786939	0.259549119455977	NA	NA	NA
AT3G17210.1	0.861114929792017	0.861114929792017	0.906043128823655	NA	NA	NA
AT4G22485.1	0.0308269566485226	0.0308269566485226	0.243985865417216	NA	NA	NA
AT2G02740.1	0.0124059651729168	0.0124059651729168	0.15826295273467	NA	NA	NA
AT5G23010.1	0.343919893648077	0.343919893648077	0.616392490161441	NA	NA	NA
AT4G35450.5	0.0797089526043999	0.0797089526043999	0.342195246399352	NA	NA	NA
AT5G47700.1	0.613106363704694	0.613106363704694	0.799184437256975	NA	NA	NA
AT5G07030.1	0.225352997103602	0.225352997103602	0.507058889027816	NA	NA	NA
AT4G11600.1	0.623944908799198	0.623944908799198	0.803866319436897	NA	NA	NA
AT5G19940.1	1.22230607819222e-06	1.22230607819222e-06	7.73459237456519e-05	NA	NA	NA
AT3G11400.2	0.189557635722069	0.189557635722069	0.466904500967339	NA	NA	NA
AT3G55330.1	0.0129705282532208	0.0129705282532208	0.15826295273467	NA	NA	NA
AT5G44340.1	0.164857193942785	0.164857193942785	0.443248274658006	NA	NA	NA
AT5G67360.1	0.107281369023253	0.107281369023253	0.385985429725071	NA	NA	NA
AT1G10370.1	0.586472185261203	0.586472185261203	0.7816508774032	NA	NA	NA
AT1G54500.1	0.469258101200123	0.469258101200123	0.703465914725498	NA	NA	NA
AT3G30390.1	0.187121248144823	0.187121248144823	0.463855365367383	NA	NA	NA
AT4G01150.1	0.0636375338832111	0.0636375338832111	0.3182251959718	NA	NA	NA
AT4G11960.1	0.0558495907602103	0.0558495907602103	0.304295716876672	NA	NA	NA
AT2G30930.1	0.824992258278195	0.824992258278195	0.892895055945941	NA	NA	NA
AT3G17970.1	0.379405495324877	0.379405495324877	0.648523211046617	NA	NA	NA
AT1G11860.1	0.564753320637606	0.564753320637606	0.764293391786712	NA	NA	NA
AT5G19250.1	0.462799847199403	0.462799847199403	0.696738269829898	NA	NA	NA
AT3G23940.1	0.116826471992737	0.116826471992737	0.395740787480467	NA	NA	NA
AT5G53850.2	0.00689469888763486	0.00689469888763486	0.11997587206272	NA	NA	NA
ATMG00070.1	0.533345890560732	0.533345890560732	0.74596954542414	NA	NA	NA
AT5G17170.1	0.113731919074576	0.113731919074576	0.391990959296051	NA	NA	NA
AT3G22231.1	1.27638610272605e-06	1.27638610272605e-06	7.73459237456519e-05	NA	NA	NA
AT2G29300.2	0.597084576893503	0.597084576893503	0.789494254483096	NA	NA	NA
AT1G48350.1	0.0656865004887875	0.0656865004887875	0.321920898448321	NA	NA	NA
AT2G40060.1	0.41752452703777	0.41752452703777	0.671739846004889	NA	NA	NA
AT1G20440.1	0.0448817887412968	0.0448817887412968	0.285033278832266	NA	NA	NA
ATCG00340.1	0.483759007481369	0.483759007481369	0.714935878313174	NA	NA	NA
ATCG00660.1	0.367541043488204	0.367541043488204	0.635789656464314	NA	NA	NA
AT2G45180.1	0.338792166288125	0.338792166288125	0.612964477868018	NA	NA	NA
AT2G37660.1	0.100493950499656	0.100493950499656	0.373553725203094	NA	NA	NA
AT3G02870.1	0.70288125499315	0.70288125499315	0.845218048759253	NA	NA	NA
AT5G26710.1	0.00819568622410619	0.00819568622410619	0.127553446142847	NA	NA	NA
AT5G08280.1	0.722431219965407	0.722431219965407	0.852019871004399	NA	NA	NA
AT3G49870.1	0.178014726792084	0.178014726792084	0.451114709776601	NA	NA	NA
AT5G06870.1	0.196372908025713	0.196372908025713	0.47527935710571	NA	NA	NA
AT4G03280.1	0.328874296957979	0.328874296957979	0.609166663116028	NA	NA	NA
AT5G42080.1	3.64702608783816e-05	3.64702608783816e-05	0.00148549599187554	NA	NA	NA
AT4G32590.3	0.874141207521321	0.874141207521321	0.907839023034927	NA	NA	NA
AT5G28500.1	0.0199937538258075	0.0199937538258075	0.20114198125963	NA	NA	NA
AT3G12390.1	0.167061976201224	0.167061976201224	0.443271966641788	NA	NA	NA
AT2G30870.1	0.709594605653445	0.709594605653445	0.84734438797439	NA	NA	NA
AT1G49750.1	0.583566549612955	0.583566549612955	0.779644910282908	NA	NA	NA
AT5G56630.1	0.813127950699055	0.813127950699055	0.890925618480897	NA	NA	NA
AT1G73230.1	0.622558336230581	0.622558336230581	0.803866319436897	NA	NA	NA
AT3G61870.1	0.0802052375303969	0.0802052375303969	0.34256456950323	NA	NA	NA
AT4G16720.1	0.913866820047584	0.913866820047584	0.922724400833612	NA	NA	NA
AT1G11580.1	0.406777183884243	0.406777183884243	0.664044865187375	NA	NA	NA
AT5G49360.1	0.0337375142599493	0.0337375142599493	0.255918844607278	NA	NA	NA
AT3G27830.1	0.207196989849065	0.207196989849065	0.490493237210996	NA	NA	NA
AT2G36830.1	0.161772540059127	0.161772540059127	0.441444644967086	NA	NA	NA
AT3G04120.1	0.507729600541695	0.507729600541695	0.72931900755854	NA	NA	NA
AT2G17870.1	0.145813777058036	0.145813777058036	0.42063117321572	NA	NA	NA
AT1G71860.1	0.281031000333921	0.281031000333921	0.562735935920442	NA	NA	NA
AT3G01480.1	0.0174815703666612	0.0174815703666612	0.183799574696547	NA	NA	NA
AT1G70830.1	1.10016034884307e-06	1.10016034884307e-06	7.73459237456519e-05	NA	NA	NA
AT1G18210.1	0.0446041594966194	0.0446041594966194	0.285033278832266	NA	NA	NA
AT1G20450.1	0.555993939753023	0.555993939753023	0.757707198043463	NA	NA	NA
AT3G03960.1	0.170657913921104	0.170657913921104	0.448509767509664	NA	NA	NA
AT2G42530.1	0.453557231305316	0.453557231305316	0.690401455243085	NA	NA	NA
AT3G56090.1	0.674298570099742	0.674298570099742	0.827998979460713	NA	NA	NA
AT4G23100.1	0.00689681659761744	0.00689681659761744	0.11997587206272	NA	NA	NA
AT3G18035.1	0.548681970717968	0.548681970717968	0.757134483690592	NA	NA	NA
AT3G13750.1	0.673494606375158	0.673494606375158	0.827938050352198	NA	NA	NA
AT3G52560.4	0.45010570321016	0.45010570321016	0.690401455243085	NA	NA	NA
AT4G09650.1	0.100151945994593	0.100151945994593	0.373553725203094	NA	NA	NA
AT5G64130.3	0.88255673532675	0.88255673532675	0.908257883300586	NA	NA	NA
AT1G03870.1	0.0332043053764281	0.0332043053764281	0.254363256782729	NA	NA	NA
AT5G16010.1	0.900846809394711	0.900846809394711	0.912872676995854	NA	NA	NA
AT1G13440.1	0.501123415982735	0.501123415982735	0.725824895655825	NA	NA	NA
AT3G17240.1	0.531758742982637	0.531758742982637	0.74596954542414	NA	NA	NA
AT1G27090.1	0.0305898966037475	0.0305898966037475	0.243985865417216	NA	NA	NA
AT1G04820.1	0.642788714009264	0.642788714009264	0.81549479428347	NA	NA	NA
AT5G13630.1	1.24516655443764e-05	1.24516655443764e-05	0.000547217933134436	NA	NA	NA
AT1G11910.1	0.163609472727867	0.163609472727867	0.44260538382063	NA	NA	NA
AT4G21280.2	0.275535724311718	0.275535724311718	0.558042012156558	NA	NA	NA
AT3G19760.1	0.711027937383127	0.711027937383127	0.847549361477389	NA	NA	NA
AT4G09000.2	1.04843219767841e-06	1.04843219767841e-06	7.73459237456519e-05	NA	NA	NA
AT4G13430.1	0.0621902531508353	0.0621902531508353	0.315453435384709	NA	NA	NA
ATCG00820.1	0.494703603093682	0.494703603093682	0.72215396446298	NA	NA	NA
AT4G16500.1	0.259844996916575	0.259844996916575	0.543105312704231	NA	NA	NA
AT3G59970.3	0.669784034286194	0.669784034286194	0.826099953661702	NA	NA	NA
AT3G19450.1	0.0116451550755221	0.0116451550755221	0.15826295273467	NA	NA	NA
AT4G09040.1	0.00810285843320155	0.00810285843320155	0.127553446142847	NA	NA	NA
AT4G11175.1	0.492142143773177	0.492142143773177	0.720313216565474	NA	NA	NA
AT3G24503.1	0.0862844852835892	0.0862844852835892	0.350596327064705	NA	NA	NA
AT2G36850.1	0.240592797993195	0.240592797993195	0.523164026886245	NA	NA	NA
AT4G34620.1	0.0553503809886808	0.0553503809886808	0.304295716876672	NA	NA	NA
AT2G23120.1	0.688921562314567	0.688921562314567	0.835289434829983	NA	NA	NA
AT5G11770.1	0.0984082273193074	0.0984082273193074	0.371963265207359	NA	NA	NA
AT1G10840.1	0.34212307129321	0.34212307129321	0.615011333756363	NA	NA	NA
AT2G33800.1	0.874191531615391	0.874191531615391	0.907839023034927	NA	NA	NA
AT1G01800.1	0.553127218051617	0.553127218051617	0.757134483690592	NA	NA	NA
AT5G15650.1	0.0689483996557408	0.0689483996557408	0.330873067313469	NA	NA	NA
AT3G54600.1	0.0571154008067127	0.0571154008067127	0.306573261788643	NA	NA	NA
AT5G66530.1	0.00668998240405656	0.00668998240405656	0.11997587206272	NA	NA	NA
AT1G78570.1	2.39368307634426e-06	2.39368307634426e-06	0.000114212878214141	NA	NA	NA
AT3G51230.1	0.658041143596922	0.658041143596922	0.822404829009772	NA	NA	NA
AT5G13420.1	0.0779202011829052	0.0779202011829052	0.340645905694899	NA	NA	NA
AT1G16080.1	0.0140677289250497	0.0140677289250497	0.161513637014097	NA	NA	NA
AT1G53280.1	0.408702974592748	0.408702974592748	0.664506529133516	NA	NA	NA
ATCG00520.1	0.0212017126739115	0.0212017126739115	0.203372218597334	NA	NA	NA
AT1G47420.1	0.107734198713216	0.107734198713216	0.386044272681953	NA	NA	NA
AT2G33210.1	0.0203400218855369	0.0203400218855369	0.202189503266944	NA	NA	NA
AT3G55440.1	0.807744338378862	0.807744338378862	0.889210972374885	NA	NA	NA
AT3G54400.1	0.503696392468542	0.503696392468542	0.727327872118832	NA	NA	NA
AT4G37800.1	0.156904093200307	0.156904093200307	0.435265507715138	NA	NA	NA
AT3G63140.1	0.04488847445083	0.04488847445083	0.285033278832266	NA	NA	NA
AT2G47400.1	0.400431511005222	0.400431511005222	0.66079112982087	NA	NA	NA
AT2G47390.1	0.116232452736433	0.116232452736433	0.394528853800494	NA	NA	NA
AT4G29010.1	0.918908311937221	0.918908311937221	0.92635031237734	NA	NA	NA
AT1G03160.1	0.742524697370205	0.742524697370205	0.864351310149228	NA	NA	NA
AT4G04020.1	0.921912706090503	0.921912706090503	0.92635031237734	NA	NA	NA
AT1G32060.1	0.078963380696585	0.078963380696585	0.342177558408773	NA	NA	NA
AT2G24270.4	0.399776853869232	0.399776853869232	0.66079112982087	NA	NA	NA
AT5G23120.1	0.0027731722460486	0.0027731722460486	0.0759212729655929	NA	NA	NA
AT1G68560.1	0.28843571144589	0.28843571144589	0.570429867933413	NA	NA	NA
AT5G14040.1	0.393875290369325	0.393875290369325	0.659810898955263	NA	NA	NA
AT3G18680.1	0.340233042525352	0.340233042525352	0.614258574072797	NA	NA	NA
AT3G61050.1	1.6510881941884e-06	1.6510881941884e-06	8.26051324497963e-05	NA	NA	NA
AT2G36390.1	0.123720334309699	0.123720334309699	0.399980521401675	NA	NA	NA
AT5G14740.1	0.117343757176039	0.117343757176039	0.396688409886611	NA	NA	NA
AT5G50950.1	0.0589247802995146	0.0589247802995146	0.308228384533804	NA	NA	NA
AT4G19170.1	1.19025513739674e-06	1.19025513739674e-06	7.73459237456519e-05	NA	NA	NA
AT1G73600.2	1.04751169889263e-06	1.04751169889263e-06	7.73459237456519e-05	NA	NA	NA
AT1G76180.1	0.172469949778216	0.172469949778216	0.448584407251003	NA	NA	NA
AT5G19510.1	0.335322164529452	0.335322164529452	0.612335628067325	NA	NA	NA
AT5G16880.1	0.00160140209094137	0.00160140209094137	0.0495248424420756	NA	NA	NA
AT1G21100.1	0.873432652374849	0.873432652374849	0.907839023034927	NA	NA	NA
AT4G38710.2	0.00954543365437208	0.00954543365437208	0.141069683210632	NA	NA	NA
AT4G12730.1	0.40510887870531	0.40510887870531	0.66346514483469	NA	NA	NA
AT5G61950.1	0.0953959660711381	0.0953959660711381	0.365208971994698	NA	NA	NA
AT1G12520.1	0.616650524079528	0.616650524079528	0.800782562373882	NA	NA	NA
AT4G34740.1	0.120600193406518	0.120600193406518	0.399179746505921	NA	NA	NA
AT2G39010.1	0.822013671033678	0.822013671033678	0.892357684364536	NA	NA	NA
AT5G26742.2	0.0259300445707601	0.0259300445707601	0.232520314948904	NA	NA	NA
AT4G21150.1	0.304593575369612	0.304593575369612	0.584489992436145	NA	NA	NA
AT2G20140.1	0.777457312640798	0.777457312640798	0.877859169783728	NA	NA	NA
AT3G54050.1	0.320562439686404	0.320562439686404	0.599805296174038	NA	NA	NA
AT4G25630.1	0.0586006862851099	0.0586006862851099	0.308228384533804	NA	NA	NA
AT1G74730.1	0.360436719667123	0.360436719667123	0.628263238198887	NA	NA	NA
AT1G58290.1	1.41178223805915e-06	1.41178223805915e-06	7.94719301391854e-05	NA	NA	NA
AT4G32160.1	0.301779159393154	0.301779159393154	0.583299995586304	NA	NA	NA
AT3G10380.1	0.697126815908724	0.697126815908724	0.840578904380917	NA	NA	NA
AT1G33810.1	0.138607976604742	0.138607976604742	0.412611980267234	NA	NA	NA
AT1G78970.2	0.645970049019905	0.645970049019905	0.81549479428347	NA	NA	NA
AT5G06320.1	0.345068537197803	0.345068537197803	0.616392490161441	NA	NA	NA
AT4G08870.1	0.0102334594430571	0.0102334594430571	0.148607628433959	NA	NA	NA
AT5G09930.1	0.245612264704741	0.245612264704741	0.527952638939854	NA	NA	NA
AT1G71950.1	0.0636450391943599	0.0636450391943599	0.3182251959718	NA	NA	NA
AT5G04260.1	0.113781572415011	0.113781572415011	0.391990959296051	NA	NA	NA
AT3G17390.1	0.0598960274946364	0.0598960274946364	0.309805600983415	NA	NA	NA
AT4G39330.1	0.795075357786738	0.795075357786738	0.885183898335902	NA	NA	NA
AT1G22410.1	0.0296477826317757	0.0296477826317757	0.242310209604655	NA	NA	NA
AT3G13870.1	0.778015676460455	0.778015676460455	0.877896067357405	NA	NA	NA
AT3G05900.1	0.00384277104878088	0.00384277104878088	0.096933979819247	NA	NA	NA
AT5G63570.1	0.026461153274801	0.026461153274801	0.23288588152717	NA	NA	NA
AT3G56650.1	0.500414304965085	0.500414304965085	0.725824895655825	NA	NA	NA
AT5G54160.1	0.0326072878449194	0.0326072878449194	0.252767364658214	NA	NA	NA
AT1G13060.2	0.397294058318198	0.397294058318198	0.66079112982087	NA	NA	NA
AT2G21660.1	0.00208210611424627	0.00208210611424627	0.0620913787641299	NA	NA	NA
AT5G58260.1	0.699539342384076	0.699539342384076	0.842879294214579	NA	NA	NA
AT5G46580.1	0.900025320161312	0.900025320161312	0.912872676995854	NA	NA	NA
AT2G34470.2	0.017167391045392	0.017167391045392	0.183241565803891	NA	NA	NA
AT1G16350.1	0.0375472967343212	0.0375472967343212	0.270225429754976	NA	NA	NA
AT1G57720.1	0.520646274918075	0.520646274918075	0.738097860028171	NA	NA	NA
AT5G02790.1	0.314436511134844	0.314436511134844	0.595361648067108	NA	NA	NA
AT4G32520.1	0.57595363295089	0.57595363295089	0.772564310865852	NA	NA	NA
AT1G70730.3	0.51778852359841	0.51778852359841	0.735920710135613	NA	NA	NA
AT1G09430.1	0.0065638285323516	0.0065638285323516	0.11997587206272	NA	NA	NA
AT3G18780.2	0.274691124568718	0.274691124568718	0.557392682903716	NA	NA	NA
AT5G04740.1	0.0335949538008547	0.0335949538008547	0.255918844607278	NA	NA	NA
AT4G11140.1	0.340825299462206	0.340825299462206	0.614663337043071	NA	NA	NA
AT4G01850.1	0.347998504519316	0.347998504519316	0.616392490161441	NA	NA	NA
AT1G03600.1	0.622956158437868	0.622956158437868	0.803866319436897	NA	NA	NA
AT3G02020.1	0.803762758036703	0.803762758036703	0.887167089174683	NA	NA	NA
AT4G21860.1	0.383945768562159	0.383945768562159	0.650953739592696	NA	NA	NA
ATCG00160.1	0.89620516009858	0.89620516009858	0.912635519919144	NA	NA	NA
AT4G24930.1	0.852740065894593	0.852740065894593	0.904430536674116	NA	NA	NA
AT4G17040.1	0.62354003748618	0.62354003748618	0.803866319436897	NA	NA	NA
AT5G55280.1	0.34805875342649	0.34805875342649	0.616392490161441	NA	NA	NA
AT1G04040.1	0.0141180755482548	0.0141180755482548	0.161513637014097	NA	NA	NA
AT3G44890.1	0.366153879420512	0.366153879420512	0.63431221849819	NA	NA	NA
AT3G06050.1	0.149570021433574	0.149570021433574	0.42552288891664	NA	NA	NA
AT2G16950.1	0.25498674296111	0.25498674296111	0.538074376186062	NA	NA	NA
AT4G25740.1	0.205038740891531	0.205038740891531	0.488466044634603	NA	NA	NA
AT2G44050.1	0.0548689319967762	0.0548689319967762	0.304295716876672	NA	NA	NA
AT4G26970.1	0.0657335487250763	0.0657335487250763	0.321920898448321	NA	NA	NA
AT5G66190.1	0.461267188697552	0.461267188697552	0.695444267001368	NA	NA	NA
AT3G47370.2	0.818129417599191	0.818129417599191	0.891119043791661	NA	NA	NA
AT3G22960.1	0.613560250245232	0.613560250245232	0.799184437256975	NA	NA	NA
AT4G36130.1	0.0423294507815968	0.0423294507815968	0.285033278832266	NA	NA	NA
AT4G26530.1	0.000600549447183883	0.000600549447183883	0.0206454565315324	NA	NA	NA
AT2G30200.1	0.211891216784094	0.211891216784094	0.491016769566198	NA	NA	NA
AT5G13980.1	0.201068789395941	0.201068789395941	0.481757357663159	NA	NA	NA
AT2G05990.1	0.193062062243071	0.193062062243071	0.471364976529134	NA	NA	NA
AT2G38270.1	0.786226523973497	0.786226523973497	0.881374780841724	NA	NA	NA
AT1G42970.1	0.119024658714359	0.119024658714359	0.398239575709922	NA	NA	NA
AT3G50820.1	0.0115974297683318	0.0115974297683318	0.15826295273467	NA	NA	NA
ATCG00720.1	0.468630938733406	0.468630938733406	0.703465914725498	NA	NA	NA
AT1G30120.1	0.188382815845862	0.188382815845862	0.46538358352454	NA	NA	NA
AT1G08480.1	0.194080862106091	0.194080862106091	0.472470903377802	NA	NA	NA
AT2G43945.1	1.1655367974943e-06	1.1655367974943e-06	7.73459237456519e-05	NA	NA	NA
AT1G70820.1	0.229451643680502	0.229451643680502	0.511773966017075	NA	NA	NA
AT2G10940.1	0.719291814488276	0.719291814488276	0.851099949698797	NA	NA	NA
AT1G02780.1	0.0326932639318408	0.0326932639318408	0.252767364658214	NA	NA	NA
AT3G26720.1	0.00437865058265628	0.00437865058265628	0.107534506956411	NA	NA	NA
AT5G02240.1	0.098890054675197	0.098890054675197	0.372099956720938	NA	NA	NA
AT1G35160.2	0.106743997148472	0.106743997148472	0.385849513502051	NA	NA	NA
AT5G35100.1	1.14679252621426e-06	1.14679252621426e-06	7.73459237456519e-05	NA	NA	NA
