Uniprot.ID	Gene.Name	ZT02	ZT06	ZT10	ZT14	ZT18	ZT22	ZT26	ZT30	ZT34	ZT38	ZT42	ZT46
Q3UPH1	Prrc1	0.000216726301410954	0.000190850145979235	7.93001927435592e-05	6.71913440036284e-05	0	0.000232469382040972	0.000242296243218729	0.000254547213192685	0.000130731268422994	8.25372888465162e-05	0.000123834562997166	0.000164276285055847
Q8BWW3	Pgm3	0.00130517650279982	0.00136625013756528	0.00116871202598801	0.00115958000643061	0.00119952746887056	0.00134222339685387	0.00143041374004442	0.00139919253437194	0.00138024515024995	0.0011883849625136	0.00114054815648887	0.00133738781107636
Q80Y52	Hsp90aa1	0.00354590657066892	0.00343337595755568	0.00342920003440096	0.0031185496831616	0.0027264232667808	0.00337291807279817	0.00360429461253121	0.00399192208176737	0.00361489149613466	0.00344845746069808	0.00315649251098902	0.00323515905969056
Q8CGB6	Tns2	0.000311152494576576	0.000293173300118227	0.0003515439722039	0.000358611973123831	0.000336168432488249	0.00030055899300928	0.000328105927921634	0.000343813642062548	0.000337536831138555	0.000313287486596229	0.000277957139872847	0.000315862991682959
Q71LX8	Hsp90ab1	0.017907871960091	0.0181933344194062	0.0169495676962338	0.0165027448143019	0.0163694154601415	0.0171301943175359	0.0177450201961119	0.0182026236998149	0.018462238394819	0.017896979939359	0.0166470695039822	0.0165816403442569
P63330	Ppp2ca	0.000419991808668127	0.000366080898585797	0.000367175376112165	0.000172179480387863	0.000144722902135476	0.000198233046295258	0.000357940063686049	0.000453519552510867	0.000203136942627361	0.000169473750116198	0.00017762140058656	9.24804122397822e-05
Q501P1	Fbln7	0.00670880706382722	0.00623044167041425	0.0056049735366978	0.00602198236696783	0.00558727441841229	0.0070972811144927	0.00645478831113662	0.00626735463352675	0.00577870716198389	0.00583156429787941	0.00622653159517009	0.00700008572145915
Q5M9M0	Rpl13a	0.00120850954127846	0.00139176212586964	0.00188792685185178	0.0025943204525366	0.00232594058018598	0.00157972326866198	0.0015504608144995	0.00149984258677501	0.00208740853625615	0.00170422376199074	0.00159640993266575	0.00152664761497825
P17809	Slc2a1	0.00106338989268067	0.00165341248633673	0.00157811719803654	0.00145839325952423	0.00105587123529563	0.000872482448298848	0.00151242102609128	0.00243005693505318	0.00173991384309854	0.00121741584990138	0.00127912427254864	0.00085079383236562
P55264	Adk	0.00382616988268518	0.00364135158587556	0.00324926130197692	0.00313665354629118	0.00278141703073932	0.00348363301837087	0.00366931557926514	0.00372382335715497	0.0034193413112113	0.00328730366883565	0.00339813459754312	0.00334842262682164
O88952	Lin7c	0.00015067738093804	0.000152092122286712	9.44371509321278e-05	5.74346858075849e-05	7.35844172963282e-05	0.000163520125219135	0.000127462074947926	0.000139462908471883	6.2870964714822e-05	6.43369443531784e-05	9.08184461928788e-05	9.20030245139596e-05
Q58EU6	Rpl5	0.00305653556800138	0.00357587783474778	0.00391594390711306	0.00434160451358072	0.00395928766602527	0.00318873033205327	0.00354182710607493	0.00332179303106428	0.00396831997108002	0.00374012841991133	0.00349554329136287	0.00335770187979186
Q3TIV6	Kars	0.000283800793502258	0.00028897849747348	0.000229684590796633	0.000217095263183537	0.000217144911790133	0.000224052178610517	0.000284166529147735	0.000265829475573844	0.000229415863459222	0.000232800716466453	0.00023296161825956	0.000254179481133587
O88322	Nid2	0.0257242261278581	0.0254853778819905	0.0250391149292056	0.0246864878173512	0.0240486705272554	0.0251243681544743	0.0261533539689446	0.0274099658066163	0.0264696328360579	0.0253246784760366	0.0252556528728037	0.0236852689804969
P47199	Cryz	0.000695369472428342	0.000721888000133819	0.000650835964246902	0.000682677317316777	0.000727810773187066	0.000824960288892499	0.000793325509422015	0.000674960128906008	0.000709722693992769	0.000715112863935585	0.000742933677783336	0.000793710242991837
P48962	Slc25a4	0.0110939917371003	0.01075991227294	0.0140198903010818	0.011684520227224	0.0123779585200038	0.0110914761699105	0.0105985993018261	0.0111496733710817	0.0151921458442276	0.0122581664670311	0.0108642798252165	0.00975609712733443
Q99PV0	Prpf8	0.000328924274139455	0.000363947003468215	0.000481609432618499	0.000407162934400254	0.000444477798401338	0.000380617029631201	0.000391055473107571	0.000412826281746663	0.000576776040103049	0.000436686835784197	0.000398058821737945	0.000308591952869786
P62264	Rps14	0.001331573691547	0.00123749398591739	0.00150481791089995	0.00147605357613635	0.00147451172636961	0.00136534795328849	0.00125383032593834	0.00126723280056185	0.00131368139688083	0.00150836941182674	0.0013633335034765	0.00124741522003353
Q5SW83	Actr2	0.00081784684313592	0.00100076480235971	0.000920066453631849	0.000681167708669583	0.000768423182894891	0.000753152813791577	0.000864668379559778	0.000976350055166868	0.000835868865209376	0.000775343923179778	0.000785324820731555	0.000856183276029164
Q545G0	Psmb3	0.000386606824131637	0.000576054522243846	0.000360233394014628	0.00035289475749179	0.000300105834692972	0.000381666464054823	0.000419082021615538	0.000545678266553297	0.000329629947844536	0.000316941868758845	0.000421607210031873	0.000464939682330863
D3YYM6	Rps5	0.00028957388420392	0.000254590718299199	0.000276837241157815	0.000156582929046278	0.000170061128448051	0.00023338305550669	0.000246890219816743	0.000295665366405142	0.00022842812459192	0.0002413467740721	0.000168037096534176	0.000111740910192671
Q8BJY1	Psmd5	0.000373165955814416	0.00043659558585847	0.00042211319665092	0.000372959707113929	0.000381179858945879	0.000363464019738799	0.000419888949233639	0.000442835316472256	0.000380031290878045	0.000365275867566528	0.000329020502666579	0.000314864251741082
P68254	Ywhaq	0.00110162218374918	0.00142042711368942	0.00119819210137326	0.00098699879049082	0.000730504029202722	0.0011646893981974	0.00112350486826823	0.00117768690607455	0.000982056502704071	0.000787088082915373	0.000940740108246954	0.000914314825113149
D3Z7D5	Col6a2	0.000339032646607523	0.00033307290166155	0.000305857424912019	9.88040435000646e-05	7.51531400325019e-05	0.000228545007002553	0.000257196452300614	0.000206718869270129	0.000242517000063585	0.000124733990523833	8.9351737117002e-05	0.000226715389431978
Q8BWT1	Acaa2	0.000160574800918968	0.000125357369940585	5.76003369462557e-05	6.12142243668942e-05	0.000175950834523379	0.000252038823711369	0.000115723936283152	9.68295361490474e-05	8.34505042955185e-05	0.000126984117075787	0.000126904669806918	0.000122398949280193
Q9JIF7	Copb1	0.00204241235471037	0.0019314877132327	0.00259798496808041	0.00238648309774972	0.00248160209452277	0.00194760045162838	0.00208438041010886	0.00206546535089428	0.00247734501852724	0.00226827035396163	0.00211875931731576	0.0019466402757842
O35074	Ptgis	0.00124014904280158	0.00109210540387113	0.00208834417086093	0.00161094153763489	0.0013930027954118	0.00121212328680183	0.00154324647142913	0.00181846738661065	0.0020398334516784	0.00155000463027489	0.00147353158874612	0.00114189671933626
Q9CVB6	Arpc2	0.00154096667219131	0.00182717724747329	0.0014707395204498	0.00133250277514338	0.00139534630170374	0.00141222421414254	0.00181588438139119	0.00165632517850735	0.00165497111488698	0.00146672923327888	0.00142664603580695	0.00169884734504097
Q9JKF1	Iqgap1	0.00680951083944862	0.0071668303187677	0.00819626379254893	0.00910738301196246	0.00793645209119888	0.00734887255300074	0.00845358724437876	0.00963453621135448	0.00991505124283379	0.00841078432960177	0.00821551973281951	0.00760538287137233
P49442	Inpp1	0.000697659218616441	0.000702444373178126	0.000554307308076723	0.000510445819989601	0.000495562366357897	0.000532630052056361	0.000652359586560479	0.000643877541581257	0.00063891759011224	0.000513388845249963	0.000569610021885416	0.000666624804713485
Q9DBF1	Aldh7a1	0.000897605192630513	0.000903593510649852	0.000816968876495918	0.000742228472748166	0.000709332212410977	0.000683868189178306	0.000954442607270437	0.000901539185006494	0.000787843755109115	0.000803060325455398	0.000762542636328962	0.000875871956540557
Q561N5	Rps18	0.00134933744432746	0.00123361576302183	0.00172437759344158	0.00198445346223125	0.0015951440572379	0.00131471081849822	0.00115384137139337	0.00131382636990704	0.00144202043466431	0.00132279887918612	0.00124226029646042	0.00118534320758198
Q8BWY3	Etf1	0.000100929706902619	0.000164998807073038	0.000172739607514693	0.000165114581032781	0.000180969960960148	9.75966472354322e-05	0.000161545262046662	0.000149710195432388	0.000214173508961405	0.000144763250643485	0.000111840060712299	8.0631001132612e-05
Q0VEE0	Nt5e	0.00184518477106568	0.002579800540157	0.00321534753757816	0.00291745936853651	0.00310487487325549	0.00193014237839793	0.00244489714330895	0.00238813751314371	0.00256906565406425	0.00309710936635562	0.00274412951940788	0.00232219232510169
P62830	Rpl23	0.00124342766989372	0.0010710323691917	0.00123349071877831	0.00157248996667399	0.00155611393996305	0.00122855705053477	0.0011762550914475	0.00104450565726277	0.00130838606677863	0.00126690180670867	0.00132757636380031	0.00132446710955968
Q3UBT1	Ybx1	0.000583173695153815	0.00062326162976256	0.000754284354658459	0.000727258552758513	0.000595840679026145	0.000496647668583624	0.000585836485739695	0.000583250343248328	0.000583696274478977	0.000643402840711637	0.000701324257510288	0.000547093440864819
P70195	Psmb7	0.000418440228668229	0.000620196917193827	0.000444464307849297	0.000379532127607389	0.000197660470956182	0.000568863407500764	0.000542739237066305	0.000586794518806653	0.000458336467148454	0.000346083727683377	0.000557255101113621	0.000578981906868551
Q8BH24	Tm9sf4	0.000264532493285408	0.000189207366255617	0.000331273529739662	0.000321035819460165	0.000388814245391683	0.000149800794028318	0.000304883734946782	0.000368650868842319	0.000453555638915609	0.000362250440660963	0.000257221737378203	0.000193515893769732
Q3UC02	Rps11	0.00124786947749097	0.00111708978652166	0.00138155533778747	0.00156705679670871	0.0015213610678704	0.00126416037762476	0.00112084637938156	0.00113801111203185	0.00127224458595676	0.00121648836546283	0.00121495110104843	0.00107245040560686
P32921	Wars	0.000208128108313837	0.000155933307178449	0.000114019908849898	6.83450884287002e-05	7.68571871458856e-05	0.000203698209434029	0.000180150346847034	0.000181331084738139	7.60098045113856e-05	0.000159591852218769	0.000118564583140888	0.000165429828425416
Q9Z110	Aldh18a1	0.000491937531493982	0.000458036104768778	0.000451742948495507	0.00036826972825136	0.000403491216400402	0.000390496852748025	0.000474346910705465	0.000511052819292774	0.000503787345713841	0.000469122131510814	0.000434473880872392	0.000418115626614731
Q922B2	Dars	0.0027590103724342	0.00286625065796919	0.00270886774037708	0.00263618496217081	0.00263212136895317	0.00252899268672433	0.00288393228215151	0.00298450671336216	0.00274613749009698	0.00274755689410437	0.00241150726867272	0.00266463978506218
P06745	Gpi	0.00815218539796949	0.00811309885293156	0.00798485844677222	0.00737963063337298	0.00698592435157876	0.00744925133426235	0.00864794315890612	0.00764145192342518	0.00811020849476186	0.00728998193719528	0.00751272731065796	0.00820648897271385
A0A0N4SW94	Myadm	1.50660564208413e-05	1.66220961737866e-05	9.72330152308214e-05	0	0	0	1.77751875956616e-05	0.000118576078811295	4.33041528046826e-05	0	0	0
Q91V92	Acly	0.00371597728899662	0.00365427048907621	0.00364915750774806	0.00328538765973876	0.00311230081189363	0.00363725497599985	0.00395834287603567	0.00384107381449337	0.00414906248595463	0.0036962696414363	0.00353573133207348	0.00341905194495671
B9EHC3	Chst11	0.000422085654839912	0.000359527934669761	0.000290592592288744	0.000376196739721954	0.000403958630908284	0.000509699800486948	0.000496802636994438	0.000500306793068237	0.000460401366442257	0.000412004966421871	0.000436485166779487	0.000462132078163173
Q5BLK2	Rps20	0.00134319621040519	0.00144599083363013	0.00162736506062976	0.00163852671563493	0.0016380667874719	0.00136738887699931	0.00145807921768684	0.00131643885878885	0.00138609037499006	0.00153067875248044	0.00163187714160937	0.00155187012743208
Q78IS1	Tmed3	0.000203849506027617	0.000293189352151083	4.63665860726629e-05	9.91214587237843e-05	7.99176078318985e-05	0.000146729553313137	0.000221663190007191	0.000210851728530338	0.000172913299152954	0.000125446914883591	0.000100186817294774	0.000185833120838215
Q6P5F9	Xpo1	0.000370935947540051	0.000404970298574066	0.000510003057377655	0.000427057046356454	0.000433524927769399	0.00042810115076463	0.000433010096994407	0.000510986902525432	0.000528413324922374	0.000474673076798959	0.000396972983670606	0.000342601458859768
Q4VAE6	Rhoa	0.00196823359086683	0.00176612139906683	0.00203093913497154	0.0016187043977341	0.00147702903295298	0.00194383460698638	0.00199004417222284	0.00180154718074852	0.00174397007571204	0.00160045045181533	0.00202828638313726	0.0022272727917447
Q53WR6	Glg1	0.00206388821359464	0.00237786126481028	0.00262531753570854	0.00267243145357139	0.00259158690964591	0.0023232789793641	0.00267436525963335	0.00244232654953407	0.00304960360061504	0.00263233113202984	0.00240674660762317	0.00229811143103737
F8WIT2	Anxa6	0.0153661692046234	0.0153259418413641	0.0156435055263246	0.0137403022190243	0.0137729905017557	0.0135569720310863	0.0146084243514892	0.0174125161463561	0.0144542316206082	0.0136387193885814	0.0136891095000353	0.0142592265081018
Q3UK97	Tnfrsf11b	0.000274944163418584	0.000281481340688901	0.000153819608823283	0.00028551312233234	0.000286614198005137	0.000293249436175837	0.000330759761573821	0.000267769452593788	0.000255858931891424	0.000253890443784631	0.000320758990155167	0.000390953227056762
O55188	Dmp1	0.00227857298073937	0.00220942922130827	0.00223629350791358	0.002382413581638	0.00274852402516559	0.00265710356109922	0.002791078687482	0.00219759871529887	0.00241243754603984	0.00224352651057505	0.00291516930027779	0.0027317273904834
Q542X5	Efemp2	0.00231081424052327	0.0022522746569496	0.00207790772980828	0.0019091307172042	0.00215900336272559	0.00230241918042038	0.00265699885338239	0.00217425196784467	0.00228452206471169	0.00222807214439845	0.00217823236714459	0.0024491821709807
Q9CZD3	Gars	0.000422427136316622	0.000427421898281623	0.0003497471588167	0.000293731170040258	0.000314697759612732	0.000344121284911708	0.000476907469971172	0.000485485009066935	0.000445312833958246	0.000419104785043952	0.000384694818703733	0.000386617097512799
Q4FJQ7	Prnp	0.00030632565738265	0.000374563946426711	0.00049757901292016	0.000319463197512886	0.000213991473890975	0.0002999221275186	0.000379356184303049	0.000472293137991255	0.000389835096371572	0.000286446703250785	0.000364432215766073	0.000285533805559276
E9Q589	Ncam1	0.000549475013241121	0.000564808953287473	0.000625657093010664	0.000606049289582582	0.000611900030179844	0.000537622680907439	0.000613130792839063	0.000647530023727533	0.000602037774819386	0.000557946543492442	0.000467893672369514	0.000537810987811253
P47757	Capzb	0.00163578117257902	0.0017956868011302	0.00155878268455411	0.00136885481213937	0.00133203116735377	0.00157392686007077	0.00166248156259403	0.00155754497645899	0.00158158777356354	0.00153669878508748	0.00150577023001217	0.00151177739275724
Q9QYG0	Ndrg2	0.000270552811784628	0.000275030694237796	0.00018618817889388	0.000163861404237986	0.000168857484535976	0.00023433082850898	0.000262494807486201	0.000204359803655642	0.000241258819448545	0.000197067572171221	0.000226006318960105	0.000253718164873275
P06801	Me1	0.00232413376988219	0.00255320925701593	0.0021755533735663	0.00219740385019811	0.00206167664548382	0.00214849495603512	0.00238774145466101	0.00289494931530883	0.00223708783093901	0.00193140101342363	0.00223175423300166	0.00272524212550596
Q9R0B9	Plod2	0.0151542528507306	0.0144645661987244	0.0131043685412325	0.0129259359126249	0.0122812681108455	0.013978926688856	0.015964778750723	0.0151782049354009	0.0144691440325489	0.0150092838194674	0.0136810257866527	0.0140963473097864
Q3U4Z7	Hdlbp	0.00263486533406336	0.00249114798260873	0.00285290717070405	0.00290796136798016	0.00277852195405233	0.00247762956963157	0.00264051149606071	0.00225646534845064	0.00289583945699616	0.00295474104535769	0.00283922262915063	0.00241423403311399
Q5FW97	EG433182	0.0950740472982212	0.0913076968533218	0.0821709088594562	0.0838117216896472	0.0766692091241414	0.0890421131387277	0.0924260121781943	0.0830960539316137	0.0845276322439137	0.0836445701944648	0.0847481851224929	0.0947196218703369
Q8CG72	Adprhl2	0.000115458626512191	0.000100798916002343	8.99610635071114e-05	8.32943500449464e-05	7.16368474938501e-05	0.000129047244097324	0.000118046910060239	8.82828357927266e-05	9.3508123748187e-05	6.11924594870415e-05	6.89275182332227e-05	7.99017997501574e-05
P51942	Matn1	0.360081904155097	0.317073077714568	0.294417943868107	0.306387661103874	0.258510669904426	0.308662978693037	0.370134890728501	0.339651663399149	0.32598129931679	0.29963931156533	0.314738972514455	0.325130640800989
P14152	Mdh1	0.00945575722896505	0.00840081826603602	0.00822748911455031	0.00837620058995664	0.00775713033790706	0.00866632061943918	0.00988149181622153	0.0083710639594764	0.00787411662309205	0.00833856241642697	0.00864154031006883	0.0117136470275497
Q8BHN3	Ganab	0.00502332538213989	0.0050487954611959	0.0047904485436394	0.00406397931939582	0.00398463637406913	0.00517302744685049	0.00526301010657757	0.00566203192183573	0.00525599106463478	0.00477552143995172	0.00484153947746972	0.00446509452181915
Q9DCY1	Ppib	0.00887337339463244	0.00831454110601717	0.0069302960189303	0.0069292038330195	0.00769473685937763	0.00759675547614477	0.00862900557831693	0.00680813509115377	0.00746485048137767	0.00823815922237712	0.00869251963753091	0.00888455771360477
Q03265	Atp5a1	0.00999438163412336	0.0105595407933129	0.00970449842141415	0.00970365972617806	0.0100646352114472	0.00993952833561646	0.010427023582712	0.0105387792465321	0.00920208148561272	0.00949141969896893	0.0100770996332848	0.0103017055461618
Q3TIJ7	Cct7	0.00187501715588779	0.00187182373079366	0.00187111317912688	0.00176600659791828	0.00177309506711571	0.00172459879691932	0.0019979144646173	0.00195939502195691	0.00192828299033006	0.00179950590114553	0.00175990093317867	0.00188444502683277
Q80UM7	Mogs	0.000376683819275218	0.000423612908078469	0.00054799599623579	0.000512841862446308	0.000620151909091072	0.000278182692894905	0.000342885523617427	0.000324447715557996	0.00053274953907911	0.000474850659446306	0.000406442954301593	0.000353975560038554
B2RRX1	Actb	0.115819058468814	0.131729515301026	0.113898497652566	0.0951670682117024	0.0988567078802865	0.105438896376252	0.111709330820425	0.118562193949592	0.110411198847103	0.108051581340504	0.110466014536529	0.117140775003332
P17563	Selenbp1	0.00531296528127611	0.00472524669530275	0.00384576773044245	0.0044112396304596	0.00423168650130213	0.006189282022886	0.00595947307500055	0.0049199566094012	0.00510820452232087	0.00494752354026794	0.00499874981446705	0.00592808988536352
F6V084	Tmx1	0.000207203032746712	0.000194480750774307	0.00052595896588153	0.000496051470136223	0.000340390126910504	0.000267336345147678	0.00040419875135079	0.000376355002963559	0.000475135215617979	0.000290666808060659	0.0002637172602991	0.000137379747667686
P26369	U2af2	0.000240390005011546	0.000446053668512755	0.00049972544039138	0.000634421637057718	0.000584815055079823	0.000322112680795835	0.000318053525034947	0.000293295688840557	0.000561248774719848	0.000432967293301853	0.000282266848312581	0.000338614665638954
Q8R016	Blmh	0.00112883940625584	0.00123433405475393	0.00104494208381576	0.000908794039446778	0.000901452714641811	0.00100285952341343	0.0011056717440917	0.00105448166660033	0.00110453371031405	0.00106455052407869	0.000971250563801537	0.0010732762054086
Q3U9G9	Lbr	0.000124248428697446	0.000195231059955977	0.000243650009751634	0.000270062649875264	0.000362966763673034	0.000184580712629078	0.000239204366178957	0.000287804305876966	0.000348827192423328	0.000263398063681905	0.000212850788363175	0.000117258117551892
Q9JIM1	Slc29a1	0.000774199376929078	0.00109628381308581	0.00111805944630277	0.000530728358073583	0.000664114816781407	0.000539768734102662	0.000745558554776398	0.000959799276565414	0.00124120134993489	0.000773824043036943	0.00103686935760197	0.000682446569918967
Q545X8	Rps4x	0.00361749262121472	0.00340238995535728	0.00383323459902684	0.00406091209107017	0.00419037139253491	0.00398678042401571	0.00325414432511581	0.00336361860821705	0.00375998400548026	0.00358684792431463	0.00387086263905746	0.00375540366509082
Q547B5	Spp1	0.140489010511011	0.125755512867184	0.109565502505093	0.130136171120087	0.129994996594569	0.150085279610784	0.122626376274827	0.136912552115976	0.120815759574723	0.130666175746346	0.143237601630098	0.174367101316367
Q8VDN2	Atp1a1	0.00713596290879431	0.00724004228269471	0.00893664514195668	0.00826512517747447	0.00860442811923044	0.00692108235028643	0.00863247204929954	0.00960802472937107	0.0107662984408052	0.00813241730766396	0.0082616475324207	0.00671550133413743
Q99JF8	Psip1	0.000192132409887666	0.000171993822995144	0.00019937470251304	0.000206497329580359	0.00017324768246653	0.000176840985638321	0.000139975648792875	0.000153404851742763	0.000203883276658551	0.0002117053827861	0.000196996526078615	0.000191819921012831
G5E829	Atp2b1	0.00219080364030111	0.0022772560253585	0.00304588141286402	0.00246236289414682	0.00254896102175884	0.00207624741862458	0.00291270523139099	0.0033034882279197	0.00344809973015153	0.00257963679087306	0.00251983986856966	0.00193452508550552
Q499X7	Coro1c	0.000265755562428113	0.00028260051937045	0.00020087451446245	0.000192894866305229	0.000249798378840395	0.000249110348548227	0.000264072639718318	0.000204146795360956	0.000245546168786358	0.000229161885495073	0.000264375254117611	0.000258894268272523
Q6NZL8	Scube1	8.93302453784922e-05	0.000108649518615735	9.32421169471037e-05	7.37308141033139e-05	2.69724363532401e-05	0.000156910773253813	0.000123519896934346	0.000115814591550785	8.6523584431096e-05	3.57740023418289e-05	7.45143222022626e-05	0.000121480291910049
Q8BL97	Srsf7	0.00150770020257344	0.00144377953774146	0.00144485798645046	0.00176363545931031	0.00158551011176747	0.00163152810803025	0.00139620118531945	0.00131469470318255	0.00163504074011195	0.00156532737763055	0.00180186214059914	0.00147428517743872
Q9DCW4	Etfb	0.000638483874231944	0.0005108410232705	0.000447123694244145	0.000531627621324199	0.000518810244376564	0.000610041953374257	0.000573539031771113	0.000500856303177631	0.00056180000041802	0.000545204973107553	0.000616993148600707	0.000600266347031634
Q3TX21	Cyr61	0.000655766861834598	0.000675853465609347	0.000536600618480054	0.000680622239939608	0.000781445036388593	0.000755318837604494	0.000695062727912281	0.000578377374063052	0.000675304480264126	0.000671396273335974	0.000725169987107238	0.000717936686062013
Q91VD9	Ndufs1	0.000419705119618222	0.000406946008817026	0.000283446620581042	0.000427059784958434	0.000456515664861778	0.000459837213491559	0.000436620178360481	0.000358935529655715	0.000421650323303471	0.000425323936016634	0.000423164062538815	0.00050917016884039
P97807	Fh	0.000188250469333144	0.000186806603396098	0.000142179849228845	9.97623230164535e-05	0.000116003499912354	0.000175458679735746	0.000169232081071401	0.000135327233892543	0.000139147126887469	0.000160426410503074	0.000140749974567616	0.000185152197665407
Q7TPC1	Cdsn	0.000175203959818928	0.000100573511983613	0.000104076111194182	7.07135173420953e-05	0.000118270561769661	0.000176670779504204	0.000235684189654785	0.000179579143931843	0.000115219821833652	0.000150767271520686	0.00015437878541164	0.00013657060974713
Q3ULT2	Actn4	0.00749490266378562	0.00799973078431255	0.00813777008017544	0.00715095874562906	0.00691997696690432	0.00698466665224306	0.00763674684047564	0.00838484433147624	0.00768508379589871	0.00682928935315211	0.00782565735978837	0.00712039035460136
Q564F3	Rps3a1	0.00231199332304443	0.00253822281007772	0.00295942923639244	0.00273927947403818	0.00270831415954484	0.00248201989542404	0.00240503991143472	0.00231766973351875	0.00278912018580358	0.00243321091975355	0.00245186271893569	0.00220650803722067
P52480	Pkm	0.00235484327097416	0.00275652391298084	0.00219509464271878	0.00214010914323622	0.00182306272867969	0.00267972349308616	0.00275040147063617	0.00300447075647859	0.00183090426805133	0.00211256797801933	0.00229762569597871	0.00238399035008251
Q7TMB8	Cyfip1	0.000196632127739187	0.000235899383150922	0.000288264547507928	0.000289917337936009	0.000297256808330685	0.000218125955878034	0.000293041309849577	0.000321572653091379	0.000403790995446898	0.000286591789526125	0.000278431173739274	0.000186668969408379
Q6ZQ38	Cand1	0.00369789174959964	0.00361947826733051	0.00427471378369745	0.00373130405369131	0.00410157958451786	0.00325896605584642	0.00356761589716914	0.00342142530140922	0.00407753658236286	0.00403776163110694	0.00336173355466765	0.00295631988905419
Q8BTU6	Eif4a2	0.000344656016186568	0.000408608576616298	0.000283259934282867	0.000356503499666294	0.000209428108379264	0.000316239403857642	0.000367943786063531	0.000383863948617121	0.000266268703068866	0.000223534780344611	0.000270400246235141	0.000254466815385344
Q8VCU2	Gpld1	0.00481935734940914	0.00441568329411697	0.00425110741408866	0.00459670901666192	0.00444300503649539	0.00543155876015022	0.00526190397252225	0.00522838375414893	0.00501678763956669	0.00478684547605937	0.0049071383117299	0.0050606885641587
Q3TKV1	Psmd2	0.000839946025696214	0.00104222295502906	0.00107417072456954	0.000965306540686485	0.000675191331657234	0.00087515190007828	0.00105627462810301	0.000992514142320222	0.00108730964890817	0.000958065330468236	0.000942112752030833	0.000987434712784682
Q3TMX0	Sdcbp	0.00169254319971333	0.00180584371481458	0.00156493458581367	0.00134553310087394	0.00134345330360422	0.00181603468219379	0.00200778335665953	0.001747374291492	0.0017781142025087	0.00180884268019505	0.00196070375999986	0.00203245455208524
P05977	Myl1	0.00101752124868537	0.00100555497311538	0.000495910930088655	0.000431734023370559	0.000181130783679201	0.000653374631784305	0.000855438388664264	0.00400742663345278	0.000872122275412865	0.00122994010286813	0.000585749047277622	0.000104236163677745
G5E899	Serpine1	0.00389281235185871	0.00435254151342555	0.00316192374358107	0.00355453955646741	0.00325656624670719	0.00497427641494942	0.00434416050281395	0.00407917007082627	0.00369878020138843	0.00360712751532867	0.00368971759364797	0.00506088850131201
Q9CWK8	Snx2	0.000211874171361664	0.000174404186576068	0.000164827604323019	0.000132736255274489	8.10129451913755e-05	0.00019752409802874	0.000181617146027265	0.000167673970096773	0.000141879554374403	0.000163707989968181	0.000134514159003315	0.000172114197273554
