Uniprot.ID	Gene.Name	ZT02	ZT06	ZT10	ZT14	ZT18	ZT22	ZT26	ZT30	ZT34	ZT38	ZT42	ZT46
O88952	Lin7c	12.78605537	12.90610631	8.013668895	4.873744608	6.244165037	13.87585424	10.81607032	11.83442703	5.335051824	5.4594507	7.70659587	7.807115828
Q58EU6	Rpl5	259.3689429	303.4388553	332.2958981	368.4162504	335.9739266	270.5866158	300.549407	281.8779392	336.7403824	317.3766943	296.6218937	284.9250623
Q3TIV6	Kars	24.08253075	24.52189603	19.49038321	18.42208856	18.4263016	19.01243268	24.11356604	22.55753566	19.46757977	19.7548088	19.76846247	21.56895016
O88322	Nid2	2182.8849	2162.616915	2124.748306	2094.825369	2040.702002	2131.982653	2219.299472	2325.93199	2246.138	2148.980419	2143.123102	2009.864777
P47199	Cryz	59.00708203	61.25736911	55.22809478	57.93006173	61.75995884	70.00379132	67.31935362	57.275203	60.22505572	60.68245026	63.04324565	67.35200102
P48962	Slc25a4	941.4046869	913.0556507	1189.688144	991.5152604	1050.358468	941.191223	899.3670893	946.1296725	1289.162426	1040.193254	921.9119853	827.8747433
Q99PV0	Prpf8	27.91158139	30.88351091	40.86801107	34.55069229	37.71712586	32.29808207	33.18385879	35.03126789	48.94357958	37.05600686	33.7781431	26.18623825
P62264	Rps14	112.9935684	105.0102313	127.6945817	125.2537218	125.1228848	115.8595565	106.3964868	107.5337828	111.475279	127.995952	115.688616	105.8521191
Q5SW83	Actr2	69.40016448	84.92206392	78.07423083	57.80196062	65.20621279	63.91041256	73.37330732	82.85029769	70.92946218	65.79348719	66.64043786	72.65328549
Q545G0	Psmb3	32.80635905	48.88235362	30.56838454	29.94564865	25.46613032	32.3871341	35.56211224	46.30471068	27.97146286	26.89478844	35.77639257	39.45346332
D3YYM6	Rps5	24.57241886	21.60384658	23.49162344	13.28718344	14.43090523	19.80422444	20.95040411	25.08932477	19.38376305	20.48000302	14.25915162	9.482016849
Q8BJY1	Psmd5	31.66580507	37.04826365	35.81932916	31.64830339	32.34584217	30.84252628	35.63058583	37.5777495	32.24837794	30.99627455	27.91974707	26.71848775
P68254	Ywhaq	93.48053537	120.5334179	101.6751848	83.75391918	61.98850091	98.83224039	95.33743794	99.93517206	83.33453065	66.79006329	79.82853855	77.58616394
D3Z7D5	Col6a2	28.76934922	28.26362216	25.95419396	8.384231018	6.377282401	19.39368136	21.82496178	17.54157719	20.57930508	10.58457281	7.582135096	19.2384252
Q8BWT1	Acaa2	13.62592237	10.63747102	4.887801294	5.194465535	14.93068899	21.38730004	9.820005151	8.216679922	7.081373209	10.77551217	10.7687705	10.38642783
Q9JIF7	Copb1	173.3133221	163.9005715	220.457639	202.5101899	210.5817183	165.2678528	176.8746123	175.269534	210.2204749	192.4789916	179.7919089	165.186375
O35074	Ptgis	105.2355319	92.67296841	177.2109658	136.6999318	118.206268	102.8573457	130.9555204	154.309987	173.0944837	131.5289986	125.0397131	96.89811828
Q9CVB6	Arpc2	130.7620631	155.0490811	124.8027861	113.0724078	118.4051313	119.8373431	154.0908005	140.5510589	140.4361569	124.4624845	121.061138	144.1593694
Q9JKF1	Iqgap1	577.8357846	608.1569026	695.5117087	772.8267026	673.4648243	623.6044905	717.3474473	817.5594286	841.3631389	713.7153133	697.1457132	645.3712289
P49442	Inpp1	59.2013834	59.60743805	47.03694668	43.31498515	42.05201747	45.19747619	55.35738505	54.63762276	54.21673534	43.56472193	48.33549159	56.56789102
Q9DBF1	Aldh7a1	76.1682319	76.67638359	69.32566272	62.98340395	60.19192056	58.03111574	80.99129377	76.50205934	66.85418749	68.14542251	64.70720628	74.3240111
Q561N5	Rps18	114.5009501	104.6811363	146.3257939	168.3950948	135.3594024	111.5626328	97.91170759	111.487581	122.3657659	112.2489627	105.4146869	100.5848641
Q8BWY3	Etf1	8.564608788	14.00133099	14.65819337	14.01115524	15.35659783	8.281774794	13.70827295	12.70398275	18.17415678	12.28419904	9.490430481	6.842118164
Q0VEE0	Nt5e	156.5771485	218.91456	272.8452764	247.5673309	263.4708793	163.7864102	207.4670402	202.6505789	218.003628	262.8119204	232.8590513	197.0546572
P62830	Rpl23	105.5137469	90.88477043	104.6705254	133.4370405	132.0474173	104.2518683	99.81367233	88.63378886	111.0259323	107.5056956	112.6543665	112.390524
Q3UBT1	Ybx1	49.48646645	52.88821493	64.00643191	61.71309898	50.56135079	42.14411314	49.71242331	49.49297059	49.53081105	54.59734099	59.51238821	46.42479836
P70195	Psmb7	35.50765151	52.62815211	37.71598109	32.20602036	16.77290719	48.27213601	46.05531297	49.79371928	38.8931332	29.36768397	47.28708804	49.13076318
Q8BH24	Tm9sf4	22.44747742	16.05560069	28.11093256	27.24218949	32.99367456	12.71167069	25.87156939	31.28266759	38.48744567	30.7395454	21.8271074	16.42121012
Q3UC02	Rps11	105.8906661	94.79307229	117.2348692	132.9759971	129.0983871	107.2730657	95.11184611	96.56839666	107.9590687	103.2277539	103.097306	91.00510098
P32921	Wars	17.66116122	13.23205837	9.675406214	5.799570443	6.521883008	17.28525256	15.2870477	15.38724177	6.44997652	13.54251213	10.06105439	14.03790624
Q9Z110	Aldh18a1	41.74442426	38.8676453	38.3336259	31.25032508	34.23912071	33.13645585	40.25173405	43.36649339	42.7499659	39.8083741	36.86822178	35.4801067
Q922B2	Dars	234.1217983	243.2219049	229.8668367	223.6991822	223.3543572	214.6031496	244.7223174	253.2567785	233.029442	233.1498886	204.6336701	226.1137778
P06745	Gpi	691.7713411	688.4545677	677.5724504	626.214534	592.8057351	632.1223493	733.8399392	648.4319464	688.2093001	618.6071998	637.5087407	696.3793885
A0A0N4SW94	Myadm	1.278462835	1.410503957	8.250918013	0	0	0	1.508352026	10.06202988	3.674667638	0	0	0
Q91V92	Acly	315.3272978	310.0910337	309.6571606	278.7886826	264.1010234	308.6471455	335.8937544	325.9426343	352.0776798	313.6549627	300.0321369	290.1310549
B9EHC3	Chst11	35.81699204	30.50852126	24.65886354	31.9229888	34.27878418	43.25168005	42.15726332	42.45461607	39.0683547	34.9615734	37.0388938	39.21521799
Q5BLK2	Rps20	113.9798224	122.7026827	138.0935854	139.0407318	139.0017036	116.0327435	123.7284687	111.7092694	117.6196996	129.8890594	138.4764678	131.6872994
Q78IS1	Tmed3	17.29809116	24.87921722	3.934537043	8.411165974	6.781581631	12.45105391	18.80970988	17.89227991	14.67293235	10.64506955	8.501569282	15.76927179
Q6P5F9	Xpo1	31.47657289	34.36463143	43.27741357	36.23885023	36.78769631	36.32744997	36.74400923	43.36089988	44.83965668	40.27941158	33.68600196	29.07218851
Q4VAE6	Rhoa	167.0187225	149.8680549	172.3397372	137.3586661	125.3364963	164.9482939	168.8695066	152.8741863	147.9883564	135.809688	172.1146322	189.0000547
Q53WR6	Glg1	175.1357026	201.7785656	222.7770032	226.7749567	219.9147179	197.1468676	226.939054	207.2489069	258.7807158	223.3721571	204.2296939	195.0112208
F8WIT2	Anxa6	1303.929555	1300.515975	1327.463529	1165.963092	1168.736927	1150.406212	1239.629475	1477.576755	1226.545117	1157.343061	1161.619023	1209.997536
Q3UK97	Tnfrsf11b	23.33098223	23.88570856	13.05269592	24.22783412	24.32126828	24.88431578	28.06733565	22.72215661	21.71146359	21.54442327	27.21869854	33.17518248
O55188	Dmp1	193.3532433	187.4858999	189.7655271	202.1648623	233.2319566	225.4742752	236.8430246	186.4819967	204.7126108	190.3792992	247.3730022	231.8066418
Q542X5	Efemp2	196.0891452	191.1216421	176.325359	162.0034202	183.2069045	195.3767642	225.46539	184.5008579	193.8580657	189.0678855	184.8386233	207.8306555
Q9CZD3	Gars	35.84596919	36.26981053	29.67855235	24.92519435	26.7043597	29.20115664	40.46901585	41.1968815	37.78798461	35.56404388	32.64411169	32.80723082
Q4FJQ7	Prnp	25.99392684	31.78443459	42.22314438	27.10874125	18.1587098	25.45054145	32.19109031	40.07745672	33.08030108	24.30705515	30.92468465	24.22958924
E9Q589	Ncam1	46.62689184	47.92808652	53.09148715	51.42762454	51.9241018	45.62113652	52.02854083	54.94756204	51.08721877	47.34576188	39.70413054	45.63711571
P47757	Capzb	138.8077528	152.3768911	132.2738794	116.1571386	113.0323885	133.5589712	141.0734722	132.168851	134.2090546	130.3999023	127.7753928	128.2851436
Q9QYG0	Ndrg2	22.95834458	23.33832499	15.79940101	13.90481421	14.32876742	19.88464977	22.27456518	17.34139357	20.47253944	16.72259548	19.17825549	21.52980417
P06801	Me1	197.2194027	216.6580991	184.6112915	186.465461	174.9480352	182.3151909	202.6169705	245.6571916	189.8329311	163.8932144	189.3803371	231.2563206
Q9R0B9	Plod2	1285.946934	1227.42208	1111.999563	1096.858276	1042.153594	1186.212088	1354.725864	1287.97944	1227.810542	1273.645273	1160.933062	1196.176069
Q3U4Z7	Hdlbp	223.5872023	211.3917553	242.0896144	246.7613575	235.7774958	210.2446211	224.0663196	191.4772523	245.7327265	250.7309483	240.928383	204.8650556
Q5FW97	EG433182	8067.714115	7748.112294	6972.790368	7112.025093	6505.931726	7555.861283	7843.009362	7051.295556	7172.775233	7097.841091	7191.490725	8037.638578
Q8CG72	Adprhl2	9.797491716	8.553510243	7.633840806	7.068122402	6.078899785	10.95058328	10.01712612	7.49143116	7.934834282	5.192618629	5.848993785	6.780240202
P51942	Matn1	30555.52954	26905.92246	24983.47203	25999.1883	21936.48256	26192.2653	31408.59748	28821.87723	27661.84889	25426.54249	26707.85691	27589.66442
P14152	Mdh1	802.388751	712.8696214	698.161401	710.7806352	658.2480887	735.3993984	838.5153811	710.3447553	668.1752132	707.5867665	733.2966116	993.9868781
Q8BHN3	Ganab	426.2651506	428.4264693	406.5038823	344.8577635	338.1249461	438.9684434	446.6041168	480.4639768	446.0085008	405.2372106	410.8393141	378.8952624
Q9DCY1	Ppib	752.9693099	705.5483862	588.0852725	587.9925927	652.953555	644.6391326	732.2329498	577.7190425	633.4460487	699.0668361	737.6225728	753.9183795
Q03265	Atp5a1	848.094891	896.052695	823.4962234	823.4250541	854.0564104	843.4401956	884.8076602	894.290929	780.8625466	805.4149671	855.1141059	874.1735269
Q3TIJ7	Cct7	159.1086401	158.8376551	158.7773597	149.8583132	150.4598206	146.3445646	169.5373573	166.2687066	163.6286278	152.7009691	149.3402038	159.9086625
Q80UM7	Mogs	31.96432099	35.94659042	46.50138665	43.51830652	52.62433285	23.60579466	29.09629344	27.53171332	45.20761552	40.29448074	34.48959682	30.03736249
B2RRX1	Actb	9828.07695	11178.19321	9665.103604	8075.607606	8388.699968	8947.245823	9479.337113	10060.85165	9369.181314	9168.950862	9373.832818	9940.234068
P17563	Selenbp1	450.8431713	400.9710383	326.3409467	374.325289	359.0889195	525.2049256	505.7039898	417.4935696	433.4677538	419.8328212	424.1797376	503.0409013
F6V084	Tmx1	17.58266193	16.50308515	44.63138673	42.09352143	28.88454115	22.68540434	34.29916012	31.93641857	40.31862737	24.66516128	22.37829906	11.65765591
P26369	U2af2	20.39881431	37.85084973	42.40528413	53.83522151	49.6257476	27.33356889	26.98912044	24.88824065	47.62597986	36.74037703	23.95236451	28.73388054
Q8R016	Blmh	95.79011171	104.7420885	88.67082278	77.11768572	76.49472171	85.09981601	93.82416958	89.48032473	93.72759926	90.33473943	82.41756931	91.07517601
Q3U9G9	Lbr	10.54336941	16.56675426	20.67544907	22.91675083	30.80033054	15.66299598	20.29820436	24.42225746	29.60048661	22.35121294	18.06191446	9.950191424
Q9JIM1	Slc29a1	65.69636424	93.02753637	94.87535487	45.03610383	56.35490056	45.80324451	63.26598527	81.44584554	105.3248277	65.66451447	87.98579412	57.91048116
Q545X8	Rps4x	306.9701681	288.7171657	325.2774207	344.5974872	355.5830365	338.3068841	276.1374618	285.4271391	319.061583	304.369746	328.4704295	318.6729083
Q547B5	Spp1	11921.49914	10671.2563	9297.41792	11042.98654	11031.00687	12735.81133	10405.72664	11618.01102	10252.08284	11087.96123	12154.73679	14796.29788
Q8VDN2	Atp1a1	605.5375817	614.3694623	758.338371	701.3550906	730.1473763	587.3034267	732.5271047	815.3097394	913.5975628	690.093877	701.0599875	569.8584045
Q99JF8	Psip1	16.3038116	14.59490821	16.91837202	17.52277796	14.70130717	15.00622469	11.87793672	13.01750081	17.30095684	17.96471859	16.71656671	16.27729468
G5E829	Atp2b1	185.9053859	193.2414902	258.4648615	208.9491343	216.2976059	176.1844697	247.1639083	280.3246455	292.5959676	218.9006647	213.8264674	164.1583143
Q499X7	Coro1c	22.5512636	23.98067889	17.04564181	16.36851149	21.19718224	21.13879794	22.40845555	17.32331829	20.83635175	19.44602792	22.43413455	21.96903363
Q6NZL8	Scube1	7.580311368	9.219690124	7.912261699	6.256587855	2.288804481	13.31500337	10.48154827	9.8276979	7.342146077	3.035680418	6.323074131	10.30847317
Q8BL97	Srsf7	127.9391648	122.5150384	122.6065525	149.6571051	134.5418931	138.4468498	118.4776743	111.5612653	138.7449218	132.8292435	152.9009129	125.1036605
Q9DCW4	Etfb	54.17993144	43.34852098	37.94164908	45.11241276	44.02476649	51.76643067	48.66889623	42.50124594	47.67275531	46.26454834	52.35628939	50.93690043
Q3TX21	Cyr61	55.64651677	57.35100902	45.5344072	57.75567369	66.31121036	64.0942152	58.98105256	49.07946424	57.30442368	56.97278432	61.53586922	60.9220718
Q91VD9	Ndufs1	35.61498657	34.5322846	24.05247664	36.23908262	38.73862508	39.02048228	37.0503505	30.45825145	35.78005104	36.0917834	35.90850266	43.20673701
P97807	Fh	15.97440113	15.85187876	12.06497892	8.465547901	9.843728128	14.88892613	14.36055462	11.48348541	11.8076307	13.61333038	11.94364381	15.71149058
Q7TPC1	Cdsn	14.86731132	8.534383097	8.831603736	6.000548606	10.03610457	14.99178148	19.99949216	15.23857704	9.777227428	12.79368323	13.10014606	11.58899476
Q3ULT2	Actn4	635.9961917	678.8344748	690.5480981	606.8100859	587.209627	592.6990103	648.0326864	711.5141186	652.1344234	579.5141332	664.0630975	604.2161389
Q564F3	Rps3a1	196.1891988	215.3863917	251.1287749	232.4474902	229.8198614	210.6171717	204.0848685	196.6708829	236.6768317	206.4753804	208.0581192	187.2380165
P52480	Pkm	199.8253239	233.9108044	186.2695082	181.6035946	154.6999347	227.3937385	233.3912713	254.9508706	155.3653455	179.2665294	194.9700027	202.2986624
Q7TMB8	Cyfip1	16.6856449	20.01775287	24.46131226	24.60156337	25.22437002	18.50955022	24.86665477	27.28774367	34.26455911	24.31936676	23.62688004	15.84019953
Q6ZQ38	Cand1	313.7926102	307.1386644	362.7400927	316.6278836	348.0484154	276.5466202	302.7377707	290.3324512	346.0081944	342.6330048	285.2671788	250.8649245
Q8BTU6	Eif4a2	29.24653242	34.67336539	24.03663497	30.25187628	17.77147554	26.83517926	31.22266655	32.57360641	22.59480726	18.96852773	22.9453983	21.59333253
Q8VCU2	Gpld1	408.9570016	374.7023657	360.7369231	390.0636953	377.0208113	460.9066777	446.5102534	443.6658227	425.7103763	406.1981362	416.4058452	429.4356843
Q3TKV1	Psmd2	71.27543846	88.44008522	91.15108237	81.91317636	57.29482221	74.26290915	89.63247036	84.2219363	92.26601424	81.29870779	79.94501721	83.79091031
Q3TMX0	Sdcbp	143.6244175	153.238778	132.7959123	114.1781243	114.0016386	154.1035546	170.3748035	148.2772285	150.8857302	153.4932617	166.3797624	172.4683312
P05977	Myl1	86.34396845	85.32854423	42.0815956	36.63572524	15.37024479	55.44351891	72.59007646	340.0588629	74.00582379	104.3692302	49.70500353	8.845185336
G5E899	Serpine1	330.3330199	369.3443332	268.3118847	301.6281495	276.3429792	422.1029943	368.6331444	346.1468076	313.8680017	306.0906146	313.0989745	429.4526504
Q9CWK8	Snx2	17.97904151	14.79944483	13.98680321	11.26362231	6.874528854	16.76133497	15.41151612	14.22833774	12.03949675	13.89179591	11.41449018	14.60512283
Q9CR68	Uqcrfs1	24.79038946	28.94465483	16.04419588	16.93438289	23.11728184	25.79943879	24.65082421	21.26188451	17.90248871	19.14919344	23.86679961	18.42569753
Q9R0E2	Plod1	197.693529	182.7323591	168.4559548	166.3698452	175.1552059	180.0675778	196.0105851	216.3893256	196.9444008	193.5346114	180.1690596	163.1504726
P09411	Pgk1	5000.324202	5168.705007	4056.145242	4509.046125	4066.557037	4935.924628	5506.026165	5159.280151	4743.279999	4930.20097	4915.483405	5277.981362
Q93092	Taldo1	109.4190859	127.3307131	109.951405	90.9312202	92.50100744	105.9800943	96.59986645	114.1382647	87.90369327	95.08571954	97.0295914	115.891798
E9PYF1	Rnpep	1.602442733	5.325843884	2.953978068	0	0	0	2.19651877	3.451939412	3.318776445	3.517333233	2.54955781	1.913480348
D3Z3G6	Mapk3	52.60490061	55.58176298	35.13926626	45.73161316	41.89144309	49.05174611	54.23124293	47.3227211	50.97735541	39.16197423	46.49875851	51.16671878
Q4KML7	Ezr	7.874862694	7.170776874	5.804290779	2.607900245	4.603353623	6.025824379	6.744182527	8.955090044	6.1866965	3.159611171	7.32685805	5.928231312
Q9EQ20	Aldh6a1	109.634272	113.0770862	92.52518784	102.9536511	97.02354124	108.6036693	113.2750081	106.3974668	100.6492123	101.8303045	96.49110818	108.953954
Q9D1D6	Cthrc1	153.2147251	148.1140075	117.184297	141.1317325	133.9296576	166.6455962	146.9010184	132.3886838	136.2072763	145.6189944	142.6240585	149.7589415
G3UW60	Susd5	721.3630973	605.1237472	600.5125021	627.1370872	661.2327064	705.5742488	633.1284891	658.9382966	627.7345004	611.1366703	780.4665528	676.014031
P62827	Ran	261.4459536	260.104647	232.4847426	238.2648039	246.0326396	250.784042	237.4282005	224.1596619	242.425191	241.890643	247.7124672	256.2738957
Q4FJL0	Rab10	13.29493906	16.36302282	34.46441243	26.1470658	22.85507078	18.09778147	17.46593509	20.86964653	24.570398	16.19202193	16.87979851	14.11150889
Q9D2G9	Hhipl2	24.06406897	41.04577736	41.31474151	61.79086354	42.80081617	38.95790119	44.18409118	33.21772654	54.07366181	44.49892036	40.88744261	34.33672059
P52480	Pkm	6978.397023	6668.600808	5967.804415	5976.599239	5487.025074	6830.310839	7082.709317	6843.908721	7077.159841	6563.648755	6658.474125	6696.172719
Q543R4	Cpe	436.0673643	419.3949322	387.7661668	375.9731906	358.3305334	419.2711427	399.7586081	437.8293649	395.4747524	390.634684	411.2126408	386.1341012
Q9ERE7	Mesdc2	33.6964104	32.6962077	23.61983774	30.66519197	28.54021053	43.26721909	40.06282765	40.47293316	34.723166	36.37099151	44.4006147	47.23998075
Q99K01	Pdxdc1	4.722259568	6.397556103	8.45000276	2.396323057	2.80060146	6.588801142	7.664576814	5.607952872	3.924569329	2.844423255	4.16962879	4.370667878
Q3TEA8	Hp1bp3	395.9391392	459.8173086	541.1058529	509.7259511	529.9955705	425.3194161	416.4379881	353.488364	518.4883833	449.3601682	476.6970788	444.9765487
Q5M9M5	Rpl23a	139.7733371	152.3602367	196.484004	218.008269	240.2530519	137.1080238	146.6891552	149.9170206	177.693224	165.1762923	132.4836507	176.1414739
E9Q5H2	Anp32e	66.04228867	20.53524744	36.66279666	67.59270332	54.76564308	65.8924847	44.46838674	19.92593867	32.79153725	36.29143817	39.98093388	75.48549746
Q9D0I9	Rars	84.96964793	91.15839001	117.5727619	103.801244	117.101115	71.81067235	86.37574001	81.80573131	93.4647381	99.60192328	78.23264592	77.87149046
O08547	Sec22b	27.19061123	32.47106853	41.92415227	32.70065896	35.45826152	29.98447321	33.01932964	40.85228063	33.82021677	34.66043027	23.5202116	25.91161453
P62835	Rap1a	111.1498583	112.7017706	116.0864808	94.1595059	92.69601552	99.44097159	118.5188951	120.7252731	112.8465125	104.7473249	113.3027933	104.7722086
Q9Z0S1	Bpnt1	700.2687531	677.3743114	419.4713674	623.8071246	652.4390675	659.7708264	795.2317136	558.1464396	582.7658475	525.2135945	730.3235068	694.033263
P47856	Gfpt1	97.3041907	101.2760435	108.7301873	88.39308919	98.28193731	81.93862971	106.5041661	105.1356206	103.7101263	103.9432794	89.50464955	88.01269751
Q02105	C1qc	9.599506069	8.848536221	8.626713753	7.719238498	5.808425035	8.966174309	7.686262498	5.319990978	4.971054825	5.369011076	10.62830042	9.33377896
Q564F4	Cct4	135.3496421	136.346488	141.7654183	135.5539747	130.3653163	113.6251856	147.4758525	153.7175957	136.0657663	137.3877087	128.6704609	136.0158412
Q62093	Srsf2	148.1684539	127.9545094	130.5760447	181.1804158	198.875418	151.4026401	144.2730453	116.8745874	148.4640564	147.6717458	141.343424	135.9089641
P23116	Eif3a	42.90977061	44.45141563	56.55505118	33.29886403	31.54574191	40.68921942	50.27715046	44.78526428	44.7372603	44.09278826	38.449371	41.75193048
P63328	Ppp3ca	36.46880599	38.51951728	39.60759119	37.05831712	35.81361084	37.81394354	35.91357371	43.71340941	38.39166946	35.1773135	34.01636143	30.30304994
P08752	Gnai2	235.6748595	278.88781	334.6648768	253.7375123	278.0206119	207.1614244	294.3680508	260.4010378	301.0640802	245.9288831	250.7495675	243.497268
B9EHN0	Uba1	322.000112	331.9298618	312.3914186	288.3271772	308.0925039	304.4309558	368.87544	333.8092385	348.0993226	319.9200122	306.5837494	314.5512975
A2RTA0	Ckm	45.89824265	41.92218946	31.01670415	46.25215045	44.58033363	48.70551171	50.56750608	40.86224078	34.60987248	34.40200273	32.96976559	35.08024182
Q69ZN7	Myof	17.88639196	23.94861102	20.62695741	23.65458718	24.69841029	16.65645577	16.77371772	25.72431036	33.17920573	24.31006303	22.92387907	18.38033262
Q9ERK4	Cse1l	171.6685006	226.3229181	292.2262776	1022.213897	617.7720647	232.345278	240.6492523	265.2440798	390.3740017	270.5517479	853.9480128	236.2414933
Q8BGJ5	Ptbp1	78.65258939	71.80982241	64.86754966	76.61021726	81.68728805	78.50514255	90.87702525	76.88898305	80.45676968	76.72731169	81.01655312	85.33808252
P10493	Nid1	160.4074915	155.862627	132.490882	155.6413862	123.9831617	157.2183871	171.8334771	176.1849249	174.5775143	157.2895544	150.0715716	152.4675728
Q7TNC4	Luc7l2	42.86068619	33.20456802	50.26500209	51.41594777	58.64190625	41.25279999	42.43876446	32.89872067	43.54599858	45.06269077	40.47852857	38.02648059
Q91V76	Q91V76	15.07295373	18.02097955	9.723831339	12.2241062	14.50341345	22.05394179	13.02469151	14.72976535	13.45182725	11.90844141	23.38938972	20.14146706
Q6V4S5	Sdk2	38.15132979	41.29630174	50.71609025	39.65773249	52.25578653	41.15788	45.32296174	56.63968906	57.81868165	46.06304927	38.27461524	43.91495576
P16125	Ldhb	233.731989	240.3296641	218.2278623	222.9673671	215.7271353	217.1380912	253.1169592	233.7851148	196.2815061	216.7386094	193.3976381	250.7927088
P56480	Atp5b	1024.260086	1130.15793	905.7484812	919.1313588	828.5700934	955.5512109	1056.281546	1078.912741	949.3635507	936.6581424	1032.968689	980.4628143
Q3TGR2	Fgb	82.48958028	84.95692527	71.63042456	83.41036022	68.98000112	100.8633922	88.86696085	61.2334742	72.59458423	95.7804643	112.0794868	100.5105814
O88958	Gnpda1	3.366136757	4.589519466	4.46638339	3.247470048	1.581332345	3.753978776	2.502577442	4.829633914	2.534229545	1.570265602	1.831766571	1.473262268
Q61656	Ddx5	112.7679792	101.4180834	114.5637638	122.6887072	129.8745721	106.5418987	112.2080065	94.37996976	114.0264938	114.4480108	112.5142444	106.9594135
Q8BP43	Tpm1	93.65904786	115.837112	102.8978646	75.28824016	80.10486163	79.62580496	95.76602317	235.3463917	96.67805209	99.70625541	91.30976807	64.50032325
Q3U1N3	Rras	26.29854813	15.14537886	9.408870786	12.01255394	25.08881839	15.06702883	21.82870563	11.52914277	16.51757167	12.10253014	22.32505713	27.0675424
Q8R116	Notum	1.167446775	4.865756837	3.103787648	0	0	2.684064986	4.658308077	2.488801297	2.607826842	3.002459449	2.997914229	4.526843067
Q62356	Fstl1	6.271578644	8.61464861	5.573131694	7.635318878	2.745069976	5.013127999	3.217651197	9.632891069	6.578551765	4.190888924	1.9326842	4.93367645
Q99KC8	Vwa5a	20.6589468	25.9854978	21.73689339	16.0651938	19.62316399	22.21176554	31.75092407	27.7113721	29.51917792	24.4559298	25.51063367	29.59896917
Q9CQM8	Rpl21	82.45377753	105.9911953	123.1428667	141.8650856	112.0618945	86.95904601	101.9275593	90.44194494	120.7863684	96.59070024	105.9079583	99.80050835
