ID	default.pvalue
Tars	0.194978878182296
Atp5o	0.830927535773465
Rtcb D10Wsu52e	0.45340337163512
Myo1c	0.857347578629004
Myo1e	0.711532878983387
Vdac2	0.0135196857075956
Tmpo Lap2	0.458363239700742
Vdac3	0.50980053088514
Serpinf2	0.104166005662749
Cct8	0.563175016140551
Cct7	0.488382760401406
Cct5	0.289075744782797
Cct2	0.438808718631909
Ahsg Fetua	0.661528120285368
Cbr2	0.528533376644742
Man2b1	0.91166490188166
Stxbp1	0.430574767080503
Ube2i	0.400222959279688
Pter	0.77536421024793
Dnajc3 P58ipk	0.0183024175141319
Dnm1	0.105469084708276
Hspa4l	0.368252398398086
Drp2	0.0188257610562395
Dld	0.417820019263351
Cox6b1	0.792422767368555
Stim1	0.393056582151629
Evpl	0.782502171337542
Kpnb1 Impnb	0.68620674213521
Tbca	0.416680718683237
Rtn2 Nspl1	0.0507110000430475
Mvk	0.592164653902601
Luzp1	0.128936977064037
Lxn	0.817981177974261
Myh9	0.49016266890138
Myo1d	0.851050075086024
Dctn2	0.451727296776154
Dync1li2	0.0283535695136581
Dync1i2	0.111443806797482
Atp5j	0.0931899290723732
Hnrnpc Hnrpc	0.221347279622754
Atp5b	0.262552312482743
Uqcrq	0.108352837925842
Tubb5	0.872683077688803
Tubb3	0.144524294159395
Mrc2	0.673503007407034
Ctsk	0.0159398217519109
Tubb4a Tubb4	0.153260565099243
Ndufv1	0.715791857656688
Uqcrc1	0.0649988233880722
Prkcsh	0.94300221838486
Fam3c	0.189968104914502
Rock2	0.248343907187725
Rock1	0.142647616954727
Ndufs6	0.14658938691339
Cct6a Cct6 Cctz Cctz1	0.112521141776341
Klc1	0.660460312697044
Upf1 Rent1	0.833481944847237
Sdf2	0.466043529875093
Prkar2a	0.00483322526799362
Hyou1	0.847449345518695
Bag1	0.539912793472648
Sdf4 Cab45	0.415224951331592
Serpinf1	0.245839475604197
Hars	0.902014662403583
Bin1	0.0311921364300648
Zfp185	0.211931225931605
Ywhag	0.257488839675431
Emd	0.0458349485208735
Prx	0.096433912756595
Dhx9	0.176108736008449
Aldh7a1	0.17546907669063
Pcbp2 Cbp Hnrnpx Hnrpx	0.0442785742264741
Ube2m	0.312434164552629
Pxn	0.102926854887631
Anp32a	0.911802387463795
Anxa11	0.721314032081174
Tsc22d1	0.840658912498059
Stip1	0.327083186558559
Ltbp1	0.285034235151214
Ktn1	0.0441524044654067
Dab2	0.397662083444242
Cpt2	0.0891044307198655
Actn2	0.184840230591248
Ywhah	0.0467749560179481
Ube2l3	0.468758503863046
Tsn	0.16328971574447
Trim28 Kap1 Krip1 Tif1b	0.159120283422086
Ogn Og	0.181547756816102
Nnt	0.216088821028603
Myl6	0.160289537851454
Lama4	0.449539838861107
Lum Lcn Ldc	0.0417647623682838
Impdh2	0.0379048673563577
Hp1bp3	0.373092590598318
Hmox2	0.899864230115447
Ywhaz	0.295662955440543
Prdx2	0.756844044357596
Cstb Cst6 Stfb	0.384327858991452
Cdc37	0.0711800886612859
Itih4	0.91903360523534
Col16a1	0.188046978419536
Sf1	0.0310109415188445
Tuba4a	0.167665904458468
Tnnt3	0.0415240582246165
Psmc2	0.154176398274287
Kif5a	0.147326468206412
S100a13	0.0629313867967463
Atp6v1b2 Atp6b2 Vat2	0.380347383730182
Aip	0.333074823921625
Eef1a2 Eef1al Stn	0.204375348617534
Rhoa	0.0969512481070258
Psme3	0.855680609997471
Psme1	0.125424548055766
Ap1b1	0.794010253606292
Lasp1	0.414806331748228
Entpd2 Cd39l1	0.81047376114298
Chad	0.407158787724776
Ptgis Cyp8	0.346392043375646
Calu	0.0398003583530702
Rps5	0.503679604375693
Kng1	0.914614929861297
Adprh Arh1	0.597380451419238
Cast	0.0226798019752427
Psmb4 Lmp3	0.538769077252201
Kif13b	0.0480208397774012
Ogdh	0.270715055496299
Kif5b	0.136114926450765
C9	0.88294617316517
Rab11fip5	0.223762737199658
Acaa2	0.427654980212119
Wasf2	0.378414116671601
Eif2a	0.103272115051448
Sgta	0.00116567918712549
Psmc3	0.135917220850509
Golgb1	0.632474380642644
Idh3g	0.0593889085011531
Hip1	0.238166939613535
Flot1	0.077319293225522
Twf1	0.165708092160329
Elavl1 Elra Hua	0.320114140187089
Npepps	0.572563043566122
Hdgf	0.818884440944714
Ablim1	0.900244408012363
Atp2a3	0.286108707646697
C1qbp Gc1qbp	0.157681903039447
Gpc1	0.625482876162628
Ppl	0.0584045561776131
Man2b2	0.070463632005361
Lims1	0.262099917233917
Ilk	0.627343199899664
Rnh1	0.916226432084025
Abce1 Rli	0.876667249793153
Sept5 Pnutl1	0.314494254585282
Fubp1	0.885806687805817
Dhrs1 D14ertd484e	0.109808515585733
Aebp1 Aclp	0.887602105718993
Anxa3	0.920104017338019
Map6	0.164506326276931
Hnrnph2 Hnrph2	0.261414216787253
Atp6v1a	0.259000760121709
Ddb1	0.128987207503202
Kera Ktcn	0.781332046100532
Gtf2i	0.114970161480746
Myoc Tigr	0.602556313817019
Btf3	0.841567201499343
Csrp2	0.00927587224254454
Atp5c1	0.0966808521359369
Palm	0.317305114471561
Cand1	0.893607415191508
Cisd1 D10Ertd214e Zcd1	0.0484596838027207
Dnaja1	0.0298526875107223
Reep5 Dp1	0.275044135569737
Prep Pep	0.410306066819765
Taldo1	0.380976242021411
Pfdn2	0.461366075036251
Bcat2	0.0229789933255712
Nudcd2	0.880379278206194
Ptgfrn Fprp	0.890569853118949
Arfip1	0.688625837257529
Rcn3	0.468539896923867
Asah1	0.925299970360804
Sep.11	0.0761010645626146
Plec	0.240314869807691
Shmt2	0.171269037364674
Coch	0.143364304891831
Dnpep	0.582279269054829
Nipsnap2 Gbas	0.131321073837265
Txndc17 Txnl5	0.368434478003634
Ppp2r2d	0.029981362512956
Clec11a Scgf	0.0785138016571162
Nid2	0.675713396676806
Matr3	0.698126825208896
Fhl1	0.0895619074703162
Swap70 Kiaa0640	0.398993592838931
Sncg Persyn	0.789776676902414
Ap2m1 Clapm1	0.533616046963824
Sucla2	0.454130416634501
Map1a Mtap1 Mtap1a	0.49787458132762
Ugdh	0.314506661707803
Aoc3	0.869463395070106
Gstm5	0.696804968471853
Kcnq2	0.483419443727741
Gsta4	0.10821619881983
Ppp1r12a	0.105837143444096
Cbr3	0.339396014195105
Fmo1	0.0968489175151849
Tagln2	0.0745987747565665
Afdn	0.0678301373264493
Grcc10 C10	0.27411155611365
P3h3	0.54794565817103
Ahnak	0.371618594627605
Nap1l4	0.271508103191658
Cox7a2 Cox7a3 Cox7al	0.647664375205437
Fga	0.752426290713983
Gspt1	0.220892854165484
Lgals7	0.602360051791422
Hint1	0.398500399540969
Ppp2cb	0.723226661431201
Ltbp4	0.093146853304621
Pstpip1	0.0495582622240983
Matn4	0.585136516968638
Fmod	0.435431566203843
Stam	0.42602629623253
Strap Unrip	0.0075186801964688
Papss2 Atpsk2	0.783434898499729
Dpm1	0.151635263957947
Cops2	0.144231475533285
S100a4	0.295000348980252
Hnrnpab Cbf-a Cgbfa Hnrpab	0.778290475555736
Qsox1 Qscn6 Sox	0.475663262321735
Csrp3	0.629313103431315
Lin7c Mals3 Veli3	0.217470360056861
Dclk1	0.836724563761918
Ran Rasl2-8	0.932895030268419
Agfg1	0.778244564847401
Epn1	0.942971225147786
Rps19	0.140804859430042
Avil	0.144674313836992
Srsf10 Fusip1 Nssr Sfrs13a Srsf13a	0.439884968698156
Atox1	0.8193040465293
Tnnt1	0.555608434038051
Hsd17b10	0.785902927909421
Xirp1	0.121497590683187
Hebp1 Hbp	0.205470121702439
Copa	0.824618853353191
Gng10	0.677107789732148
Mybpc2	0.253757271408837
Gng12	0.172335532105291
Mybpc1	0.111304144875885
Khsrp Fubp2	0.259811170028863
Eftud2	0.501783586394635
Ankfy1 Ankhzn Kiaa1255	0.291510787208907
Tom1	0.235325534975477
Ikbkg	0.0516705669894911
Sec22b	0.686617887075169
Purb	0.619435415773584
S100a11 S100c	0.851587156671579
Bpnt1	0.0237131916662261
Cyfip1	0.368620444594136
Myh2 mCG_140437	0.7178172508134
Myh4	0.0355431641317351
Cse1l	0.1227830122368
Myh13	0.00544318882521754
Ilf3	0.141297215176555
Pak2	0.781844469977365
Efemp1	0.923143952367013
Zfp207	0.0227604586370742
Alyref Aly Ref1 Refbp1 THOC4	0.641708139555318
Col14a1	0.187062437269093
Myom1	0.349781823473187
Ndrg1	0.440322300438467
Ehd1 Past1	0.605279294524989
Mthfd1	0.108839743322923
Gsto1 Gstx Gtsttl	0.147632750316943
Hspa4 Apg2 Hsp110	0.736082941971409
Rbmxl1 Rbmxrt	0.153686036773496
Cstf2	0.110295081429323
Scrn2	0.0668234346024735
Ndufa2	0.0849664976750891
Ndufs4	0.129090845757785
Arpc1b	0.293063838620678
Snf8	0.864126618404749
Apobec2	0.413735845435071
Samd9l	0.666095990078606
Bub3	0.461939964820183
Smc1a	0.285449951168269
Ndufc2	0.229316581455632
Prkra Rax	0.0954063595954929
Cfdp1 Bcnt Cfdp Cp27	0.0937369656892791
Pebp1	0.257160011416051
Ldb3	0.0684629359517038
Esyt1	0.846027611888119
Pacsin2	0.62067579986674
Blmh	0.327254235691016
Slc25a1	0.486569807112549
Pcbp1	0.121022182612804
Coro1a	0.0320581739465831
Coro1b	0.920587977550405
Coro1c	0.230821001161747
Ptpa Ppp2r4	0.0504583233914358
Pin1	0.484746806142894
Eci2	0.118731453383
Twf2	0.763011046244603
Srp54	0.248303230389595
Fbln5	0.492445020698355
Banf1 Baf Bcrp1 L2bp1	0.641858157372016
Sgcb	0.0225339984325154
Sgcd	0.20778614550202
Mapk1	0.0482290749255204
Mapk3	0.708411210609727
Map2k1 Mek1 Prkmk1	0.495914346984384
Map2k2	0.332324756428587
Map2k6	0.742228841599629
Angptl2	0.54038510895889
Psma6	0.193628296920918
Psmb3	0.65662545204051
Rpl27a	0.0157550847514535
Usp5	0.682549135141162
H2afy	0.152695603832103
Cops7a	8.03246489306218e-07
Ddx3y	0.197480007930827
Cops3	0.886982138966323
Cops4	0.64426241101454
Aifm1	0.0340989112687989
Cops6	0.161652961664841
Mecr	0.0832882225199571
Vat1 Vat-1	0.671047515714828
Cul1	0.819053637038242
Dpysl3	0.345470361289153
Dpysl2 Crmp2 Ulip2	0.0970216562926449
Ndufb11 Np15	0.444021105155274
Rps3	0.485309614405391
Fkbp9 Fkbp60 Fkbp63	0.815434182442329
Atic Purh	0.0237331676099943
G3bp1 G3bp	0.715498808191204
Golga5	0.500531857895818
Gyg	0.190718625432458
Rps26	0.0940686502892682
D10Jhu81e	0.21347394412953
Pdxk Pkh	0.0428944960025025
Ndrg2 Kiaa1248 Ndr2	0.213371994887698
Fscn1	0.0334554759669134
Clic4	0.260974628769916
Iqgap1	0.850918693179892
Hdgfl3 Hdgfrp3	0.778325733374385
Timm13	0.194896301295202
Aldh1a1 Ahd-2 Ahd2 Aldh1	0.75973001606125
Aldh3a1	0.102384209296594
Aldh3a2	0.0464534771349603
Fkbp3	0.37882243384004
Pdlim4	0.928696465817912
Akr1b1 Akr1b3 Aldor1 Aldr1	0.0693405674162637
Slc25a4 Anc1 Ant1	0.0582718389744432
Slc25a5 Ant2	0.864766807380174
Slc25a3	0.846806189571934
Arhgef1	0.207854224223103
Vapa Vap33	0.0750485700656324
Fus	0.178044068022067
Lmcd1	0.880957087006102
Thop1	0.0151912883384652
Txnrd1	0.268392334542096
Mfap5	0.772574554419688
Smtn	0.799799258918596
Nt5c	0.366129462015356
Copb2	0.85340291169186
Hnrnpdl Hnrnpdl1 Hnrpdl	0.231318962732134
Phgdh	0.15769523933064
Tmod2	0.502762898375544
Tsnax	0.401073168613621
Hpcal1	0.111105031972114
Snrpa	0.074764847517324
Nono	0.558630313307648
Nap1l1	0.309231350591408
Nucb2	0.0344015775824393
Mybph	0.389249420459201
Plrg1	0.0704838803305975
Ech1	0.107215825453262
Stx7 Stx-7 mCG_6753	0.165618694135572
Ube2k	0.590873950445614
Sep.09	0.206211675186992
Eif3g Eif3p42 Eif3s4	0.419982856409531
Pgrmc1 Pgrmc	0.767822745938747
Uba2	0.227056566434698
Copg1 Copg	0.848026875448828
Actr1a Ctrn1	0.0726983034790874
Ddah2	0.0843797333077326
Pmm2	0.240470698063873
Dctn3	0.614129104871234
Pdlim3	0.0922423159238619
Rps28	0.371504099794436
Ccdc22 DXImx40e	0.0416857041668782
Sh3glb1	0.26345581825066
Prdx4	0.082759174348423
Trim3	0.028394939634843
Snx3	0.0305970943702272
Set	0.450066942358478
Ptbp2	0.866658577934094
Pdlim1	0.0303936292687556
Ak3	0.0979810280624797
Hist1h1b H1f5	0.190375541239323
Gbf1	0.489192897302852
Dkc1	0.0926424732364529
Rbms1	0.46139632081463
P3h1	0.883063019947396
Sep.06	0.069184511998353
Rexo2	0.836564180361473
Cpq Hls2 Pgcp	0.0134639479370973
Hibadh	0.04958900526124
Tpm3	0.0153623245857163
Stx8	0.766806812900492
Fetub	0.398594842526157
Vps4a	0.0205805486506895
Actn4	0.0958013390848482
Gmds	0.842094089829016
Ctsz	0.845470426629203
Efemp2	0.687830781227107
Crtap Casp	0.864125454807565
Prg4	0.776288165194382
Pacsin3	0.0174291229267105
Actr10	0.146553604794728
Syncrip	0.257228043097994
Arpp19	0.0728313726643259
Cope	0.891399074343183
Stub1 Chip	0.0735876009135426
Tollip	0.207486511336486
Acin1	0.207221958396255
Pfkp	0.13808049380888
Ywhab	0.359532891079363
Hnrnph1 Hnrph Hnrph1	0.453633557219319
Ngly1	0.632957427390337
Psmd14 Pad1	0.137701434947028
Atp5d	0.89938327653137
Cndp2 Cn2	0.0219553096146578
Txndc12 Tlp19	0.465676266404193
Eif3f Eif3s5	0.00114656417009376
Naxd 0710008K08Rik CARKD Carkd mCG_17317	0.231403990604577
Ube2d3	0.63956624320636
Smpx	0.0668757281484025
Ndufa9	0.161578329472318
Tmed3	0.0430690166675026
Sarnp	0.681801399095572
Fkbp11	0.116198607675165
Mrps36	0.116588157675333
Necap2	0.840369099370343
Ufc1	0.251987227542393
Pgls	0.443570677164931
Pycr3 Pycrl	0.156544768723419
Nenf Spuf	0.0928344011931564
Sec61b	0.0590436141145946
Serpinb1a	0.705835258633467
Alg5	0.242337010855068
Arfgap3	0.743207534530106
Atp6v1g1 Atp6g1	0.508068082888487
Isoc1	0.354002257909589
Tpd52l2	0.862884046024981
Ccdc90b	0.851364656953353
Dhrs7	0.233451737072872
Iscu	0.0252693880965933
Ppp1r7	0.538662568986009
Cutc	0.125165509756395
Tbcb Ckap1	0.165499973563333
Psmd6	0.744169339476903
Cyc1	0.0356253782540616
Cnpy4	0.667908873315735
Rpl35	0.369936365977776
Prrc2c	0.330775156115888
Chtop 2500003M10Rik	0.207821386776986
Asrgl1	0.0469400927603675
Cul7	0.615996933941274
Lars	0.0600681747977703
Uqcrh	0.0783481096435843
Cmpk1	0.652127753878427
Farsa	0.268519878794758
Stoml2	0.205160070898018
Spcs2	0.898082854929586
Eef1d	0.765245215302403
Uba5	0.898271641561415
Tmed7	0.192574065299792
Rae1	0.792604855610641
Uqcrfs1	0.473771259717158
Aspn	0.0907747506786302
Sbds	0.498704087056016
Actr2 Arp2	0.301550445439348
Rcc1	0.541989525642586
Serbp1	0.761085777925518
Pcyox1	0.887309803410718
Bzw1	0.211981813685491
Acadsb	0.282758929103671
Mtap	0.268077069371114
Plin3 M6prbp1 Tip47	0.424485516760349
Ndufb7	0.125647911192112
Asph	0.0384956690426596
Sdha	0.336333591182351
Acad8	0.358534190445284
Lap3	0.441542459414499
Psmd5	0.187844419248832
Uqcrc2	0.62971581820693
Cisd2 1500009M05Rik mCG_22363	0.46625538140687
Acad9	0.0050504636844027
Use1	0.520786913630596
Dnajb4	0.0475750739640691
Rbm25	0.36640987200107
Oxct1	0.926607275674076
Rars	0.909310031922245
Paics	0.214077696945592
Ola1	0.104634456572766
Dynlrb1	0.45740788087195
Pgp	0.801470049000975
Psmc6 Sug2	0.276196405489823
Rps10	0.101405610038796
Ndufa6	0.137784735708664
Tomm34	0.0793520382620139
Mtdh	0.79596914576209
Eef1g	0.236603305286518
Arl8b	0.421355409348784
Ndufa13 Grim19	0.743467038382676
Rplp2	0.58052234512464
Spats2l	0.389120716074111
Glod4	0.0640087192165357
Eif2s2	0.355174966677073
Marc2 Mg87 Mosc2	0.737985573718669
Ndufb8	0.0439334456188048
Erp29	0.815541773937689
Srpr	0.59717478333158
Pdlim7	0.124646658202801
Plxdc2	0.315601608426206
Ikbip	0.796218394545173
Decr1	0.0385968388519333
Ccar1	0.188185995634698
Akr1e1	0.0101947717124706
Uqcrb	0.696250491618298
Ppfibp1	0.845162629974965
Loxl4	0.0965944118455406
Uchl5	0.0669593406898948
Fibin	0.111042014289851
Mxra7	0.214404229536292
BC027582 Olfml3	0.0423283504275715
Sdhb	0.463527894482393
Prpsap1	0.594056602491068
Vwa5a	0.555323955786404
Snx2	0.863436045082524
Tmed4	0.527148372619263
Aldh6a1	0.254234326104274
Idh3a	0.0433580230798213
Dnajb11	0.0642258214980201
S100a16	0.0503109261390135
Slc25a11	0.0534974052239165
Ufm1	0.91521592503418
Rpl4	0.230554643152207
Ccdc80 Urb	0.033582777832009
Pef1	0.446374656578161
Plpp3 Lpp3 Ppap2b	0.296799739080974
Eloc Tceb1	0.229660412356864
Prorsd1	0.396355514109273
Tubb6	0.546957770178052
Puf60	0.0908359196388458
Tppp3	0.461129437953526
Trap1	0.549998884305692
Bphl	0.0805768949296781
Dcakd	0.0793519960425094
Dynll2	0.586942376208098
Eif3h Eif3s3	0.0825845736667754
Tecr	0.168903604420104
Bcas2	0.0490302824610172
Ndufb4	0.307962619176228
Ndufa5	0.16626758920256
Pdhb	0.0910933597152544
Fam114a1	0.213181702264716
Apoo Fam121b Mic23 Mic26	0.0394501566183299
Crip2	0.392322645610937
Ndufb10	0.0985226953087058
Sirt5	0.749525507851536
Ndufs3	0.669510171057184
Ndufa8	0.654717944028445
Rpl34	0.317099888432411
Micu2 Efha1	0.186408292770292
Lamtor5 Hbxip Xip	0.0593197424942195
Tmed10	0.780848590514143
Rtn4	0.0425369850118106
Cryl1 Cry	0.374889977498404
Samm50	0.601546419216829
Fndc1	0.644266840754314
Hnrnpul2 Hnrpul2 Manp	0.519036390794346
Rab3gap2	0.303236826112388
Nexn	0.278466052823307
Prrc1	0.491705882041781
Aspscr1	0.0272079661079057
Gmppa	0.782327534420827
Snx4	0.428956131072455
Sec31a	0.504529030238644
Ppp1r12b Mypt2	0.410179346183087
Snx5	0.380284339515873
Ddah1	0.197188591584237
Gpx8	0.539982905529927
Sec24d	0.778372830538459
Pitrm1	0.0725454468876507
Clybl Clb	0.174733624377332
Mlip	0.0440018908737321
Cad	0.853061340719553
Bdh2 Dhrs6	0.334048666312745
Slc25a24	0.797283993384407
Hnrnpa3	0.459002653005176
Agk	0.0454935898728307
Scrn1	0.645033085663427
Acot7	0.0250961354416598
Trnt1	0.743570063295268
Trim47	0.699178813254366
Nars	0.167164617531233
Copb1 Copb	0.697650471463335
Lman1	0.744790067787817
Bag5	0.916224976192774
Arpin	0.128117529366209
Inf2	0.052250968297932
Glipr2	0.820266599951121
Stambp Amsh	0.430314237340629
Myl6b	0.217443940876346
Cpne3 Kiaa0636	0.337318140555488
Filip1	0.133783505413198
Ube2v2	0.549335338815874
Pgrmc2	0.0956324494652695
Ccdc93	0.615118376758241
Sep.10	0.171361668154563
Oxsm	0.60622336639575
Sfpq Psf	0.125418527254276
Ap2b1	0.513955177128486
Plbd2	0.784651952868543
1300017J02Rik	0.534874410388585
Apmap	0.201097638586058
Endod1	0.279041564663208
Myh14	0.424679701829032
Atad3 Atad3a Kiaa1273	0.883901856818212
Zbed5 2410018M08Rik	0.308701901394899
Cnn3	0.28320968260061
Fndc3b	0.335579757198047
Cotl1	0.198735749508263
Slc38a10	0.197985616270334
Snx12	0.0861921989829651
Snx6	0.0202322212932
Iars2	0.604423743199068
Dusp3	0.524662417345216
Lrpprc	0.792152707819152
Dnajc25	0.718190757372925
Htatsf1	0.143452141849746
Accs	0.127734132084265
Uaca	0.110951734506804
Pdia5 Pdir	0.140982332529047
Hnrnpll	0.683161391377114
Fam98a	0.888487912500921
Ssbp1	0.218647927064361
Ndufv2	0.503945449838185
Lrrc47	0.0370618617819774
Appl1 Dip13a Kiaa1428	0.850320262799708
Golim4	0.88613822351974
Wasl	0.0525998844692755
Setd7 Kiaa1717 Set7 Set9	0.800015127743144
Fam177a1	0.904024973866405
Hspa12a Kiaa0417	0.0859354193980905
Pdxdc1	0.224823614935234
Sh3bgrl3	0.162786424655415
Eif3k	0.729014826118566
Dnm1l	0.202546154338768
NA	0.0636075499364051
Actr3	0.0578716529418753
Tmem43	0.679347966511317
Lonp1 Prss15	0.78938124508506
Opa1	0.0314371700232646
Vit	0.590132796662286
Gale	0.0666559712822978
Ubap2l	0.203861075488013
Sbf2	0.892378379617911
Rab3il1	0.421935721696502
Mxra8	0.0450141819166088
Ppa2	0.781795457142496
Tpr	0.287113827712398
Manf	0.90284208873789
Sf3a3 Sap61	0.0201054161502241
Dpp3	0.119351268453186
Phpt1 Php14	0.0749976809468373
Oplah	0.396649322376868
Chmp4b	0.269983463762974
Rps25	0.427716736786705
Cul5	0.466829646496414
Ckap5	0.28949848674347
Ptbp3 Rod1	0.611298582874576
Abhd12	0.0563400167613406
Grhpr	0.246831176988104
Fam49b	0.0157634558144057
Erp44 Kiaa0573 Txndc4	0.102717204407744
Sephs1 Sps1	0.155883672433929
Cog2	0.433593485166135
Tufm	0.886999290997886
Abhd14b	0.25219834159883
Kdelc2	0.0244723880271936
Arpc2	0.13131091275779
Ckmt2	0.373597728975999
Mlec Kiaa0152	0.140123301562915
Rpl18a	0.0336752545221726
Rps9	0.336016397606952
Bcas1	0.0368047688422752
Scfd1	0.292150390685096
Atl3	0.279398010174499
Arfgap2 Zfp289 Znf289	0.278193852157921
Sun1	0.415991478767936
Colgalt1 Glt25d1	0.62351124811231
Hnrnpa0 Hnrpa0	0.210211872869712
Rab35	0.290175574247364
Ppfia1	0.237596062208118
Agl	0.156507651421535
Limch1	0.0752691612471509
Mthfd1l Fthfsdc1	0.124599891906367
H2afv H2av	0.119817231469454
Rps27a Uba80 Ubcep1	0.667923680621639
Mvp	0.558253442790927
Pgm5	0.326910578053805
Itih5	0.562618950536845
Acap2 Centb2 Kiaa0041	0.67585696049121
Cpxm2	0.872585975274867
Slc25a12	0.573175418664522
Coro7	0.420718495770916
Crispld2	0.460332146097597
Dlst	0.79863068296501
Emilin1	0.189610224705385
Ca5b Car5b	0.123164915040257
Postn	0.215847098717883
Ppp2r1a	0.782805290267512
Hnrnpm	0.523306965719693
Huwe1	0.303564634158076
Cyb5a	0.734070800411456
Eif3c	0.581874894011099
Rplp1	0.137924835263155
Gmfb	0.586796595366169
Git1	0.0239768197411375
Suclg1	0.576101653853509
Rala	0.813268028970495
Samhd1	0.203288602195986
Pdlim5	0.149106238247557
Pitpnb	0.372847533797722
Ykt6	0.869856730877985
Atp5j2	0.897290622085415
Rplp0	0.818203000435616
Sirt2	0.696290774803422
Selenof	0.915176350240591
Vps29	0.443247800532184
Rhog	0.535488229187886
Arpc3	0.0812891305720015
Asna1	0.0267711445872833
Snx1	0.794515874183418
Clip1	0.155008028125762
Cnpy2	0.708719530275654
Stx5 Stx5a	0.83821047365511
Vapb	0.0914996875860999
Ruvbl1	0.033767395563249
Ehd3 Ehd2	0.0731237276481891
Acot9	0.0036144974249545
Copz2	0.848181297627373
Copz1 Copz	0.555171735189453
Htra1 Htra Prss11	0.545437908267905
Rbm14	0.0638553933364061
Uso1	0.577269081782792
Sae1 Aos1 Sua1 Ubl1a1 Uble1a	0.48305547599723
Snd1	0.602847208066705
Dstn Dsn Sid23	0.48549099911116
Ptges3	0.406841044191692
Rpl23	0.0907496029466102
Lamtor3	0.0510601609167943
Myoz1	0.107126527888493
Cyp2d22 mCG_20388	0.0316701588099331
Arl6ip5 Aip5 Jwa Pra2 Praf3	0.079737907278298
Eef1b Eef1b2	0.212285859251756
