ID	ZT0	ZT3	ZT6	ZT9	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45	ZT48	ZT51	ZT54	ZT57	ZT60	ZT63	ZT66	ZT69	ZT72
AT1G02000	6.8452728	8.656441943	6.851044531	9.48525572	9.398686532	10.8254584	9.114710863	8.942719794	8.097738396	8.342453826	8.201629552	9.860417958	10.76080733	10.31754608	8.242025781	9.858116308	8.403640132	8.320521264	7.829924492	10.06704577	9.242843197	10.42259159	8.830741908	9.301721454	7.241208364
AT1G02080	7.58210764	6.375863243	7.349849402	6.732487212	7.538652873	8.768872314	8.5336111	10.55201621	7.388808849	9.471634024	9.092535407	10.45910544	8.167991942	6.966248699	7.029178169	11.00304672	7.204500698	8.563579884	7.772404	8.232424826	9.123996135	7.755926709	9.008616319	9.440173544	7.183517404
AT1G02110	1.537049407	2.698626777	2.423615486	2.075768672	2.551702937	3.089167925	1.574721062	2.881967638	1.961496057	1.705319937	2.702394055	1.940146762	2.074512914	1.93763663	3.593980604	2.756391706	2.17748666	1.720389038	3.066562067	1.793223027	2.244040301	2.977405346	2.404777379	2.820435431	1.601091988
AT1G02150	7.575722982	7.402155204	9.244307327	9.10427976	10.14277582	8.786321764	7.66031357	9.67020473	7.494044028	7.45611633	10.19090806	9.654153754	11.41462567	8.676930308	9.390155895	9.884611984	8.580665826	8.04537122	10.89538126	10.73202347	9.190334311	9.59581854	9.330355275	8.60400267	8.191226391
AT1G02170	8.256092517	7.353711202	7.523971827	7.720539944	9.551621096	9.356595288	7.771618095	8.242162102	7.736023697	9.341110377	9.581029749	9.511370881	9.512918704	9.060960929	7.220593191	8.562561643	9.074891344	8.365982036	7.250001824	8.254538797	9.751283409	8.330388063	8.130712976	10.73725418	7.972835054
AT1G02205	1.7940607	1.633055252	2.580687314	2.898095983	3.795128403	3.977601244	1.617720245	2.122205135	1.642255564	2.201939594	2.609821633	1.619253629	2.893495831	3.641789882	2.792292479	1.32944498	2.502484668	1.741924358	2.453414589	1.553318112	3.594252373	3.577387703	2.1820056	2.131405447	1.771058657
AT1G02300	1.324491815	0.68758695	3.056129711	3.843388682	6.076781962	3.581533989	2.116820228	2.184397853	1.292393161	2.670943959	4.387379137	3.5494328	5.904458656	3.997127084	4.554626763	3.10343299	0.717996201	2.034039549	3.101741371	3.562948013	5.134091518	4.235332883	5.683147044	2.620263782	1.292392238
AT1G02380	2.952861811	3.16315464	3.145630238	1.526374362	1.934694029	2.160758821	3.636310909	1.966237954	2.421872417	2.744319462	2.637422567	3.219230429	1.519364606	2.374556531	3.829079198	2.849467837	2.80039951	3.666102372	3.136865796	2.237864593	2.379812151	1.876863501	2.570828002	1.712134118	2.93884019
AT1G02390	1.194440784	1.870755624	2.918470477	0.818455001	2.166500079	3.321966788	1.538328587	1.169222265	1.286144491	1.730906234	2.404929717	1.231121388	1.886802425	4.275685341	1.403065716	1.444333386	1.753833397	2.104598574	2.164205941	1.403065716	1.987676431	3.741511248	1.944117201	1.900559329	2.689209288
AT1G02400	2.545946556	2.359736089	2.854156983	1.396577504	0.982420739	0.950315486	2.189576684	1.801104688	3.098156906	3.794838183	3.09494638	0.6421046	0.982420037	0.542578774	1.49931424	0.979210214	3.220156867	3.942522241	2.016208442	1.319524952	1.14615671	0.622841906	0.654946691	1.801104688	2.186366161
AT1G02500	5.47375065	7.022705621	6.52690693	6.021121414	7.293897522	4.836532869	6.415430829	7.907822747	5.708339963	8.342056581	6.551863239	8.561671952	6.862980335	5.294065218	5.279087661	7.48855674	5.538637055	7.06762193	6.759827661	6.743190133	7.385398717	6.114295938	5.254131369	9.075778053	3.93976665
AT1G02560	7.695318426	7.774856601	12.10637304	8.969579864	6.419393536	7.816282734	8.008494269	7.910734316	8.523841082	11.05414138	12.37481439	10.87186652	8.880099481	7.834510232	6.391219201	8.954672863	8.455902224	10.47583298	12.68135871	10.22230522	8.484065934	6.954619172	6.555266569	7.923990679	7.103748176
AT1G02650	2.661207793	4.195410812	4.884071866	4.955587565	4.00046321	4.235784576	5.647708733	2.219403465	2.778868476	2.059060476	4.765257648	2.706193768	4.434189618	4.58992016	4.62683001	2.296690384	3.059177749	3.765139156	4.220785591	3.765139156	4.118120951	3.823972186	5.141306745	2.51701578	3.588648258
AT1G02660	4.847592479	6.767610424	8.200831367	6.51288641	7.0211977	6.255907529	4.580416898	5.857413238	3.850224666	7.502328914	10.56349496	5.465707559	5.928730424	6.62836384	3.926071627	4.368720078	4.683440001	6.955531741	8.782717325	6.235525526	6.369111584	6.294398454	4.317773122	5.470239808	4.387962407
AT1G02720	7.529226282	7.721482299	9.454189656	8.444839533	8.467675967	7.743111101	8.216535675	7.353792666	5.812139726	6.593175088	6.557131794	7.88729748	9.073275941	9.628421672	8.173278102	7.108666244	6.084902951	6.953654863	8.912261641	9.152581491	7.978619024	7.519613481	9.069671143	7.293712661	8.564999458
AT1G03030	4.343167668	7.8684018	8.022878352	5.644331516	6.650413603	4.808577793	6.135487381	6.775183125	5.050194963	7.822845434	7.01085889	4.662019785	4.67984399	5.466093372	4.527348016	6.361265185	5.45421056	6.35531924	6.592975304	6.626643246	5.113566306	5.232398076	4.721433801	6.493956582	4.204531862
AT1G03090	4.381054894	6.230317462	7.654338975	7.552490135	7.107600477	8.560209624	5.980171393	7.050425209	6.294639638	6.33394311	8.583437076	8.381530925	9.265960217	7.990243673	8.293981359	8.158196022	7.261259009	5.596025337	8.143896388	6.51440242	6.65198031	7.525694622	8.10458842	7.572149527	6.149910348
AT1G03220	7.095017779	9.477108372	10.71208567	8.107888623	7.896776754	10.01405502	8.222599871	8.619214065	8.764433727	9.196425145	8.013928751	7.192639305	8.714393838	11.39547231	7.389112826	8.395893072	8.504502735	9.881031635	9.213509799	8.264091173	8.304362143	11.52482764	8.089583637	7.462338101	7.622196318
AT1G03230	5.242420402	8.437788748	5.76862958	7.957063933	7.976740987	7.75174968	7.585767068	6.632940448	6.075994753	7.022674472	6.966124296	7.274713735	7.457903247	7.866089525	7.096442061	7.386599854	6.449750805	7.679206014	7.17389803	8.901289072	8.464830837	7.173903154	7.873460665	7.496021856	6.709162219
AT1G03440	7.460998692	12.39446221	9.156156046	9.828131625	10.67309648	9.714918488	8.062737102	9.77886691	8.680212051	8.7525409	10.26005258	9.231629556	10.0828768	13.00878639	9.833373295	9.840718663	10.73914158	10.31875196	9.502099739	8.924467683	9.657253177	9.859588689	10.84291898	10.16360578	9.4454897
AT1G03610	5.486667747	9.008897132	7.456020277	7.501470966	7.322109219	7.045687311	5.338010375	6.496529119	6.471958283	9.003976533	8.341798926	6.487924692	6.752060994	6.892119584	6.202903195	5.600922136	7.745956145	8.80372436	8.019915242	6.500210102	7.683295025	6.919147504	6.776631813	5.598465052	6.048107037
AT1G03740	4.380999245	4.00250724	5.968105817	4.812513263	4.739378148	4.263977563	4.454134615	4.370028462	3.000509082	5.216603472	6.306371618	4.335284554	5.128837273	4.218265968	5.937017691	5.688350856	4.466937043	4.638809326	6.154604727	2.91274074	5.50184362	4.82714441	5.035585686	5.315344243	3.656924972
AT1G03930	5.669691149	4.608713313	6.57660919	5.461851863	5.803403424	4.768586685	5.00548638	5.658063995	5.021477293	6.221976537	6.378947565	7.12889393	5.114490875	5.488016862	4.595629482	7.032974999	6.136230718	5.929844492	6.197268852	6.060649886	5.98216665	4.400877929	6.110065256	5.39935981	4.299137257
AT1G04170	5.054651018	4.716223881	6.903913585	4.102217432	4.430978152	4.554262323	5.886210634	6.601746499	4.90719348	6.621080463	7.305191476	7.897433324	6.18596017	4.754901268	5.132002126	4.854012073	5.494606295	5.477681026	7.034444742	5.17793149	7.353532957	3.065182922	4.314942909	5.187604536	6.599324449
AT1G04250	1.85715865	3.547271284	2.648872542	1.812237419	1.406555531	1.575005295	1.145457578	1.386903058	2.924007157	2.834165258	3.267925425	1.736435079	1.145457578	1.489376665	2.577279551	1.575005295	3.982433175	2.957694997	2.603950745	1.640980281	1.646595269	1.315311909	2.64887065	1.575005295	1.874002288
AT1G04350	5.584429725	6.645656902	6.244913772	5.15894568	5.740274275	6.949924833	5.056286248	7.014241632	5.647509662	7.269029911	6.838607297	7.531244364	6.055669635	5.622772432	4.592463512	8.205339268	6.220176542	8.343861797	7.36426818	6.429201545	5.772428551	7.506512514	5.719243544	7.569592451	6.780469963
AT1G04430	5.163125261	4.634037759	4.952846895	3.967022903	5.75439185	5.52828608	6.003103909	6.133119015	5.299919252	6.931267432	6.144424303	8.244941019	4.592204911	4.943802664	4.446366794	7.243298346	4.899712039	6.849869413	5.418620911	6.226948462	4.843182137	5.535069253	4.113991549	6.3049594	4.324269765
AT1G04440	3.950558392	5.338359211	6.885793077	6.723278956	5.657625306	7.371882898	5.894913463	7.619242214	5.318225313	7.203615891	7.613489672	7.120204088	7.272646349	7.09863714	6.334982631	7.143219343	6.578032067	7.804756127	7.662380808	6.379564802	6.146587007	6.661443929	5.62742044	6.959137991	3.740587928
AT1G04520	2.700702945	5.1965716165	3.747269684	3.517808945	2.4417170825	2.846839168	3.4619727695	2.7154545845	3.884041011	5.295295031	3.7077398355	1.5368039575	2.161856553	3.61521531	3.0540459725	2.7816055815	4.2585191415	5.145635408	4.0125081225	2.2624996855	2.498391797	3.569125569	3.0252733945	2.7961948475	3.199804573
AT1G04540	4.115958574	4.091866966	4.488451899	4.992518901	2.966974191	3.405256137	3.166190996	3.398769935	3.733272647	3.49698707	4.570919326	4.394862128	3.218080576	3.44509995	4.561650065	3.343173916	3.17545926	3.880599324	3.923222908	3.91581011	2.563901225	3.747171651	5.17969203	3.875042494	4.882253543
AT1G04550	9.161178908	12.63481391	8.729321583	9.362591843	7.09577431	7.215260526	7.732459626	9.02120934	8.067026555	11.61405194	9.526465341	10.7196129	7.954362441	8.638853448	7.298895664	10.69572332	9.256767881	9.640823833	8.911958434	8.435720854	7.403019293	6.793644877	8.679813951	9.939546261	9.970264166
AT1G04555	3.871665341	5.010635857	6.483370626	5.876332692	7.075802176	6.241391542	6.274763485	5.114937186	4.897990421	5.999408173	6.322746579	6.437473443	6.141257879	6.790016534	4.468265753	6.873457597	4.59343054	6.208010682	4.866696546	5.425751272	6.335258213	6.54177937	5.025234453	5.000205724	5.638525831
AT1G04690	6.21479236	8.034332329	9.233574581	11.15205884	11.8255329	9.406371802	6.651949809	10.65730553	7.092070559	7.155572119	9.941009357	8.563056171	11.85949311	8.201221952	8.771298827	9.589507318	7.318036156	8.636901084	10.19650566	10.45939355	11.00436901	9.422617694	8.766868132	10.98222338	6.267956259
AT1G04810	4.220362896	5.116184387	6.027226146	6.385985045	5.029211427	5.392323536	5.427108844	6.162034234	5.053128991	7.253539704	6.988277357	5.081391573	6.731702316	5.457553256	4.568251474	6.188126122	3.926829156	5.751082889	8.427673829	6.74474825	6.279443245	4.905274959	5.624972187	5.935904538	3.548494244
AT1G05000	5.514520545	3.469568817	2.119313609	2.639844891	2.072348211	3.080147388	5.371663621	5.772830237	4.38735098	4.630002232	1.540073694	3.95487511	1.996028012	3.037095772	4.115340107	5.228814371	2.15649455	4.716105401	2.019510695	3.994012915	1.397219609	3.888343621	2.794439217	5.172064514	6.375548298
AT1G05010	5.605422274	4.492947602	3.928780203	5.466075819	5.558974757	7.974245631	9.040266328	6.67371516	6.058568779	6.629528641	3.911787209	6.745080917	6.486787593	8.405867678	6.250018713	5.992862536	5.307478446	5.573698037	3.928777397	6.04157147	6.600074139	8.088665124	5.484201666	6.41315592	7.451988961
AT1G05100	1.702918048	3.49807749	2.518899612	2.178314447	1.447480341	1.688727064	4.226544969	0.844363532	1.672170916	1.866113028	1.192042633	1.031210748	1.400176061	3.424757407	3.188238734	0.72374017	0.964986894	2.625330115	2.01511825	0.964986204	1.265361812	2.291843873	1.989101466	1.568103702	2.554375247
AT1G05562	7.465192031	7.041664776	7.972586069	7.485105046	8.019761134	8.998905827	8.39715566	6.457742299	6.454597295	7.659128496	7.859365912	8.050157093	8.281838916	11.13855713	8.906646004	8.199026383	6.881269554	6.624422799	6.956744689	7.819523604	7.805895262	8.600538607	7.300598255	6.357102159	8.056447097
AT1G05690	3.039123968	5.383907934	5.179820777	2.974790021	3.258739495	2.910460325	2.602109392	4.944676879	3.600363649	3.354125662	4.168258347	3.59814274	2.715244583	3.269831188	1.878931505	3.899839369	3.150040901	5.332882335	4.201530426	2.624292763	2.44460746	3.702407228	2.096328539	4.126109912	2.699716224
AT1G05805	4.907703858	5.048104258	7.034217776	9.693930783	10.37858685	8.493435413	8.316745824	6.275424605	3.942253919	4.910855415	6.919057898	7.079961164	10.83606356	9.577200296	10.03941017	6.494701634	3.298620626	5.571841094	6.873304544	7.687310774	10.46061107	8.611750357	10.57103827	6.300665126	6.064030908
AT1G05890	4.451393316	6.01331387	8.702128801	8.42922813	7.450023937	6.958813568	5.875257085	7.411497634	4.66649851	7.214045175	8.668418285	9.524016472	8.273517765	6.937945153	6.193098862	10.47594402	6.713208383	7.544729044	8.355386101	8.523938558	8.920438149	7.368155542	7.024624319	8.952549773	5.947493853
AT1G06290	7.113835391	8.089988114	8.904536957	11.13760078	9.537893573	9.945984176	8.228733041	9.436687104	6.59147942	9.407297861	7.987149282	11.09515939	9.155914229	6.958760962	8.117732476	9.490555063	7.126894291	9.55094565	9.59012232	9.407297861	7.517023538	10.41447219	8.974722131	8.989419803	8.041011498
AT1G06410	4.373190481	5.926376889	7.189958749	3.916939176	5.119043538	5.04300212	5.067267038	5.442624039	6.073606018	6.141553536	7.651060964	7.155977685	6.107577608	4.581899905	3.285957648	4.884447674	5.924758987	7.534566601	5.529986825	5.664272637	4.696767628	4.785755621	2.985027996	4.926513139	3.836044108
AT1G06630	4.388585529	5.933085213	6.917152154	3.589855986	4.825458297	3.938474193	3.483947512	4.752646169	5.063752534	6.283902795	6.403054402	5.306455837	5.963970946	5.176280368	3.713415872	5.18510608	5.063752534	5.990448065	7.464340996	5.401332178	5.421190017	5.963975206	3.667080915	4.977701837	3.141951398
AT1G06640	1.850009744	2.936404804	3.181478793	1.295603637	1.911278241	2.706274351	1.83058184	2.057724893	1.826100087	3.171016053	2.495570495	1.67666353	1.899322056	2.517985799	1.295603637	0.712806662	2.673398572	4.611571884	3.227801449	2.313257705	1.715516696	2.547872871	1.376298673	1.53171243	1.524239573
AT1G06780	2.014715196	3.201679188	4.747855966	4.894270726	5.591225118	3.982576551	4.486252145	5.675171585	2.588674758	2.348547141	4.878656275	4.861082612	6.905079999	4.804471025	3.086494622	4.273460818	3.186061241	3.238769499	4.87865279	3.925958688	5.579507672	4.781044104	4.948933502	5.436997889	3.62726566
AT1G06800	5.316441857	5.691889991	5.529436471	6.504152945	5.093820366	7.827852937	6.417511129	5.707533664	6.306806648	5.89525352	5.287561231	6.256261084	7.001140024	7.038449167	6.238210706	5.543876784	6.061321329	5.030038725	5.032445442	6.126298361	5.541466107	7.872377235	6.836279904	4.604053088	6.29236184
AT1G07180	4.002839357	6.345484685	5.418597703	3.043140042	0.836659046	1.478097648	2.091646121	3.082514406	7.851470967	6.683424545	7.018092937	1.254987672	0.585660914	2.091647615	2.167109432	3.179304374	10.16622766	5.73357113	5.605611603	1.524030781	0.454420373	1.456771045	2.31475504	3.681299802	5.772943293
AT1G07200	11.59878116	9.635559481	7.133667068	7.399525052	7.205093021	9.713929624	9.749635637	13.75247206	10.24664819	13.34077127	9.460962707	12.3804897	8.825067015	11.49660237	8.061206673	15.27721775	10.52739187	12.64536075	6.926328451	10.07303625	8.2199309	9.500643792	6.666417529	15.2643214	9.206997186
AT1G07240	5.33199158	4.150204413	4.55306104	5.660075759	5.621021681	4.053117082	5.029566531	5.179106933	3.784174016	4.66242045	4.482756421	4.894537121	5.011711403	4.081015741	6.343034427	5.236020196	3.471709043	4.772899058	4.144621721	5.036262205	5.748235457	3.756275358	5.913395396	5.413455663	4.882261721
AT1G07260	4.419160319	3.936898173	2.378214309	5.799749771	4.212701688	5.073208654	5.9683838	5.073208654	3.274969737	3.516098299	3.873857369	4.71072067	5.394712898	5.609055483	7.106269488	4.022003257	2.880964716	3.869126545	3.93847138	4.456981617	4.614583513	5.560198861	6.713840767	5.073208654	4.798977732
AT1G07280	7.294881067	7.808754316	9.181605676	13.74061272	11.72599723	13.75197467	12.70983973	10.24870624	6.908908524	7.577165378	8.954563003	11.53754357	12.45328169	15.80292681	10.92301517	10.87080316	7.54916886	7.076158238	9.186139968	11.69495971	12.85817417	13.94269052	12.12028601	9.717426383	7.677064082
AT1G07420	3.466999183	5.870157007	6.415670208	6.564277089	7.671619207	7.486760913	6.653081501	7.57919006	3.738849616	5.819407436	5.152471865	8.873191781	8.075764415	6.252559949	6.32504888	6.346801432	4.991173942	5.893713168	5.766849723	7.314583747	6.388480602	6.357675449	8.090263094	7.292840937	4.529024971
AT1G07430	1.325946945	1.364473249	1.622385447	2.837032155	2.586613209	3.853700524	3.272593109	2.292315058	0.982420739	1.091577819	1.823578365	1.651278995	3.314329908	3.674981283	2.728944548	1.289560992	1.036999669	0.654946691	1.188963683	2.186366161	3.765943476	3.602209376	3.301487816	2.712893871	2.140348665
AT1G07510	3.491894645	4.106402821	4.103609066	3.402921543	3.193754472	4.5441591575	2.4963329415	3.3791633725	3.560946918	5.357563274	4.0934635465	3.5609022685	2.83059379	3.503991793	2.944562907	3.1207884155	4.128203372	5.0564463985	4.907697479	3.4824961305	2.9190401745	3.3027719665	2.167402751	3.4332594775	2.929524643
AT1G07630	10.05171136	11.27214811	10.0527671	12.39439208	10.41066334	10.90475019	12.09139459	11.88870093	9.658975654	9.668470418	12.38384353	11.48434388	10.4940594	12.9402191	11.6078655	11.82957943	8.751038277	9.532279909	11.74933471	12.59498276	12.13362421	12.52214561	12.39861505	12.49047338	9.389754957
AT1G07720	4.319101035	3.307951016	4.278354798	3.489162048	4.850946644	7.25175777	4.879894431	3.692895721	3.74543692	3.362634352	3.829073931	4.416674393	4.60324913	7.419031792	4.68795835	4.15611609	3.718630186	3.713266186	3.967393846	4.354482814	4.785534794	7.022292124	3.506318345	4.577517953	4.810196972
AT1G07728	8.769891212	8.585488185	9.462251045	10.62635827	10.54830568	9.036879645	8.780066703	10.53246739	8.783466895	7.731345941	9.381928254	10.15120971	10.50757113	10.24964066	9.931736321	11.88551046	7.052567314	8.330938178	9.145478576	10.22700722	10.29601689	8.844557469	10.10935138	10.28471117	7.269773049
AT1G07890	6.169524294	8.465104184	8.633572106	6.993049384	9.61003181	11.23255782	7.213038892	6.447578146	6.711729305	8.954145446	8.44057002	8.126526924	9.925697623	12.42410035	7.605585226	7.074834924	8.014493383	8.344880823	8.216485459	6.631579634	9.592851044	11.56867586	6.759974998	7.230217959	5.877563551
AT1G07910	3.384271365	6.838162027	6.016267553	5.764860419	5.925375693	4.583270363	6.089750238	4.635484836	4.349272172	7.940461886	6.526809062	5.7358524	7.368036967	5.109282827	4.693497564	6.708592781	5.15956343	7.267475832	6.312145055	6.681513837	6.198046845	4.948771671	4.857876341	4.86174755	3.057445261
AT1G07920	4.406267599	4.779855997	6.184963469	4.997778992	4.757025594	3.627958438	5.664011158	7.353464957	5.186652252	8.976492583	5.703449535	6.855342197	8.146296737	5.257218949	4.802682968	4.439475457	7.824601436	6.081184571	5.834201307	6.502508962	7.403271455	4.904385462	4.920985876	6.458928294	4.233998814
AT1G07990	5.637375983	6.903200445	6.931726066	7.093960472	7.826717446	6.737395269	7.511147391	8.748451597	4.61936786	7.054737771	7.142102526	10.28347927	7.243719879	8.645046218	6.528796997	9.154941705	5.232668725	6.924589715	6.995903718	8.434663733	7.710826601	7.662695122	5.27723624	8.176156312	6.555539748
AT1G08260	9.771595094	11.2045574	9.560768455	11.30776654	11.90182259	13.16678242	7.784109242	9.398256255	12.13900256	11.12548947	9.825399809	9.919825489	12.76159086	12.46402696	9.460838655	11.61742624	11.78872288	9.929707981	9.816608354	10.11637727	11.53725995	14.09134508	11.06070425	10.90259217	8.591179392
AT1G08300	6.401700765	5.381139774	4.612693652	4.419066275	5.826878863	3.826095259	5.929737494	6.371446981	5.695779131	5.968058927	6.764746177	5.175410343	4.469489213	4.473526244	4.168968504	6.278668709	5.413410477	5.084649055	5.246002457	6.397662358	4.872872716	4.332341917	4.253679039	6.066892219	5.143139663
AT1G08370	6.716609444	7.775072951	7.379978278	7.893758305	7.137718581	5.466289264	8.576637499	8.809147898	6.010967106	8.329500267	8.012454936	9.253013082	6.799525691	7.131214965	8.223816582	8.20918932	6.529630483	6.871065416	8.399414089	8.879055428	7.082432786	6.532882291	7.350706755	8.20918932	4.620815881
AT1G08420	6.393792041	6.259928318	7.992959749	8.223257055	8.826369382	8.623414705	9.163181238	10.65296148	7.096216741	9.214999417	10.13046114	11.49643867	9.851211498	8.295232673	8.296666141	10.9566738	7.382656321	7.414317712	8.279393415	12.97181736	9.92318119	8.213187165	9.269696383	10.4240977	8.266438871
