ID	ZT0	ZT3	ZT6	ZT9	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45	ZT48	ZT51	ZT54	ZT57	ZT60	ZT63	ZT66	ZT69	ZT72
AT1G07280	1.420487922	1.77092384	3.56392915	4.175074254	1.911913175	1.953476505	4.74392099	2.410671412	1.783147075	1.854864142	3.865386919	3.99985642	2.651901546	3.415527756	3.605412551	2.466905874	2.169185601	2.10935746	3.563098203	5.320549859	2.224029653	2.915375477	3.966525518	2.327065419	2.576924613
AT1G07420	2.403941107	2.432807644	2.429818631	5.20399154	2.512992471	2.367056086	4.455065793	2.841748231	1.33587826	2.251588328	2.941177345	2.857785185	3.024569505	3.356536849	5.130221553	2.426392858	1.056300697	2.064364752	3.150097976	4.824481743	2.53773971	3.009475902	2.229515525	2.936712154	2.046315318
AT1G07510	4.196346954	3.482441682	3.572832722	3.714184163	4.306542162	3.8194352245	2.7854519015	3.594353287	4.689562418	3.667862864	3.4911724855	3.4375981145	3.7682360245	4.444560728	3.5838055345	4.119275248	4.7662152825	4.4784416445	3.546128863	3.722150381	3.3805503115	3.664633628	3.86908766	4.501313974	3.791914751
AT1G07728	6.67626393	6.543885238	9.009797266	6.025832039	7.660244125	7.336072684	6.383358486	7.000430371	6.049806116	7.474700147	7.845777159	9.059073906	7.512224789	6.021666936	6.956651622	6.393786565	7.668557024	8.797239383	7.973046192	8.390191037	8.232372689	6.041957825	6.141864417	7.765802256	7.339194497
AT1G07810	3.252742635	4.718000864	3.183325978	3.154766206	2.817301854	2.442822782	2.677958891	3.75131965	3.370309239	4.321746666	3.779623281	2.797705021	3.331119596	3.202666945	3.189601444	3.019781817	3.02682355	3.339828406	4.608497023	4.065733284	3.913673437	3.718320093	3.349820315	3.237713347	2.331783718
AT1G07830	2.335492158	4.229725373	5.158774038	4.086611445	4.28935496	5.853637793	4.559672497	4.046858415	3.380995169	2.224182007	3.510192515	5.410387331	5.595238919	5.138082748	5.209634532	4.996959392	3.029804434	4.083649454	3.561793507	4.831474094	5.343200733	3.168628249	5.167897542	4.451481899	4.663030374
AT1G07890	5.290945679	4.414521667	5.764538108	3.659008364	5.61496177	4.880788725	5.089419841	6.297761912	5.928699945	4.628685095	5.008811017	6.014050464	5.078355885	5.479823352	5.555686566	4.151357379	6.450255459	4.128002338	4.430974987	5.788308569	3.916891216	4.834267037	5.639243607	5.457133679	5.19926912
AT1G07910	1.491177671	2.0427847	3.14675362	3.491670005	3.725186141	2.625649462	3.410767698	3.248963085	1.700787127	2.153104568	2.324102626	3.934794002	3.93847138	3.666348058	3.719667414	4.490081223	1.841933531	2.610577549	2.88522718	4.248164256	3.408282495	3.479520238	3.894778263	3.03426913	3.936632691
AT1G07920	3.893781833	3.984598902	3.346250457	3.108211966	3.074157786	3.859725432	4.658912312	3.244437472	4.427328951	4.661182737	2.808515853	3.006042837	2.463411237	3.485105023	3.39882638	3.703065988	4.971340613	3.893734534	3.056882552	3.158740054	3.004798475	4.481730117	2.692280914	3.024473346	3.242167047
AT1G07930	3.916655713	3.136771572	4.537112783	2.856700641	3.3414373	4.793486777	2.636954438	3.772309821	4.578045899	5.752180024	3.653819221	4.351836573	4.345373449	3.630123694	3.655973596	3.296195402	4.720530318	3.746330599	3.237813722	3.685923626	3.365219922	3.645286209	3.792462268	3.302613929	3.373750531
AT1G07990	6.760589096	4.558568648	5.944844974	6.057483504	5.31961782	6.478575951	4.574018156	7.388352806	4.763314515	7.087023908	4.591402515	3.629467954	5.082027774	5.393018502	3.888301751	5.441308424	5.874928791	6.044303205	5.09107976	6.877388984	4.964052496	5.560798338	4.773998512	4.510086132	2.806608269
AT1G08260	3.374151522	4.963554476	6.430774775	5.673898112	3.84253703	5.243253879	5.110060037	5.20107327	4.238774822	3.713783858	3.882491314	6.501896546	4.418581453	4.056751255	5.898101442	6.574045877	4.998067188	5.114630285	5.017305757	6.857984186	4.276623886	5.00315975	7.821615769	5.868329538	6.561832089
AT1G08280	2.477545818	2.887645741	3.143831343	3.321468081	1.679376132	3.606167921	3.462122086	4.407723713	3.143532291	3.275713163	2.579221642	4.756816787	4.426364606	2.574139601	4.477203403	3.457040676	3.045343634	3.54037396	4.397389814	3.538646106	4.59177673	4.160673742	4.121799959	3.975793305	4.031516615
AT1G08300	7.070042885	5.313273282	3.474534841	2.398052446	4.057755876	4.708588093	3.102987571	5.015700935	6.400110774	6.314181888	6.123228807	3.48966756	3.069570782	3.701309869	3.09980502	3.814290523	6.5499403	4.670300509	3.982370192	2.953719672	4.786311044	4.164898873	3.029167024	4.811456022	4.087987215
AT1G08370	6.302003923	6.186564738	6.155349361	6.862935902	5.037050607	6.24834909	4.692355606	5.703667175	5.79796954	7.140965288	6.797899788	5.012658466	6.412560815	6.513371443	6.069495315	5.999585778	6.084064679	4.808400437	6.499339394	5.870210635	5.570155838	6.927876375	4.018469569	5.455764812	4.212714267
AT1G08420	6.005858416	6.050120142	5.53770964	5.370927743	5.547978486	4.652060089	4.829103546	6.071483536	4.816893423	5.520501747	5.232037597	5.164881922	5.697548527	5.059573227	4.684108339	3.916399668	6.395171495	6.035691117	5.918198612	5.26148554	5.223362564	5.207796912	5.699557691	5.900302403	5.329718579
AT1G08530	1.192969729	3.376891139	3.175329483	4.503935973	4.754866869	3.253553806	3.927653325	3.687358346	2.130757245	2.220070423	2.470997923	3.842593155	3.32797913	4.187089832	4.208351884	4.374222339	1.970894162	2.34165643	3.092937868	6.117577423	3.659924886	3.724968284	3.006211999	3.568857855	1.752239491
AT1G08760	2.185322533	3.033867282	4.607421627	3.645754987	2.571218511	2.827061149	2.417711202	3.788600358	3.091429667	1.952930741	1.790897186	2.562688593	2.26846977	3.4624037	3.792864398	3.690530053	1.694496418	3.505292462	4.835673229	4.055270132	2.915101116	3.293344546	3.663984289	3.920492996	2.718326087
AT1G08890	1.14697214	0.938431751	2.715192322	5.047900517	4.884343033	1.876863501	2.197850569	1.981132281	1.337110951	1.404579852	1.62947619	2.453414589	3.387756645	2.817339766	4.845493814	2.717158598	1.227829772	0.580561276	2.581777882	3.579259284	2.570314414	3.877357174	1.664554793	1.494658653	1.852328015
AT1G08920	4.741155146	3.178334692	4.099628735	3.715551569	4.205220829	3.143633908	2.031922183	1.976658012	5.300219533	3.836361617	4.791275078	2.884018582	2.752926828	3.525342523	3.173191568	2.494600743	4.304708453	2.779387102	3.255722421	3.509942646	3.967279802	2.70469353	2.511409328	3.806096104	2.529299719
AT1G08940	4.554856529	3.168196577	2.961122791	2.270539259	4.816577116	3.108505917	3.771987869	4.476796314	3.386294648	5.764736176	5.252774342	4.187526398	4.256400188	2.263653497	2.247581329	4.205895746	4.764715763	3.517064817	5.569953897	3.33682256	5.479836683	4.02853148	5.629648536	5.486855195	4.740812507
AT1G09310	0.501864768	0.785527462	1.920747332	2.040187924	0.92735881	0.280025994	1.731068542	0.727339723	0.909174654	0.370943259	1.483773036	1.003728818	1.796529117	0.74916045	2.331123813	3.20393377	0.845425467	1.483202573	1.572194727	2.347168072	0.268830658	1.453538522	2.306381649	0.867673505	2.18201917
AT1G09490	1.203598275	2.249179386	2.411500363	3.168549718	3.475351542	2.409248722	2.589837917	2.453368645	2.048065168	1.365718807	1.876709014	2.394881814	3.087489023	3.139821588	2.51493373	2.397961781	1.706358825	1.806271313	2.174535143	3.671653156	3.372441203	2.437132363	2.023360101	1.928677189	1.857213403
AT1G09530	3.684228673	4.243919951	3.758946921	5.195391412	3.041800424	3.701262755	3.30460962	3.221872707	3.445749058	4.470226709	4.69531978	2.828872373	3.203621918	3.201190766	4.111294516	3.078302029	4.034354913	3.777555569	5.00386548	4.17516035	3.515176141	3.161609316	3.32288664	3.511451901	3.905668954
AT1G09590	5.736119724	5.584551917	6.455708394	4.402680758	5.292242576	5.721684695	4.33952755	5.606200457	5.526807853	6.443431552	6.042859778	8.707925138	5.651309891	4.31246497	5.220063702	5.328330149	5.696808504	4.771410578	6.096955719	6.134670743	6.039007677	5.647135057	6.029808884	6.973600076	5.02338657
AT1G09650	1.28958338	1.994555628	1.795233642	1.35836019	1.203611155	2.015188962	1.315374108	1.801976556	1.162343657	2.238715149	2.264506798	2.163059645	1.57844893	1.636911171	2.359076179	1.036825038	1.584854699	1.882014955	1.392007335	1.146565236	0.913395894	1.305226022	2.648146829	1.326263916	1.507951756
AT1G09750	1.790323693	1.566976381	2.506798948	3.414020763	1.791505425	1.70996593	3.720089083	2.229926334	1.506706983	1.512615637	1.551612759	1.795049338	2.072756116	1.850592016	4.059245871	3.292304825	1.720600288	2.157377321	2.638735735	4.497899771	2.421252624	2.389320988	3.520124181	2.486918063	3.389204413
AT1G09794	4.454577234	3.596355932	5.863751233	4.767892717	4.28429523	5.9553293	2.449788686	4.150337089	5.596597879	3.995948182	4.747458891	4.011841157	5.39225962	3.821128178	2.311292755	3.351149846	4.187732326	4.567383017	4.361353069	4.073142635	7.490004211	3.989804678	3.312686146	3.74094828	2.985609011
AT1G09815	2.465683423	3.662553626	2.928587415	4.142170785	3.128431222	2.557247264	2.456961303	2.722932269	3.414020763	3.891460448	3.08700728	3.352978246	3.446722111	2.690232842	1.652508134	3.287577898	3.12975414	3.562095888	3.578767163	3.255344417	3.5776583	3.479850928	3.928866757	3.865513104	2.51364364
AT1G09870	3.527793433	4.278218822	4.284171519	4.629605182	4.09954611	3.239931841	2.632442741	3.505953152	3.920870598	4.2444665	3.54367292	3.623082958	4.617693676	4.540272133	5.951782305	4.115428129	3.628338034	3.687039179	3.724486461	3.696147977	4.363117555	5.150519457	4.825642427	4.639414657	3.176401497
AT1G09960	3.5494373	1.970635356	2.266036029	1.658123133	3.168116492	2.48575294	2.178018802	2.193309851	3.645003821	3.026672025	3.802692765	1.521459382	2.558383647	2.407386257	1.504256952	1.92762925	3.770068112	3.419273457	2.503309636	2.273344251	3.295036037	2.874080098	1.686738838	1.879187479	1.139183156
AT1G09970	6.679205154	5.506502062	6.426442417	5.720324181	7.379867807	7.221884607	5.374766008	6.990393655	7.82374251	7.059123458	7.274381381	6.791363602	6.781817796	5.755170484	4.676490307	5.415816842	7.775433245	5.210063422	6.716241853	5.206413555	7.304848949	6.465617656	5.953180587	7.529432212	5.355197106
AT1G10210	1.249868641	2.065320493	3.491862461	2.77952916	2.628589719	3.070369504	2.367201655	2.584409894	1.459712996	1.032659509	2.740873456	3.59498043	3.392498173	3.127432726	3.191856664	3.418271084	2.517782043	3.314500997	2.956962809	2.492444691	2.537490685	3.481539836	3.468404427	2.861243925	1.862836762
AT1G10270	3.723018679	2.553860181	3.474131908	1.608952537	3.729550291	1.97907835	3.078564124	4.032178753	3.969039885	3.629396319	2.331783718	3.359423227	3.261449121	2.220747984	3.897192208	3.620690095	2.807054184	2.822593432	3.363137278	3.360917386	2.997967088	4.582968258	4.278846029	5.194548667	4.077900003
AT1G10290	4.566286325	4.31239784	5.562795562	5.987686922	5.978425196	5.06109089	3.02442125	4.091864044	3.962140093	5.342773568	3.88986532	5.387250351	5.15189404	4.093720167	3.62856422	4.119664976	6.03329016	4.345934033	5.343609324	4.425294568	5.833003454	6.671953509	6.407422971	6.217519972	4.494008291
AT1G10560	4.959214565	3.692143366	5.539538258	4.191852212	5.838738346	6.125724558	4.216605722	4.106762022	5.255479596	5.759832363	6.676485781	4.572437429	6.01355584	5.173487289	4.843178945	4.197270041	5.896037338	4.760288055	4.538264844	5.250079933	6.13147308	5.48472258	3.78386186	4.302044768	4.126874249
AT1G10657	1.481152586	1.370792198	1.584222819	2.350480988	1.829659077	2.327248901	1.409514134	2.447288277	2.402756924	0.93322227	2.458905152	2.617669107	1.998102454	2.863561667	2.704795667	0.995179646	1.798413692	2.322539746	1.482556183	2.042216207	1.703657657	1.781633762	2.208042977	1.947458954	1.593447984
AT1G10660	3.910745648	4.343773633	3.266360729	3.896022368	4.367081088	3.857997197	3.440913961	4.766984547	3.104796163	2.458321418	2.212979959	3.813832979	4.922776373	5.602376216	4.178165045	5.316553212	3.161922238	3.487745316	3.564041699	4.691602181	4.290111164	4.65595551	4.093116263	4.584662168	4.340090408
AT1G10670	4.059980207	4.426709035	3.35286507	4.920004475	3.616984765	5.752449974	3.972351898	4.717167879	4.920004475	5.048197204	4.980044107	5.857920895	4.37802509	3.939900857	4.464027807	3.310295613	4.452287147	4.175156676	4.261191211	5.890056575	4.412582053	5.805676551	5.001588131	5.549227459	5.096877987
