Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
XP_034608072	244	22.76	24.55	29289269
XP_034608073	205	22.92	24.75	29289269
XP_034608074	746	23.22	25.25	29289269
XP_034608075	326	23.64	25.52	29289269
XP_034608076	117	23.92	26.31	29289269
XP_034608077	347	22.98	23.75	29289269
XP_034608078	1378	21.78	23.92	29289269
XP_034608079	3884	20.69	22.09	29289269
XP_034608080	1277	21.74	23.94	29289269
XP_034608081	198	25.23	27.46	29289269
XP_034608082	317	23.35	24.97	29289269
XP_034608083	266	23.89	25.72	29289269
XP_034608084	410	24.38	26.45	29289269
XP_034608085	409	24.55	26.71	29289269
XP_034608086	345	24.48	26.44	29289269
XP_034608087	1580	23.77	25.94	29289269
XP_034608088	1549	23.73	25.88	29289269
XP_034608089	1531	23.9	26.06	29289269
XP_034608090	1516	23.79	25.99	29289269
XP_034608091	1446	23.7	25.78	29289269
XP_034608092	1010	22.3	24.98	29289269
XP_034608093	2176	22.6	24.52	29289269
XP_034608094	439	25.97	28.74	29289269
XP_034608095	439	26.26	28.96	29289269
XP_034608096	314	24.63	26.21	29289269
XP_034608097	288	25.3	27.25	29289269
XP_034608098	271	25.28	27.32	29289269
XP_034608099	228	25.91	27.87	29289269
XP_034608100	228	25.91	27.87	29289269
XP_034608101	1042	21.58	23.17	29289269
XP_034608102	2987	23.33	25.6	29289269
XP_034608103	1713	23.14	24.7	29289269
XP_034608104	2980	23.33	25.6	29289269
XP_034608105	1168	22.41	24.67	29289269
XP_034608106	264	23.39	25.92	29289269
XP_034608107	150	24	26.06	29289269
XP_034608108	150	24	26.06	29289269
XP_034608109	150	24	26.06	29289269
XP_034608110	680	23.38	25.6	29289269
XP_034608111	316	24.17	25.72	29289269
XP_034608112	1713	23.14	24.7	29289269
XP_034608113	224	22.79	24.23	29289269
XP_034608114	286	22.5	24.06	29289269
XP_034608115	581	24.21	27.34	29289269
XP_034608116	488	24	26.55	29289269
XP_034608117	447	25.62	27.66	29289269
XP_034608118	1682	24.04	26.41	29289269
XP_034608119	1675	24.05	26.42	29289269
XP_034608120	1713	23.14	24.7	29289269
XP_034608121	1022	22.93	24.76	29289269
XP_034608122	537	23.89	26.92	29289269
XP_034608123	524	23.82	26.83	29289269
XP_034608124	288	25.19	27.09	29289269
XP_034608125	137	23.72	26.62	29289269
XP_034608126	137	23.72	26.62	29289269
XP_034608127	1713	23.14	24.7	29289269
XP_034608128	137	23.72	26.62	29289269
XP_034608129	373	23.14	24.93	29289269
XP_034608130	373	23.14	24.93	29289269
XP_034608131	373	23.14	24.93	29289269
XP_034608132	373	23.14	24.93	29289269
XP_034608133	373	23.14	24.93	29289269
XP_034608134	330	23.24	25.03	29289269
XP_034608135	314	24.16	26.34	29289269
XP_034608136	314	24.16	26.34	29289269
XP_034608137	1676	23.21	24.75	29289269
XP_034608138	231	24.88	28.01	29289269
XP_034608139	368	24.11	25.41	29289269
XP_034608140	201	22.22	24.58	29289269
XP_034608141	406	25.38	27.71	29289269
XP_034608142	406	25.38	27.71	29289269
XP_034608143	406	25.38	27.71	29289269
XP_034608144	406	25.38	27.71	29289269
XP_034608145	1653	23.25	24.8	29289269
XP_034608146	172	22.58	25.11	29289269
XP_034608147	172	22.58	25.11	29289269
XP_034608148	172	22.58	25.11	29289269
XP_034608149	172	22.58	25.11	29289269
XP_034608150	1495	23.11	24.69	29289269
XP_034608151	1212	22.62	23.92	29289269
XP_034608152	379	24.61	26.74	29289269
XP_034608153	370	24.55	26.64	29289269
XP_034608154	370	24.55	26.64	29289269
XP_034608155	803	22.61	24.45	29289269
XP_034608156	417	23.08	25.75	29289269
XP_034608157	616	22.7	25	29289269
XP_034608158	367	22.97	24.8	29289269
XP_034608159	328	23.17	25.39	29289269
XP_034608160	281	22.58	24.9	29289269
XP_034608161	1030	21.86	23.43	29289269
XP_034608162	1023	21.85	23.4	29289269
XP_034608163	1017	21.62	23.22	29289269
XP_034608164	1010	21.61	23.19	29289269
XP_034608165	672	21.78	23.45	29289269
XP_034608166	713	25.26	28.35	29289269
XP_034608167	255	22.83	25.15	29289269
XP_034608168	240	23.17	25.69	29289269
XP_034608169	702	23.01	24.76	29289269
XP_034608170	428	21.95	23.89	29289269
XP_034608171	428	22.08	24.07	29289269
XP_034608172	379	21.52	23.39	29289269
XP_034608173	351	21.62	23.51	29289269
XP_034608174	713	25.26	28.35	29289269
XP_034608175	351	21.62	23.51	29289269
XP_034608176	379	21.52	23.39	29289269
XP_034608177	1237	22.97	24.38	29289269
XP_034608178	861	23.83	26.21	29289269
XP_034608179	819	23.97	26.39	29289269
XP_034608180	316	23.99	26.25	29289269
XP_034608181	1056	21.19	22.97	29289269
XP_034608182	975	21.2	22.87	29289269
XP_034608183	832	20.81	22.35	29289269
XP_034608184	1023	21.56	23.24	29289269
XP_034608185	276	24.03	26.41	29289269
XP_034608186	713	25.26	28.35	29289269
XP_034608187	825	20.66	22.21	29289269
XP_034608188	779	20.67	22.27	29289269
XP_034608189	382	22.6	24.68	29289269
XP_034608190	381	22.63	24.7	29289269
XP_034608191	363	22.52	24.49	29289269
XP_034608192	337	25.64	29.29	29289269
XP_034608193	199	22	24.45	29289269
XP_034608194	145	22.16	24.83	29289269
XP_034608195	713	25.26	28.35	29289269
XP_034608196	145	22.16	24.83	29289269
XP_034608197	145	22.16	24.83	29289269
XP_034608198	145	22.16	24.83	29289269
XP_034608199	145	22.16	24.83	29289269
XP_034608200	145	22.16	24.83	29289269
XP_034608201	2556	21.44	22.12	29289269
XP_034608202	2556	21.44	22.12	29289269
XP_034608203	2555	21.45	22.12	29289269
XP_034608204	2555	21.44	22.12	29289269
XP_034608205	2555	21.45	22.12	29289269
XP_034608206	713	25.26	28.35	29289269
XP_034608207	2554	21.45	22.12	29289269
XP_034608208	2547	21.42	22.08	29289269
XP_034608209	2546	21.42	22.08	29289269
XP_034608210	2546	21.42	22.08	29289269
XP_034608211	2545	21.42	22.09	29289269
XP_034608212	2536	21.39	22.06	29289269
XP_034608213	2535	21.39	22.06	29289269
XP_034608214	2482	21.51	22.16	29289269
XP_034608215	2252	21.31	22.03	29289269
XP_034608216	2140	21.17	21.92	29289269
XP_034608217	713	25.26	28.35	29289269
XP_034608218	2526	21.37	22.02	29289269
XP_034608219	2524	21.37	22.03	29289269
XP_034608220	894	21.84	22.96	29289269
XP_034608221	894	21.84	22.96	29289269
XP_034608222	860	21.83	22.92	29289269
XP_034608223	390	21.26	22.27	29289269
XP_034608224	1044	21.83	23.69	29289269
XP_034608225	1009	21.93	23.83	29289269
XP_034608226	1005	21.91	23.83	29289269
XP_034608227	2347	23.81	25.97	29289269
XP_034608228	2339	23.82	25.98	29289269
XP_034608229	2332	23.78	25.96	29289269
XP_034608230	563	23.45	25.13	29289269
XP_034608231	2324	23.79	25.97	29289269
XP_034608232	2289	23.93	26.09	29289269
XP_034608233	2347	23.81	25.97	29289269
XP_034608234	566	21.73	23.15	29289269
XP_034608235	257	23.61	26.44	29289269
XP_034608236	1154	23.36	24.76	29289269
XP_034608237	423	24.35	26.87	29289269
XP_034608238	586	24.51	27.03	29289269
XP_034608239	119	25.07	27.3	29289269
XP_034608240	946	22.65	24.33	29289269
XP_034608241	121	24.26	26.29	29289269
XP_034608242	946	22.65	24.33	29289269
XP_034608243	931	22.59	24.24	29289269
XP_034608244	924	22.63	24.3	29289269
XP_034608245	909	22.58	24.21	29289269
XP_034608246	898	22.74	24.39	29289269
XP_034608247	896	22.75	24.4	29289269
XP_034608248	832	22.87	24.57	29289269
XP_034608249	1351	23.05	25.16	29289269
XP_034608250	1614	22.86	24.93	29289269
XP_034608251	1347	23.12	25.14	29289269
XP_034608252	1317	23.23	25.34	29289269
XP_034608253	1300	23.27	25.4	29289269
XP_034608254	1300	23.27	25.4	29289269
XP_034608255	211	22.53	25.68	29289269
XP_034608256	604	21.67	22.92	29289269
XP_034608257	533	21.93	23.25	29289269
XP_034608258	313	23.86	26.39	29289269
XP_034608259	313	23.86	26.39	29289269
XP_034608260	172	27.68	30.79	29289269
XP_034608261	172	27.68	30.79	29289269
XP_034608262	132	23.08	25.23	29289269
XP_034608263	1010	21.83	23.49	29289269
XP_034608264	962	21.78	23.43	29289269
XP_034608265	571	24.86	28.21	29289269
XP_034608266	571	24.86	28.21	29289269
XP_034608267	362	23.31	25.63	29289269
XP_034608268	571	24.86	28.21	29289269
XP_034608269	571	24.86	28.21	29289269
XP_034608270	567	24.88	28.23	29289269
XP_034608271	528	24.61	27.98	29289269
XP_034608272	599	22.22	23.95	29289269
XP_034608273	599	22.22	23.95	29289269
XP_034608274	584	22.57	24.39	29289269
XP_034608275	570	22.5	24.28	29289269
XP_034608276	555	22.33	24.07	29289269
XP_034608277	566	22.78	24.27	29289269
XP_034608278	551	22.62	24.09	29289269
XP_034608279	537	22.73	24.21	29289269
XP_034608280	530	22.67	24.19	29289269
XP_034608281	515	22.5	24	29289269
XP_034608282	1106	24.37	26.85	29289269
XP_034608283	873	24.61	27.03	29289269
XP_034608284	423	25.88	28.31	29289269
XP_034608285	389	26.29	28.99	29289269
XP_034608286	266	28.37	31.91	29289269
XP_034608287	254	22.68	23.57	29289269
XP_034608288	62	26.04	29.24	29289269
XP_034608289	251	23.01	25.2	29289269
XP_034608290	249	22.89	25.08	29289269
XP_034608291	1425	21.72	23	29289269
XP_034608292	1424	21.61	22.85	29289269
XP_034608293	1417	21.65	22.88	29289269
XP_034608294	1409	21.75	23.04	29289269
XP_034608295	1408	21.64	22.89	29289269
XP_034608296	1345	21.72	22.98	29289269
XP_034608297	570	21.5	22.03	29289269
XP_034608298	62	26.04	29.24	29289269
XP_034608299	495	21.66	21.91	29289269
XP_034608300	1371	22.83	24.42	29289269
XP_034608301	2335	25.6	27.76	29289269
XP_034608302	2335	25.6	27.76	29289269
XP_034608303	330	23.2	25.46	29289269
XP_034608304	62	26.04	29.24	29289269
XP_034608305	329	23.61	26.44	29289269
XP_034608306	1722	23.17	24.69	29289269
XP_034608307	905	23.38	25.96	29289269
XP_034608308	954	23.36	25.85	29289269
XP_034608309	950	23.36	25.83	29289269
XP_034608310	677	24.03	26.27	29289269
XP_034608311	677	24.03	26.27	29289269
XP_034608312	677	24.03	26.27	29289269
XP_034608313	677	24.03	26.27	29289269
XP_034608314	633	23.86	26.01	29289269
XP_034608315	266	24.06	26.05	29289269
XP_034608316	126	23.88	26.85	29289269
XP_034608317	368	23.6	25.82	29289269
XP_034608318	226	23.67	25.5	29289269
XP_034608319	341	26.79	29.73	29289269
XP_034608320	87	22.85	24.11	29289269
XP_034608321	1914	23.04	25.06	29289269
XP_034608322	313	24.9	27.58	29289269
XP_034608323	201	20.64	21.8	29289269
XP_034608324	189	21.11	22.57	29289269
XP_034608325	440	23.3	25.62	29289269
XP_034608326	238	22.9	24.4	29289269
XP_034608327	341	23.86	26.07	29289269
XP_034608328	330	23.9	26.18	29289269
XP_034608329	398	23.73	25.94	29289269
XP_034608330	338	22.11	24.64	29289269
XP_034608331	173	24.3	26.38	29289269
XP_034608332	136	24.78	26.56	29289269
XP_034608333	136	24.78	26.56	29289269
XP_034608334	170	24.25	26.09	29289269
XP_034608335	197	24.36	26.43	29289269
XP_034608336	444	20.72	22.22	29289269
XP_034608337	443	20.74	22.23	29289269
XP_034608338	424	20.65	22.24	29289269
XP_034608339	677	22.28	23.68	29289269
XP_034608340	670	25.7	28.95	29289269
XP_034608341	670	25.7	28.95	29289269
XP_034608342	256	21.6	23.04	29289269
XP_034608343	502	23.63	25.6	29289269
XP_034608344	481	23.9	25.85	29289269
XP_034608345	354	24.1	26.33	29289269
XP_034608346	654	18.92	19.33	29289269
XP_034608347	176	25.63	29.11	29289269
XP_034608348	247	27.21	30.43	29289269
XP_034608349	239	27.38	30.6	29289269
XP_034608350	225	26.96	30.24	29289269
XP_034608351	217	27.14	30.42	29289269
XP_034608352	211	24.97	27.38	29289269
XP_034608353	1001	22.98	23.98	29289269
XP_034608354	1001	22.98	23.98	29289269
XP_034608355	1001	22.98	23.98	29289269
XP_034608356	759	21.98	23.46	29289269
XP_034608357	768	21.95	23.41	29289269
XP_034608358	559	23.37	24.97	29289269
XP_034608359	473	22.01	23.43	29289269
XP_034608360	279	21.03	20.95	29289269
XP_034608361	259	21.1	21.13	29289269
XP_034608362	650	22.36	23.61	29289269
XP_034608363	599	22.6	23.78	29289269
XP_034608364	488	22.36	23.79	29289269
XP_034608365	681	22	23.31	29289269
XP_034608366	523	23.82	25.68	29289269
XP_034608367	435	21.9	23.31	29289269
XP_034608368	511	23.84	25.73	29289269
XP_034608369	409	23.9	25.76	29289269
XP_034608370	483	23.7	25.55	29289269
XP_034608371	483	23.63	25.65	29289269
XP_034608372	443	23.48	25.5	29289269
XP_034608373	405	23.94	25.76	29289269
XP_034608374	921	19.87	21.92	29289269
XP_034608375	920	19.86	21.92	29289269
XP_034608376	897	21.51	23.28	29289269
XP_034608377	409	22.06	23.79	29289269
XP_034608378	373	22.06	23.38	29289269
XP_034608379	373	22.06	23.38	29289269
XP_034608380	373	22.06	23.38	29289269
XP_034608381	373	22.06	23.38	29289269
XP_034608382	373	22.06	23.38	29289269
XP_034608383	373	22.06	23.38	29289269
XP_034608384	373	22.06	23.38	29289269
XP_034608385	641	22.79	24.93	29289269
XP_034608386	584	22.85	25.05	29289269
XP_034608387	513	22.98	24.26	29289269
XP_034608388	478	23.82	25.36	29289269
XP_034608389	478	22.93	24.31	29289269
XP_034608390	477	22.92	24.32	29289269
XP_034608391	466	23.61	25.12	29289269
XP_034608392	407	23.13	24.5	29289269
XP_034608393	360	23.96	25.65	29289269
XP_034608394	926	22.28	23.49	29289269
XP_034608395	926	22.28	23.49	29289269
XP_034608396	904	22.34	23.57	29289269
XP_034608397	903	22.29	23.45	29289269
XP_034608398	898	22.3	23.45	29289269
XP_034608399	122	23.71	25.64	29289269
XP_034608400	440	24.46	26.79	29289269
XP_034608401	152	22.99	24.07	29289269
XP_034608402	527	23.6	24.99	29289269
XP_034608403	510	23.68	25.1	29289269
XP_034608404	247	22.57	24.74	29289269
XP_034608405	100	25.09	27.57	29289269
XP_034608406	555	21.79	22.77	29289269
XP_034608407	555	21.79	22.77	29289269
XP_034608408	522	21.67	22.53	29289269
XP_034608409	440	24.46	26.79	29289269
XP_034608410	806	23.37	24.82	29289269
XP_034608411	581	24.86	27.02	29289269
XP_034608412	249	22.25	23.87	29289269
XP_034608413	89	25.73	28.63	29289269
XP_034608414	801	24.6	27.44	29289269
XP_034608415	226	23.89	25.86	29289269
XP_034608416	440	24.46	26.79	29289269
XP_034608417	2795	21.46	22.88	29289269
XP_034608418	2792	21.46	22.88	29289269
XP_034608419	2792	21.46	22.89	29289269
XP_034608420	2791	21.47	22.89	29289269
XP_034608421	2789	21.46	22.89	29289269
XP_034608422	2780	21.44	22.85	29289269
XP_034608423	2774	21.5	22.92	29289269
XP_034608424	2769	21.46	22.9	29289269
XP_034608425	2748	21.5	22.93	29289269
XP_034608426	440	24.46	26.79	29289269
XP_034608427	2745	21.5	22.96	29289269
XP_034608428	2724	21.54	22.99	29289269
XP_034608429	2712	21.56	23.02	29289269
XP_034608430	2489	21.45	22.87	29289269
XP_034608431	2489	21.45	22.87	29289269
XP_034608432	2489	21.45	22.87	29289269
XP_034608433	2470	21.77	23.38	29289269
XP_034608434	2382	21.67	23.08	29289269
XP_034608435	2367	21.65	23.05	29289269
XP_034608436	2164	21.81	23.43	29289269
XP_034608437	358	24.66	26.93	29289269
XP_034608438	2012	21.77	23.34	29289269
XP_034608439	2012	21.77	23.34	29289269
XP_034608440	2012	21.77	23.34	29289269
XP_034608441	2455	21.75	23.34	29289269
XP_034608442	237	24.93	26.35	29289269
XP_034608443	229	25.2	26.6	29289269
XP_034608444	215	25.16	26.43	29289269
