Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
G0M759	188	24.01	26.18	11988985
G0M760	432	23.98	26.16	11988985
G0M761	720	24.48	26.73	11988985
G0M762	917	24.6	27.54	11988985
G0M763	89	24.42	26.57	11988985
G0M764	380	24.62	26.98	11988985
G0M765	114	22.45	24.59	11988985
G0M766	915	23.82	26.25	11988985
G0M767	306	26.36	29.76	11988985
G0M768	506	23.5	25.51	11988985
G0M769	853	23.76	26.43	11988985
G0M770	635	23.74	25.46	11988985
G0M771	884	23	24.55	11988985
G0M772	490	25.28	27.83	11988985
G0M773	173	23.12	24.47	11988985
G0M774	177	22.4	24.13	11988985
G0M775	147	25.42	27.53	11988985
G0M776	147	24.13	26.41	11988985
G0M777	93	23.66	26.34	11988985
G0M778	143	21.62	22.45	11988985
G0M779	21	20.84	21.71	11988985
G0M780	29	25.48	26.07	11988985
G0M781	464	23.25	25.58	11988985
G0M782	13	26.38	29.58	11988985
G0M783	2100	24.2	26.67	11988985
G0M784	126	25	28.29	11988985
G0M785	573	24.47	26.95	11988985
G0M786	387	23.33	24.6	11988985
G0M787	372	25.71	28.8	11988985
G0M788	209	24.6	27.6	11988985
G0M789	413	19.36	20.65	11988985
G0M790	356	25.31	27.57	11988985
G0M791	329	25.64	28.42	11988985
G0M792	290	23.64	26.12	11988985
G0M793	1080	22.16	23.58	11988985
G0M794	584	24.11	26.58	11988985
G0M795	507	24.22	26.83	11988985
G0M796	298	24.98	27.18	11988985
G0M797	410	25.84	28.9	11988985
G0M798	196	24.46	26.03	11988985
G0M799	313	23.53	25.79	11988985
G0M7A0	470	23.85	26.16	11988985
G0M7A1	329	24.5	26.73	11988985
G0M7A2	144	23.81	25.35	11988985
G0M7A3	511	25.31	27.49	11988985
G0M7A4	425	22.62	24.52	11988985
G0M7A5	250	25.43	27.94	11988985
G0M7A6	358	22.26	24.58	11988985
G0M7A7	336	25.17	27.94	11988985
G0M7A8	304	22.29	25.13	11988985
G0M7A9	620	23.47	25.89	11988985
G0M7B0	580	20.99	22.83	11988985
G0M7B1	270	24.13	26.35	11988985
G0M7B2	499	23.38	25.66	11988985
G0M7B3	89	23.45	26.33	11988985
G0M7B4	234	22.9	24.69	11988985
G0M7B5	302	19.56	19.62	11988985
G0M7B6	801	24.4	26.9	11988985
G0M7B7	379	24.61	27.17	11988985
G0M7B8	337	23.17	25.31	11988985
G0M7B9	342	24.8	27.19	11988985
G0M7C0	486	25.49	28.04	11988985
G0M7C1	120	25.57	27.5	11988985
G0M7C2	149	24.68	27.98	11988985
G0M7C3	482	17.9	19.23	11988985
G0M7C4	578	23.65	23.59	11988985
G0M7C5	203	25.43	28.25	11988985
G0M7C6	146	24.65	27.22	11988985
G0M7C7	209	24.35	27.56	11988985
G0M7C8	611	24.14	26.78	11988985
G0M7C9	133	22.35	24.52	11988985
G0M7D0	460	21.74	21.9	11988985
G0M7D1	853	22.4	24.18	11988985
G0M7D2	194	24.07	25.53	11988985
G0M7D3	189	23.02	24.92	11988985
G0M7D4	298	24.08	26.15	11988985
G0M7D5	190	24.39	26.5	11988985
G0M7D6	291	25.46	29.1	11988985
G0M7D7	322	24.49	27.37	11988985
G0M7D8	254	22.8	25.08	11988985
G0M7D9	555	23.81	26.63	11988985
G0M7E0	520	26	28.52	11988985
G0M7E1	632	22.34	23.92	11988985
G0M7E2	474	24.1	25.59	11988985
G0M7E3	236	21.97	23.94	11988985
G0M7E4	264	21.43	23.37	11988985
G0M7E5	669	23.33	25.32	11988985
G0M7E6	726	25.12	27.83	11988985
G0M7E7	247	22.71	24.28	11988985
G0M7E8	10	30.98	38.7	11988985
G0M7E9	211	20.32	21.97	11988985
G0M7F0	555	24.49	26.57	11988985
G0M7F1	329	23.77	26.43	11988985
G0M7F2	536	23.18	25.75	11988985
G0M7F3	265	20.62	21.22	11988985
G0M7F4	848	23.6	26	11988985
G0M7F5	360	24.22	26.14	11988985
G0M7F6	668	22.7	24.71	11988985
G0M7F7	703	24.38	26.63	11988985
G0M7F8	341	22.57	25.48	11988985
G0M7F9	341	22.65	25.62	11988985
G0M7G0	90	20.57	21.38	11988985
G0M7G1	103	20.27	21.38	11988985
G0M7G2	2427	22.89	24.4	11988985
G0M7G3	76	22.7	23.59	11988985
G0M7G4	199	23.57	25.93	11988985
G0M7G5	204	24.05	26.11	11988985
G0M7G6	188	23.81	26.04	11988985
G0M7G7	212	25.35	27.59	11988985
G0M7G8	151	24.27	26.91	11988985
G0M7G9	129	22.05	22.41	11988985
G0M7H0	593	22.15	23.87	11988985
G0M7H1	449	24.24	26.25	11988985
G0M7H2	426	25.29	27.66	11988985
G0M7H3	157	24.36	26.27	11988985
G0M7H4	586	25.17	27.14	11988985
G0M7H5	126	25.45	27.7	11988985
G0M7H6	137	24.88	26.69	11988985
G0M7H7	1631	22.91	24.98	11988985
G0M7H8	396	22.74	24.77	11988985
G0M7H9	121	26.44	28.42	11988985
G0M7I0	858	22.77	24.87	11988985
G0M7I1	175	23.18	26.24	11988985
G0M7I2	89	25.24	28.83	11988985
G0M7I3	249	23.8	25.77	11988985
G0M7I4	131	25.96	28.45	11988985
G0M7I5	558	22	23.62	11988985
G0M7I6	231	24.24	26.23	11988985
G0M7I7	2223	23.12	25.71	11988985
G0M7I8	2205	23.25	25.85	11988985
G0M7I9	265	23.03	25.44	11988985
G0M7J0	501	22.78	24.05	11988985
G0M7J1	357	23.54	25.46	11988985
G0M7J2	148	25.21	27.88	11988985
G0M7J3	161	25.49	28.9	11988985
G0M7J4	209	24.92	27.82	11988985
G0M7J5	204	25.96	29.14	11988985
G0M7J6	142	25.57	28.16	11988985
G0M7J7	691	25.74	27.73	11988985
G0M7J8	292	23.44	24.89	11988985
G0M7J9	505	22.24	23.42	11988985
G0M7K0	617	20.97	22.11	11988985
G0M7K1	1288	21.99	23.74	11988985
G0M7K2	84	22.54	25.13	11988985
G0M7K3	110	23.44	25.86	11988985
G0M7K4	971	21.14	22.29	11988985
G0M7K5	524	25.44	28.75	11988985
G0M7K6	146	25.41	28.44	11988985
G0M7K7	238	25.11	28.22	11988985
G0M7K8	292	24.38	27.54	11988985
G0M7K9	790	24.21	26.54	11988985
G0M7L0	548	21.95	23.54	11988985
G0M7L1	335	21.64	23.6	11988985
G0M7L2	146	20.32	19.94	11988985
G0M7L3	265	24.91	27.37	11988985
G0M7L4	104	24.68	27.5	11988985
G0M7L5	321	23.62	26.38	11988985
G0M7L6	588	25.69	28.99	11988985
G0M7L7	222	25.78	28.52	11988985
G0M7L8	239	24.29	26.57	11988985
G0M7L9	91	24.09	25.9	11988985
G0M7M0	317	25.11	27.95	11988985
G0M7M1	426	24.58	27.18	11988985
G0M7M2	594	24.66	27.9	11988985
G0M7M3	617	23.49	26.26	11988985
G0M7M4	598	22.98	25.05	11988985
G0M7M5	611	22.77	25.53	11988985
G0M7M6	468	24.07	25.79	11988985
G0M7M7	155	24.76	27.66	11988985
G0M7M8	447	25.14	27.53	11988985
G0M7M9	204	24.02	25.87	11988985
G0M7N0	152	24.18	26.14	11988985
G0M7N1	133	21.62	22.99	11988985
G0M7N2	465	24.5	27.27	11988985
G0M7N3	1267	22.23	24.07	11988985
G0M7N4	625	22.93	25.22	11988985
G0M7N5	187	27.12	30.25	11988985
G0M7N6	492	23.8	27.28	11988985
G0M7N7	902	21.47	23.62	11988985
G0M7N8	214	22	23.52	11988985
G0M7N9	82	22.43	24.77	11988985
G0M7P0	425	25.57	28.29	11988985
G0M7P1	115	21.02	24.08	11988985
G0M7P2	319	23.21	24.51	11988985
G0M7P3	115	25.93	27.77	11988985
G0M7P4	68	22.18	25.01	11988985
G0M7P5	236	23.31	23.76	11988985
G0M7P6	81	21.97	24.11	11988985
G0M7P7	481	23.01	24.52	11988985
G0M7P8	320	22.44	24.86	11988985
G0M7P9	1601	23.53	25.47	11988985
G0M7Q0	1223	23.67	25.91	11988985
G0M7Q1	108	24.59	27.06	11988985
G0M7Q2	341	25.58	28.16	11988985
G0M7Q3	213	23	25.5	11988985
G0M7Q4	865	21.95	22.87	11988985
G0M7Q5	351	25.54	27.87	11988985
G0M7Q6	236	23.9	26.31	11988985
G0M7Q7	295	23.41	25.03	11988985
G0M7Q8	681	22.66	24.38	11988985
G0M7Q9	596	23.75	25.76	11988985
G0M7R0	114	26.45	28.32	11988985
G0M7R1	349	25.32	27.57	11988985
G0M7R2	204	25.66	28.34	11988985
G0M7R3	906	23.46	25.53	11988985
G0M7R4	472	24.89	26.83	11988985
G0M7R5	112	22.28	23.9	11988985
G0M7R6	131	24.82	26.74	11988985
G0M7R7	99	20.79	22.18	11988985
G0M7R8	108	21.67	22.92	11988985
G0M7R9	1707	22.14	23.45	11988985
G0M7S0	101	23.71	26.11	11988985
G0M7S1	176	24.39	26.85	11988985
G0M7S2	155	24.22	25.7	11988985
G0M7S3	633	24.1	26.31	11988985
G0M7S4	243	25.16	28.25	11988985
G0M7S5	1135	21.67	22.78	11988985
G0M7S6	815	21.9	23.58	11988985
G0M7S7	476	24.07	25.95	11988985
G0M7S8	429	24.24	26.13	11988985
G0M7S9	173	22.79	24.94	11988985
G0M7T0	234	22.49	24.43	11988985
G0M7T1	202	27.42	29.61	11988985
G0M7T2	277	23.08	25.31	11988985
G0M7T3	27	26.08	28.3	11988985
G0M7T4	665	24.82	27.39	11988985
G0M7T5	335	23.33	24.5	11988985
G0M7T6	544	21.2	22.72	11988985
G0M7T7	203	23.24	25.14	11988985
G0M7T8	402	19.44	19.28	11988985
G0M7T9	354	22.17	24.38	11988985
G0M7U0	108	23.4	26.62	11988985
G0M7U1	2312	21.9	22.36	11988985
G0M7U2	279	22.09	24.1	11988985
G0M7U3	164	24.62	27.65	11988985
G0M7U4	566	21.28	23.06	11988985
G0M7U5	331	25.41	27.84	11988985
G0M7U6	275	22.19	23.84	11988985
G0M7U7	243	21.93	23.99	11988985
G0M7U8	516	23.28	24.79	11988985
G0M7U9	101	21.99	24.42	11988985
G0M7V0	198	21.56	23.33	11988985
G0M7V1	948	23.48	25.03	11988985
G0M7V2	104	22.35	24.78	11988985
G0M7V3	193	23.58	25.41	11988985
G0M7V4	561	23.69	26.14	11988985
G0M7V5	779	22.36	24.03	11988985
G0M7V6	141	21.89	22.09	11988985
G0M7V7	482	23.86	26.53	11988985
G0M7V8	86	20.22	21.81	11988985
G0M7V9	292	24.24	26.33	11988985
G0M7W0	404	22.58	24.12	11988985
G0M7W1	192	26.19	28.92	11988985
G0M7W2	761	23.02	25.23	11988985
G0M7W3	619	26.44	29.48	11988985
G0M7W4	187	23.7	25.37	11988985
G0M7W5	59	25.16	26.67	11988985
G0M7W6	101	22.57	24.63	11988985
G0M7W7	1083	24.24	26.77	11988985
G0M7W8	92	22.19	24.63	11988985
G0M7W9	328	24.78	27.63	11988985
G0M7X0	585	24.07	26.28	11988985
G0M7X1	350	23.92	25.63	11988985
G0M7X2	165	23.83	26.12	11988985
G0M7X3	150	29.45	33.95	11988985
G0M7X4	219	25.76	28.79	11988985
G0M7X5	115	23.33	25.89	11988985
G0M7X6	655	24.08	26.29	11988985
G0M7X7	67	24.47	27.57	11988985
G0M7X8	16	27.45	32.16	11988985
G0M7X9	19	29.98	32.76	11988985
G0M7Y0	51	27.39	29.43	11988985
G0M7Y1	98	23.65	23.96	11988985
G0M7Y2	176	21.78	23.27	11988985
G0M7Y3	394	23.01	24.78	11988985
G0M7Y4	179	26.95	29.7	11988985
G0M7Y5	330	26.71	30.76	11988985
G0M7Y6	66	21.13	23.52	11988985
G0M7Y7	250	23.62	25.81	11988985
G0M7Y8	1400	24.44	27.42	11988985
G0M7Y9	491	23.26	25.45	11988985
G0M7Z0	172	23.22	25.24	11988985
G0M7Z1	97	25.97	29.62	11988985
G0M7Z2	855	23.12	24.97	11988985
G0M7Z3	220	23.27	26.19	11988985
G0M7Z4	99	23.58	25.3	11988985
G0M7Z5	215	24.71	27	11988985
G0M7Z6	337	26.48	30.1	11988985
G0M7Z7	349	20.5	21.63	11988985
G0M7Z8	234	26.28	29.71	11988985
G0M7Z9	559	25.22	28.1	11988985
G0M800	94	22.9	25.62	11988985
G0M801	87	22.72	25.32	11988985
G0M802	431	24.05	26.55	11988985
G0M803	661	23.22	25.54	11988985
G0M804	75	23.27	25.17	11988985
G0M805	498	24.64	27.64	11988985
G0M806	150	24.5	27.52	11988985
G0M807	137	25.31	27.94	11988985
G0M808	11	21.35	21.32	11988985
G0M809	403	24.74	26.95	11988985
G0M810	388	24.2	26.91	11988985
G0M811	122	24.6	27.06	11988985
G0M812	2795	22.77	23.95	11988985
G0M813	708	24.59	26.97	11988985
G0M814	100	22.1	22.67	11988985
G0M815	494	22.9	24.86	11988985
G0M816	260	21.25	22.69	11988985
G0M817	336	19.98	20.9	11988985
G0M818	104	25.68	27.88	11988985
G0M819	116	23.97	27	11988985
G0M820	103	26.69	29.78	11988985
G0M821	217	23.17	25.88	11988985
G0M822	173	24.62	27.55	11988985
G0M823	94	22.9	24.16	11988985
G0M824	75	22.35	24.3	11988985
G0M825	91	27.37	30.13	11988985
G0M826	83	25.75	27.89	11988985
G0M827	174	24.59	27.11	11988985
G0M828	56	25.89	28.88	11988985
G0M829	95	24.13	25.19	11988985
G0M830	154	25.26	27.78	11988985
G0M831	660	22.08	23.91	11988985
G0M832	435	24.41	26.78	11988985
G0M833	91	22.78	25.22	11988985
G0M834	97	22.98	25.38	11988985
G0M835	95	24.48	27.06	11988985
G0M836	341	25.73	29.26	11988985
G0M837	475	25.03	27.77	11988985
G0M838	565	24.57	27.17	11988985
G0M839	124	25.06	28.07	11988985
G0M840	777	24.01	25.69	11988985
G0M841	142	26.86	29.99	11988985
G0M842	525	22.76	25.01	11988985
G0M843	428	25.69	28.86	11988985
G0M844	305	24.34	26.7	11988985
G0M845	1381	24.67	27.25	11988985
G0M846	97	24.08	26.15	11988985
G0M847	536	24.49	26.83	11988985
G0M848	191	23.36	25.61	11988985
G0M849	608	24.05	25.02	11988985
G0M850	150	26.35	28.86	11988985
G0M851	1105	22.9	23.96	11988985
G0M852	402	21.52	23.78	11988985
G0M853	493	23.55	26.27	11988985
G0M854	117	27.51	30.4	11988985
G0M855	487	23.08	25.36	11988985
G0M856	32	22.07	21.89	11988985
G0M857	65	25.17	27.52	11988985
G0M858	393	22.63	24.29	11988985
G0M859	150	23.78	25.16	11988985
G0M860	238	24.95	28.24	11988985
G0M861	534	25.22	28.34	11988985
G0M862	235	25.58	28.83	11988985
G0M863	456	23.79	25.82	11988985
G0M864	142	28.08	31.32	11988985
G0M865	339	22.86	24.73	11988985
G0M866	85	22.57	25.02	11988985
G0M867	633	23.58	25.94	11988985
G0M868	130	22.72	24.15	11988985
G0M869	362	23.1	25.01	11988985
G0M870	799	22.74	23.95	11988985
G0M871	2806	20.56	21.46	11988985
G0M872	14	28.21	31.29	11988985
G0M873	101	22.94	25.63	11988985
G0M874	2715	20.98	21.73	11988985
G0M875	241	25.3	27.86	11988985
G0M876	485	26.1	29.47	11988985
G0M877	942	23.23	25.33	11988985
G0M878	433	27.35	31.08	11988985
G0M879	132	23.69	25.59	11988985
G0M880	529	24.2	25.83	11988985
G0M881	170	24.2	26.39	11988985
G0M882	365	23.8	25.91	11988985
G0M883	503	25.55	28.66	11988985
G0M884	445	25.54	29.1	11988985
G0M885	109	22.93	25.13	11988985
G0M886	75	26.73	28.76	11988985
G0M887	642	25.1	28.4	11988985
G0M888	329	28.42	31.57	11988985
G0M889	294	24.37	27.44	11988985
G0M890	281	27.02	30.08	11988985
G0M891	236	23.31	25.03	11988985
G0M892	729	24.87	27.14	11988985
G0M893	147	23.75	26.03	11988985
G0M894	308	25.11	28.14	11988985
G0M895	499	25.03	27.58	11988985
G0M896	967	24.55	26.98	11988985
G0M897	100	22.52	24.79	11988985
G0M898	390	25.11	27.83	11988985
G0M899	365	22.71	24.32	11988985
G0M8A0	171	20.97	22.48	11988985
G0M8A1	735	24.1	26.35	11988985
G0M8A2	336	26.35	30.19	11988985
G0M8A3	335	21.42	23.09	11988985
G0M8A4	458	25.24	28.19	11988985
G0M8A5	787	23.1	25.44	11988985
G0M8A6	159	23.07	25.39	11988985
G0M8A7	320	24.98	27.15	11988985
G0M8A8	362	23.81	26.03	11988985
G0M8A9	73	24.32	26.13	11988985
G0M8B0	325	22.64	24.44	11988985
