Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
A0A1W2WHH8	187	23.36	25.82	5370518
A0A1W2WHI2	438	23.42	25.07	5370518
A0A1W2WHR9	200	23.22	25.94	5370518
A0A1W2WHS9	502	22.35	24.77	5370518
A0A1W2WHY7	125	24.6	26.91	5370518
A0A1W2WI04	148	23.96	26.36	5370518
A0A1W2WI90	338	22.41	24.63	5370518
A0A1W2WII7	332	24.1	26.71	5370518
A0A1W2WIN6	315	24.68	27.22	5370518
A0A1W2WIN8	477	22.92	25.51	5370518
A0A1W2WIY7	147	24.66	27.09	5370518
A0A1W2WJ91	90	24.3	26.53	5370518
A0A1W2WJB6	397	26.3	29.22	5370518
A0A1W2WJC4	120	22.81	24.91	5370518
A0A1W2WJD9	314	24.19	27.12	5370518
A0A1W2WJE4	297	22.61	24.92	5370518
A0A1W2WJR0	329	22.72	24	5370518
A0A1W2WJU7	411	22.92	25.25	5370518
A0A1W2WJY0	139	22.46	23.85	5370518
A0A1W2WK21	312	23.06	24.89	5370518
A0A1W2WKH9	218	21.66	23.14	5370518
A0A1W2WKI9	128	23.89	26.06	5370518
A0A1W2WKJ7	226	23.43	26.54	5370518
A0A1W2WKN2	550	21.76	23.35	5370518
A0A1W2WKR4	446	23.21	25.17	5370518
A0A1W2WKT4	191	24.52	26.41	5370518
A0A1W2WKU4	150	22.26	25.14	5370518
A0A1W2WKY9	451	23.45	25.58	5370518
A0A1W2WL76	222	26.98	31.21	5370518
A0A1W2WLF6	266	23.83	25.96	5370518
A0A1W2WLM4	586	23.63	25.53	5370518
A0A1W2WM83	119	23.68	24.97	5370518
A0A1W2WML0	213	19.95	21.08	5370518
A0A1W2WMN3	232	22.95	25.27	5370518
A0A1W2WN02	107	23.02	26.12	5370518
A0A1W2WN42	200	22.55	24.66	5370518
A0A1W2WNG5	235	23.23	24.07	5370518
A0A1W2WNJ8	163	25.8	28.65	5370518
A0A1W2WP01	114	25.64	29.54	5370518
A0A1W2WP07	188	24.01	26.24	5370518
A0A1W2WP51	141	24.06	26.72	5370518
A0A1W2WP76	284	26.59	30.15	5370518
A0A1W2WPE0	168	25.05	28.66	5370518
A0A1W2WPI0	153	21.31	23.15	5370518
A0A1W2WQ35	256	22.9	24.72	5370518
A0A1W2WQI1	389	24.58	27.3	5370518
A0A1W2WQT6	230	22.2	22.95	5370518
A0A1W2WRA1	217	23.66	24.36	5370518
A0A1W2WRD6	137	24.61	26.71	5370518
A0A1W3JBG0	520	21.92	24.16	5370518
A0A1W3JBY4	268	22.09	23.52	5370518
A0A1W3JD12	325	21.68	23.42	5370518
A0A1W3JDM4	486	22.88	24.33	5370518
A0A1W3JDZ4	140	21.9	22.94	5370518
A0A1W3JEA6	431	23.4	25.2	5370518
A0A1W3JEL3	782	23.29	25.03	5370518
A0A1W3JEV5	245	22.1	24.45	5370518
A0A1W3JEY8	311	22.52	25.08	5370518
A0A1W3JF81	141	21.72	23.78	5370518
A0A1W3JF95	166	24.59	26.94	5370518
A0A1W3JFF0	554	24.03	25.98	5370518
A0A1W3JFQ5	770	25.05	27.34	5370518
A0A1W3JG49	449	24.48	27.45	5370518
A0A1W3JGH5	191	23.65	26.53	5370518
A0A1W3JGN6	172	23.87	25.71	5370518
A0A1W3JGQ0	263	23.46	26.83	5370518
A0A1W3JGZ9	140	24.49	26.65	5370518
A0A1W3JH18	1160	23.71	26.52	5370518
A0A1W3JH33	301	23.75	25.5	5370518
A0A1W3JHE2	226	21.66	23.4	5370518
A0A1W3JHQ5	246	27.08	30.53	5370518
A0A1W3JHR7	590	23.63	26.51	5370518
A0A1W3JI05	173	24.73	27.16	5370518
A0A1W3JI75	318	24.26	26.52	5370518
A0A1W3JIP1	215	22.04	23.4	5370518
A0A1W3JIQ6	385	24.34	26.98	5370518
A0A1W3JJ67	501	23.45	25.55	5370518
A0A1W3JJ95	166	22.63	24.14	5370518
A0A1W3JJA3	107	21.59	22.31	5370518
A0A1W3JJB9	428	24.74	26.77	5370518
A0A1W3JJK5	449	25.18	27.91	5370518
A0A1W3JJN3	733	21.55	22.85	5370518
A0A1W3JJQ5	206	23.76	26.48	5370518
A0A1W3JKJ9	1071	24.39	26.91	5370518
A0A1W3JL17	194	22.52	23.82	5370518
A0A1W3JLL0	160	25	26.93	5370518
A0A1W3JM58	1180	24.72	27.34	5370518
A0A1W3JM62	205	20.97	22.99	5370518
A0A1W3JM80	155	25.24	28.32	5370518
A0A1W3JMX0	217	22.17	24.97	5370518
A0A1W3JNK5	386	23.86	26.18	5370518
A0A1W3JNN9	335	24.18	26.99	5370518
A0A1W3JNV5	246	24.52	26.79	5370518
A0A1W3JP67	297	24.73	26.87	5370518
A0A1W3JPF5	281	24.24	27.15	5370518
A0A1W3JPJ7	1216	23.06	25.31	5370518
A0A1W3JPN0	409	22.56	25.12	5370518
A0A1W3JPZ4	429	23.48	26.22	5370518
A0A1W3JQF8	326	23.92	26.35	5370518
A0A1W3JQT9	487	22.53	24.35	5370518
A0A1W3JRA5	227	23.45	26.57	5370518
A0A1W3JRD5	209	24.49	26.17	5370518
A0A1W3JRI0	155	23.98	26.49	5370518
A0A1W3JSW3	123	25.47	28.09	5370518
A0A1W3JT00	171	23.32	25.04	5370518
A0A1W3JT05	212	23.68	26.15	5370518
A0A1W3JUM5	237	21.6	23.32	5370518
A0A1W3JUY2	272	27.89	31.46	5370518
A0A1W3JV04	1243	22.51	24.25	5370518
A0A1W3JV80	430	23.97	26.24	5370518
A0A1W3JVH5	674	25.22	27.97	5370518
A0A1W3JW04	143	23.88	27.03	5370518
A0A1W3JW59	345	24.31	26.78	5370518
A0A1W5B2K3	354	22.85	25.1	5370518
A0A1W5B2W5	287	22.34	25.05	5370518
A0A1W5B306	167	24.26	27.3	5370518
A0A1W5B320	126	21.61	24.18	5370518
A0A1W5B570	402	25.71	28.45	5370518
A0A1W5B5D2	116	21.95	24.23	5370518
A0A1W5B5J3	536	25.18	27.68	5370518
A0A1W5B5N2	349	25.58	29.04	5370518
A0A1W5B6R5	266	22.64	25.2	5370518
A0A1W5B6S5	1124	22.67	22.65	5370518
A0A1W5B6T4	170	24.23	27.36	5370518
A0A1W5B7I0	1026	20.79	21.64	5370518
A0A1W5B7N8	495	23.37	25.88	5370518
A0A1W5B7P7	514	24.33	26.79	5370518
A0A1W5B7S8	227	21.86	24.22	5370518
A0A1W5B7T0	91	22.43	24.71	5370518
A0A1W5B8I0	202	23.06	25.61	5370518
A0A1W5B8N9	372	22.7	25.57	5370518
A0A1W5B8X3	381	24.88	28.5	5370518
A0A1W5B998	831	22.83	24.85	5370518
A0A1W5B9L1	150	21.92	24.23	5370518
A0A1W5B9N3	390	22.23	23.98	5370518
A0A1W5B9W0	277	22.17	24.65	5370518
A0A1W5B9X7	249	23.43	25.73	5370518
A0A1W5BA34	108	25.31	27.39	5370518
A0A1W5BAI1	287	22.66	24.71	5370518
A0A1W5BAW6	248	26.1	28.86	5370518
A0A1W5BAX3	448	23.93	25.86	5370518
A0A1W5BB42	366	22.79	24.9	5370518
A0A1W5BBA5	260	25.07	26.76	5370518
A0A1W5BBE3	649	22.08	23.48	5370518
A0A1W5BBT9	632	21.85	23.42	5370518
A0A1W5BC53	246	24	26.47	5370518
A0A1W5BCQ9	182	22.36	25.34	5370518
A0A1W5BD87	301	28.6	31.68	5370518
A0A1W5BDE9	392	25.1	27.82	5370518
A0A1W5BDS1	164	23.16	25.24	5370518
A0A1W5BDY9	328	23.79	26.49	5370518
A0A1W5BDZ3	465	22.09	23.79	5370518
A0A1W5BE54	345	22.45	24.64	5370518
A0A1W5BEL0	395	23.52	25.44	5370518
A0A1W5BEV8	481	24.68	27.14	5370518
A0A1W5BF98	342	23.92	27.07	5370518
A0A1W5BFH2	337	23.7	26.2	5370518
A0A1W5BFJ2	227	22.6	25.48	5370518
A0A1W5BFR1	463	23.12	25.52	5370518
A0A1W5BFR6	533	22.58	23.65	5370518
A0A1W5BG44	893	22.34	24.51	5370518
A0A1W5BGB6	448	21.01	22.93	5370518
A0A1W5BGR0	242	23.16	25.58	5370518
A0A1W5BGT3	208	24.42	27.14	5370518
A0A1W5BGX7	410	23.06	25.01	5370518
A0A1W5BHL0	256	26.71	30.15	5370518
A0A1W5BHV7	264	23.54	27.03	5370518
A0A1W5BHY1	416	22.92	24.52	5370518
A0A1W5BI84	194	21.15	22.53	5370518
A0A1W5BIZ6	244	25.55	27.16	5370518
A0A1W5BJ20	260	24.76	26.68	5370518
A0A1W5BJ73	505	26.02	27.92	5370518
A0A1W5BJ79	561	21.82	23.2	5370518
A0A1W5BJQ3	113	22.02	23.12	5370518
A0A1W5BJR6	336	23.15	25.62	5370518
A0A1W5BJW2	192	23.27	25.33	5370518
A0A1W5BKF1	200	23.91	25.1	5370518
A0A1W5BKL9	601	23.23	25.54	5370518
A0A1W5BL24	151	24.57	27.03	5370518
A0A1W5BL25	521	24.32	26.5	5370518
A0A1W5BLB5	579	22.44	25.06	5370518
A0A1W5BLE2	454	23.79	25.95	5370518
A0A1W5BM90	325	23.89	26.88	5370518
A0A1W5BNF9	455	26.07	29.72	5370518
A0A1W5BNS4	211	24.23	27.13	5370518
A0A1W5BNW0	371	22.44	24.21	5370518
A0A1W5BNW1	209	25.64	29.36	5370518
A0A1W5BPQ3	140	26.39	29.25	5370518
A0A1W5BQ23	378	24.04	26.99	5370518
A0A1W5BQH4	402	23.76	25.84	5370518
A0A1W5BRK9	120	20.67	22.72	5370518
A0A3Q0PR93	112	20.72	24.18	5370518
A1XDA5	832	24.41	26.46	5370518
A2SY09	375	23.61	25.79	5370518
A6YPB2	92	23.26	24.85	5370518
A7BK23	648	23.56	25.79	5370518
A7VMU6	243	21.37	21.81	5370518
A7VMU8	146	22.34	24.01	5370518
A7VMU9	144	21.89	23.44	5370518
A7VMV0	130	22.1	24.45	5370518
A8WHA5	463	23.72	26.17	5370518
B1H3L8	618	24.19	26.48	5370518
B1PVV5	81	23.06	25.26	5370518
B5UA18	183	24.1	25.79	5370518
B5UA19	404	25.45	28.5	5370518
C4B8W8	765	22.91	24.49	5370518
C4B8W9	485	23.11	25.28	5370518
C4B8X0	388	23.92	26.51	5370518
C4B8X1	342	22.06	24.93	5370518
C4B8X2	257	23.05	24.96	5370518
C4B8X4	527	22.31	23.37	5370518
C4B8X5	300	21.94	22.85	5370518
C4B8X6	276	23.93	26.41	5370518
C6SUS0	195	23.6	25.15	5370518
C9W8P8	39	20.23	22.4	5370518
D2KU21	491	25.27	27.86	5370518
D2KZ69	411	26.11	28.87	5370518
E7FIY7	478	25.98	29.08	5370518
E7FIY8	486	26.32	29.42	5370518
E7FIZ4	499	25.62	28.48	5370518
F5XVE7	120	22.81	25.63	5370518
F6PG92	408	23.94	26.31	5370518
F6PGW6	457	23.07	25.6	5370518
F6PGX9	1230	23.85	26.98	5370518
F6PGY3	305	24.96	27.11	5370518
F6PH01	257	26.98	30.44	5370518
F6PH03	798	21.71	24.21	5370518
F6PH07	367	26.39	29.22	5370518
F6PH17	271	25.4	28.21	5370518
F6PH23	463	24.49	26.73	5370518
F6PH58	1673	21.13	22.94	5370518
F6PH64	652	23.82	26.34	5370518
F6PH72	549	23.38	25.76	5370518
F6PH84	468	22.01	23.62	5370518
F6PH90	496	23.44	25.87	5370518
F6PH94	268	24.41	27.32	5370518
F6PHA1	203	22.86	25.63	5370518
F6PHA9	375	24.32	27.43	5370518
F6PHB9	4239	24.14	26.7	5370518
F6PHD5	244	23.94	26.15	5370518
F6PHE6	387	23.37	25.18	5370518
F6PHF4	798	23.94	25.68	5370518
F6PHG8	329	24.88	27.12	5370518
F6PHH7	469	22.98	25.53	5370518
F6PHI7	740	25.02	27.2	5370518
F6PHI9	205	24.12	26.86	5370518
F6PHJ3	564	24.04	26.05	5370518
F6PHL6	558	23.28	24.54	5370518
F6PHM0	498	24.21	26.29	5370518
F6PHN1	1026	22.99	25.22	5370518
F6PHN6	295	23.15	25.68	5370518
F6PHP1	170	24.61	26.97	5370518
F6PHQ0	432	21.18	23.31	5370518
F6PHQ6	91	24.69	27.7	5370518
F6PHR7	228	24.63	26.52	5370518
F6PHT0	405	21.39	23.74	5370518
F6PHT6	581	25.42	29.42	5370518
F6PHW1	298	23.65	25.64	5370518
F6PHY8	316	23.35	26.3	5370518
F6PHZ4	266	22.43	25	5370518
F6PI01	239	24.05	27.21	5370518
F6PI16	234	24.35	27.5	5370518
F6PI23	213	22.82	23.59	5370518
F6PI29	885	21.39	22.8	5370518
F6PI32	462	23.7	25.38	5370518
F6PI37	172	23.98	26.22	5370518
F6PI50	175	24.02	26.35	5370518
F6PI53	136	22.69	25.4	5370518
F6PI58	289	25.16	27.71	5370518
F6PI63	197	21.8	22.89	5370518
F6PI67	527	24.17	26.83	5370518
F6PI72	235	22.85	24.57	5370518
F6PI79	205	24.2	28	5370518
F6PI84	446	22.03	23.37	5370518
F6PI87	187	25.85	28.6	5370518
F6PI97	74	25.86	28.03	5370518
F6PIA1	277	24.56	27.17	5370518
F6PIA8	350	24.14	26.78	5370518
F6PIB0	52	22.72	23.92	5370518
F6PIB5	201	24.82	27.75	5370518
F6PIB9	210	26.58	29.34	5370518
F6PID9	680	24.97	27.46	5370518
F6PIE5	820	22.2	24.19	5370518
F6PIE8	287	25.3	28.39	5370518
F6PIF4	195	23.29	25.09	5370518
F6PIG9	208	23.6	26.15	5370518
F6PII0	212	24.23	27.31	5370518
F6PII8	144	25.98	28.94	5370518
F6PIK1	163	23.12	25.35	5370518
F6PIK7	190	22.14	23.53	5370518
F6PIL6	116	24.91	27.41	5370518
F6PIM1	72	23.64	26.9	5370518
F6PIM9	156	20.17	21.45	5370518
F6PIN4	185	23.29	25.36	5370518
F6PIQ0	485	23.58	25.8	5370518
F6PIR1	151	22.48	24.66	5370518
F6PIR7	203	20.93	22.5	5370518
F6PIT0	168	24.03	25.71	5370518
F6PIT2	339	23.81	26.5	5370518
F6PIT9	210	26.8	29.75	5370518
F6PIU4	425	23.75	26.51	5370518
F6PIV0	290	26.87	30.12	5370518
F6PIW1	363	21.93	23.45	5370518
F6PIX4	197	25.75	29.32	5370518
F6PIY0	257	23	25.12	5370518
F6PIY6	373	22.01	22.83	5370518
F6PIZ2	250	23.76	26.85	5370518
F6PJ07	86	24.2	26.37	5370518
F6PJ12	240	21.26	23.34	5370518
F6PJ27	74	24.97	26.91	5370518
F6PJ70	1554	23.65	25.83	5370518
F6PJ75	274	21.68	23.99	5370518
F6PJ79	757	23.5	25.97	5370518
F6PJ88	162	21.37	22.66	5370518
F6PJB8	219	27.81	31.91	5370518
F6PJG3	310	21.5	23.9	5370518
F6PJI0	597	22.89	24.59	5370518
F6PJK7	328	22.44	24.51	5370518
F6PJL4	332	24.07	26.28	5370518
F6PJL7	361	23.68	25.87	5370518
F6PJM3	596	23.86	26.48	5370518
F6PJP0	178	25.44	28.52	5370518
F6PJP7	193	21.61	23.29	5370518
F6PJR0	202	22.07	24.87	5370518
F6PJS1	234	23.82	26.22	5370518
F6PJS6	414	25.17	27.74	5370518
F6PJU1	633	23.6	25.95	5370518
F6PJV8	198	23.44	25.92	5370518
F6PJW3	162	23.49	25.76	5370518
F6PJW8	91	21.92	24.4	5370518
F6PJX3	814	25.18	27.42	5370518
F6PJX9	517	23.22	25.27	5370518
F6PK00	149	24.88	27.49	5370518
F6PK03	622	22.96	25.46	5370518
F6PK11	225	23.96	25.86	5370518
F6PK54	331	21.62	24.4	5370518
F6PK60	196	24.09	26.74	5370518
F6PK68	253	21.94	23.83	5370518
F6PK80	432	24.01	26.48	5370518
F6PK89	287	22.77	25.07	5370518
F6PK93	497	25.65	28.53	5370518
F6PKA1	980	24.07	26.66	5370518
F6PKA8	383	22.99	25.14	5370518
F6PKC1	390	24.64	26.83	5370518
F6PKD1	1034	23.32	25.47	5370518
F6PKE5	243	22.07	25.12	5370518
F6PKF2	295	22.91	24.49	5370518
F6PKF9	397	24.81	26.6	5370518
F6PKH1	328	19.96	21.4	5370518
F6PKI6	236	22.71	24.54	5370518
F6PKJ4	795	25.02	27.4	5370518
F6PKL1	529	22.73	25.11	5370518
F6PKL5	403	22.61	24.42	5370518
F6PKM8	1165	22.94	25.88	5370518
F6PKP1	287	24.15	27.13	5370518
F6PKP4	216	21.68	22.7	5370518
F6PKR4	101	23.24	25.78	5370518
F6PKS2	452	24.36	25.74	5370518
F6PKS9	133	25.59	27.41	5370518
F6PKT6	822	22.61	24.85	5370518
F6PKV2	144	25.01	27.07	5370518
F6PKW0	218	23.97	26.64	5370518
F6PKW3	838	24.17	26.19	5370518
F6PKX1	167	22.68	24.95	5370518
F6PKX9	147	24.2	26.59	5370518
F6PKZ6	363	24.03	26.38	5370518
F6PL18	150	23.22	25.34	5370518
F6PL48	221	23.4	25.8	5370518
F6PL57	1087	23.68	25.65	5370518
F6PL73	202	24.12	26.05	5370518
F6PL79	229	21.4	23.52	5370518
F6PL95	418	22.43	24.71	5370518
F6PL99	347	22.78	25.27	5370518
F6PLA8	417	24.24	25.91	5370518
F6PLC9	128	23.43	25.76	5370518
F6PLD6	216	26.19	28.61	5370518
F6PLF3	198	26.46	29.95	5370518
F6PLF9	461	26	28.8	5370518
F6PLH8	179	25.48	28.47	5370518
F6PLI6	193	27.27	29.99	5370518
F6PLJ3	112	23.79	26.32	5370518
F6PLL1	103	26.92	29.08	5370518
F6PLM3	295	23.34	25.42	5370518
F6PLM8	499	25.66	28.06	5370518
F6PLQ2	971	23.09	25.34	5370518
F6PLR0	219	23.32	24.5	5370518
F6PLR6	176	20.52	22.65	5370518
F6PLS8	66	24.4	28.39	5370518
F6PLW6	324	25.04	27.88	5370518
F6PLX2	377	24.14	26.77	5370518
F6PLX9	389	25.35	27.87	5370518
F6PLY6	290	21.84	24.03	5370518
F6PM15	177	25.77	28.33	5370518
F6PM28	54	28.13	30.73	5370518
F6PM34	594	22.37	24.69	5370518
F6PM57	137	23.7	23.92	5370518
F6PM63	255	23.8	26.11	5370518
F6PM75	308	23.89	26.4	5370518
F6PM82	194	23.77	26.21	5370518
F6PM95	322	24.23	26.85	5370518
F6PMB4	222	25.78	28.29	5370518
F6PMD1	217	21.58	23.58	5370518
F6PME6	107	22.51	25.3	5370518
F6PMI7	822	24.16	25.03	5370518
F6PMJ3	219	23.51	26.38	5370518
F6PMJ8	274	24.04	26.96	5370518
F6PMK3	256	24.32	27.39	5370518
F6PMK8	710	22.75	25.1	5370518
F6PML6	230	23.87	26.42	5370518
F6PMM3	469	22.36	23.19	5370518
F6PMP3	195	23.08	26.16	5370518
F6PMQ9	262	23.95	26.03	5370518
F6PMS1	260	28.3	31.97	5370518
F6PMU5	177	23.72	25.18	5370518
F6PMV0	492	23.63	25.62	5370518
F6PMV6	158	24.84	28	5370518
F6PMW1	238	23.53	26.36	5370518
F6PMX0	445	23.27	25.39	5370518
F6PMY2	339	24.99	26.79	5370518
F6PN13	219	24.48	26.63	5370518
F6PN33	390	24.58	26.75	5370518
F6PN41	307	23.77	26.16	5370518
F6PNA3	163	22.5	24.27	5370518
F6PNA9	193	25.9	28.31	5370518
F6PNC3	1086	19.87	20.86	5370518
F6PND8	468	25.23	28.94	5370518
F6PNI9	194	23.06	25.86	5370518
F6PNN6	236	23.57	25.67	5370518
F6PNP3	206	25.25	28.07	5370518
F6PNQ0	192	22.9	25.51	5370518
F6PNS0	277	23.8	26.3	5370518
F6PNS6	400	23.27	25.43	5370518
F6PNT4	352	24.43	26.95	5370518
F6PNU2	191	21.34	22.64	5370518
F6PNW3	425	21.72	22.79	5370518
F6PNW9	789	24.32	26.75	5370518
F6PNZ0	103	22.72	25.43	5370518
F6PP06	388	23.79	25.5	5370518
F6PP23	893	22.68	24.47	5370518
F6PP44	364	22.09	24.55	5370518
F6PP48	120	28.01	31.18	5370518
F6PP55	445	24.53	26.72	5370518
F6PP61	260	23.89	26.6	5370518
F6PP67	339	24.45	27.04	5370518
F6PP79	1527	21.72	23.27	5370518
F6PP92	241	25.48	29.41	5370518
F6PPA8	1114	22.83	24.57	5370518
F6PPB5	272	20.92	21.81	5370518
F6PPC0	414	24.99	27.77	5370518
F6PPC6	287	25.76	27.84	5370518
F6PPH5	243	22.74	24.28	5370518
F6PPH9	232	22.06	23.78	5370518
F6PPI4	223	24.26	27.33	5370518
F6PPJ1	582	25.02	27.45	5370518
F6PPJ7	205	23.68	26.79	5370518
F6PPL2	661	24.2	26.17	5370518
F6PPM2	201	21.77	24.73	5370518
F6PPN6	384	23.03	26.07	5370518
F6PPP3	738	24.29	26.58	5370518
F6PPP8	871	24.57	26.4	5370518
F6PPW2	61	24.26	26.93	5370518
F6PPW9	279	24.96	27.32	5370518
F6PQ30	248	20.85	22.14	5370518
F6PQ38	447	21.77	21.89	5370518
F6PQ59	137	26.19	28.45	5370518
F6PQ66	1315	22.93	24.66	5370518
F6PQ74	283	25.39	27.13	5370518
F6PQ89	150	23.36	25.22	5370518
F6PQ94	708	22.79	25.11	5370518
F6PQA6	232	25.65	28.74	5370518
F6PQC6	217	23.08	26.03	5370518
F6PQE1	163	22.75	24.53	5370518
F6PQF6	284	23.36	25.29	5370518
F6PQG2	321	21.34	23.33	5370518
F6PQJ9	165	26.13	28.58	5370518
F6PQL4	359	22.46	25.29	5370518
F6PQM2	152	21.52	23.31	5370518
F6PQN7	479	23.28	25.24	5370518
F6PQS1	190	22.87	24.94	5370518
F6PQT5	190	23.66	26.49	5370518
F6PQU7	61	25.02	27.35	5370518
F6PQW3	937	23.41	25.37	5370518
F6PQW9	717	22.3	23.57	5370518
F6PQY2	251	22.3	23.8	5370518
F6PQZ3	250	23.63	25.85	5370518
F6PR01	558	26.41	29.37	5370518
F6PR08	310	23.94	26.06	5370518
F6PR16	294	23.81	26.58	5370518
F6PR23	277	22.49	23.69	5370518
F6PR32	354	23.62	26.15	5370518
F6PR96	228	23.48	25.53	5370518
F6PRB0	247	24.65	25.94	5370518
F6PRB6	193	22.91	25.06	5370518
F6PRC5	3105	24.05	26.51	5370518
F6PRE8	567	22.48	22.62	5370518
F6PRG3	42	26.68	30.19	5370518
F6PRI1	338	25.37	28.43	5370518
F6PRI9	460	24.51	27.96	5370518
F6PRK2	1123	22.77	24.05	5370518
F6PRL5	555	22.61	24.72	5370518
F6PRM2	191	23.52	25.87	5370518
F6PRM9	243	22.78	24.79	5370518
F6PRN9	171	23.68	25.85	5370518
F6PRQ2	203	20.62	21.52	5370518
F6PRR0	227	24.11	25.92	5370518
F6PRT8	202	24.18	27.35	5370518
F6PRU7	414	24.7	27.01	5370518
F6PRV6	202	23.2	25.43	5370518
F6PRY2	655	23.7	25.29	5370518
F6PRZ9	1238	23.74	26.36	5370518
F6PS12	267	22.03	24.24	5370518
F6PS49	241	23.19	24.74	5370518
F6PS78	292	22.92	25.88	5370518
F6PS87	713	23.96	25.75	5370518
F6PSA4	267	22.72	25.74	5370518
F6PSB3	225	25.27	28.82	5370518
F6PSD7	257	22.74	23.58	5370518
F6PSG3	440	25.03	28.04	5370518
F6PSK8	192	24.42	26.57	5370518
F6PSL8	224	23.23	26.04	5370518
F6PSM8	690	24.36	26.08	5370518
F6PSQ1	128	26.47	28.42	5370518
F6PST3	434	23.68	26.55	5370518
F6PSU1	48	28.66	32.4	5370518
F6PSV0	313	24.45	26.73	5370518
F6PSX9	240	22.06	24.15	5370518
F6PSZ6	205	23	25.26	5370518
F6PT06	183	23.59	25.48	5370518
F6PT25	428	23.27	25.7	5370518
F6PT32	182	22.71	25.14	5370518
F6PT55	377	24.46	26.82	5370518
F6PT87	206	22.6	24.33	5370518
F6PT97	389	22.62	24.6	5370518
F6PTA9	249	21.51	24.23	5370518
F6PTF9	551	22.05	25.26	5370518
F6PTH0	251	22.92	25.24	5370518
F6PTJ9	526	20.86	22.74	5370518
F6PTN3	231	24.33	26.27	5370518
F6PTP2	65	23.04	24.79	5370518
F6PTS8	62	28.19	30.98	5370518
F6PTW3	244	23.42	25.99	5370518
F6PTX7	473	23.19	25.35	5370518
F6PTZ3	781	25.33	28.04	5370518
F6PU23	421	23.31	25.04	5370518
F6PU48	162	23.13	25.67	5370518
F6PU57	157	21.34	23.19	5370518
F6PU65	207	20.92	23.1	5370518
F6PU76	402	23.29	25.05	5370518
F6PUA0	176	25.07	29.35	5370518
F6PUA9	366	23.43	25.37	5370518
F6PUC9	251	23.05	25.47	5370518
F6PUF3	755	25.4	28.27	5370518
F6PUJ2	338	22.99	24.62	5370518
F6PUK0	799	20.66	22.17	5370518
F6PUL1	238	22.89	24.99	5370518
F6PUL6	410	24.16	26.39	5370518
