Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
A0A444SBS9	145	23.07	25.46	5621995
A0A444SBT0	92	25.05	26.83	5621995
A0A444SBT1	457	26.22	29.98	5621995
A0A444SBT2	787	24.99	28.12	5621995
A0A444SBT3	401	22.91	25.12	5621995
A0A444SBT4	198	21.77	23.95	5621995
A0A444SBT5	76	24.78	27.66	5621995
A0A444SBT6	175	26.14	29.61	5621995
A0A444SBT7	603	24.18	26.74	5621995
A0A444SBT8	21	27.79	30.81	5621995
A0A444SBT9	1399	24.71	27.35	5621995
A0A444SBU0	144	23.79	26.05	5621995
A0A444SBU1	146	24.08	27.11	5621995
A0A444SBU3	552	23.19	25.29	5621995
A0A444SBU4	141	24.47	26.51	5621995
A0A444SBU5	104	24.29	26.12	5621995
A0A444SBU6	122	25.84	29.67	5621995
A0A444SBU7	492	25.65	28.79	5621995
A0A444SBU8	98	24.91	27.9	5621995
A0A444SBU9	915	23.32	26.06	5621995
A0A444SBV0	199	24.31	26.95	5621995
A0A444SBV1	150	25.93	29.55	5621995
A0A444SBV2	76	23.5	25.39	5621995
A0A444SBV3	86	25.5	29.22	5621995
A0A444SBV4	166	25.63	28.49	5621995
A0A444SBV5	263	22.46	24.71	5621995
A0A444SBV6	142	24.29	28.35	5621995
A0A444SBV7	697	24.67	27.83	5621995
A0A444SBV8	347	25.08	27.97	5621995
A0A444SBV9	411	24.11	26.08	5621995
A0A444SBW0	383	25.2	27.62	5621995
A0A444SBW1	97	25.79	29.33	5621995
A0A444SBW2	149	25.48	28.82	5621995
A0A444SBW3	581	24.95	27.82	5621995
A0A444SBW4	72	25.43	27.96	5621995
A0A444SBW5	48	28.18	30.7	5621995
A0A444SBW6	106	24.63	28.29	5621995
A0A444SBW7	216	24.9	27.81	5621995
A0A444SBW8	244	22.21	24.58	5621995
A0A444SBW9	190	23.34	25.1	5621995
A0A444SBX0	215	26.56	30.48	5621995
A0A444SBX1	298	22.59	23.92	5621995
A0A444SBX2	259	25.99	29.02	5621995
A0A444SBX3	613	21.78	23.41	5621995
A0A444SBX5	503	24.75	27.75	5621995
A0A444SBX6	270	25.05	27.49	5621995
A0A444SBX7	157	25.7	28.67	5621995
A0A444SBX8	358	25.26	27.64	5621995
A0A444SBX9	104	25.24	27.74	5621995
A0A444SBY0	66	24.19	27.14	5621995
A0A444SBY1	88	26.12	28.45	5621995
A0A444SBY2	179	23.14	24.92	5621995
A0A444SBY3	509	23.95	27.16	5621995
A0A444SBY4	106	26.44	30.52	5621995
A0A444SBY5	177	25.71	28.33	5621995
A0A444SBY6	282	23.98	26.71	5621995
A0A444SBY7	300	24.11	26.76	5621995
A0A444SBY8	197	21.86	23.7	5621995
A0A444SBY9	67	28.45	32.13	5621995
A0A444SBZ0	83	26.16	28.49	5621995
A0A444SBZ1	117	28.15	33.08	5621995
A0A444SBZ2	333	24.2	25.91	5621995
A0A444SBZ3	94	25.76	28.49	5621995
A0A444SBZ4	187	25.94	29.27	5621995
A0A444SBZ5	122	24.92	28.63	5621995
A0A444SBZ6	171	26.02	29.14	5621995
A0A444SBZ7	129	25.71	28.02	5621995
A0A444SBZ8	286	24.76	26.68	5621995
A0A444SBZ9	124	22.71	24.81	5621995
A0A444SC00	533	24.61	27.7	5621995
A0A444SC01	77	25.56	28.1	5621995
A0A444SC02	116	26.11	28.95	5621995
A0A444SC03	72	23.78	26.15	5621995
A0A444SC04	235	26.59	29.83	5621995
A0A444SC05	111	28.45	32.81	5621995
A0A444SC06	733	22.81	24.68	5621995
A0A444SC07	126	26.15	29.38	5621995
A0A444SC08	225	24.15	26.87	5621995
A0A444SC09	54	26.25	28.75	5621995
A0A444SC10	150	22.14	24.67	5621995
A0A444SC11	380	23.39	26.13	5621995
A0A444SC12	394	24.67	27.93	5621995
A0A444SC13	196	26.17	28.77	5621995
A0A444SC14	320	23.66	25.49	5621995
A0A444SC15	372	27.28	30.31	5621995
A0A444SC16	197	23.71	25.8	5621995
A0A444SC17	827	22.29	24.07	5621995
A0A444SC18	743	21.17	22.74	5621995
A0A444SC19	230	24.74	27.95	5621995
A0A444SC20	522	23.21	25.09	5621995
A0A444SC21	189	25.12	27.92	5621995
A0A444SC22	381	24.8	26.41	5621995
A0A444SC23	362	22.13	23.82	5621995
A0A444SC24	222	24.65	27.39	5621995
A0A444SC25	239	24.22	26.95	5621995
A0A444SC26	244	22.83	24.91	5621995
A0A444SC27	327	25.23	27.77	5621995
A0A444SC28	146	24.08	27.37	5621995
A0A444SC29	1411	24.14	26.99	5621995
A0A444SC30	244	23.05	25.52	5621995
A0A444SC31	141	23.22	26.21	5621995
A0A444SC32	985	25.14	28.13	5621995
A0A444SC33	95	26.38	28.31	5621995
A0A444SC34	137	24.61	28.01	5621995
A0A444SC35	218	23.9	26.24	5621995
A0A444SC36	686	22.33	24.2	5621995
A0A444SC37	175	25.54	28.63	5621995
A0A444SC38	95	21.31	24.11	5621995
A0A444SC39	179	22.91	25.39	5621995
A0A444SC40	634	20.98	22.56	5621995
A0A444SC41	78	24.29	27.1	5621995
A0A444SC42	65	25.98	28.15	5621995
A0A444SC43	520	23.23	25.64	5621995
A0A444SC44	101	22.04	24.02	5621995
A0A444SC45	224	25.52	28.64	5621995
A0A444SC46	195	23.63	25.64	5621995
A0A444SC47	164	23.62	25.9	5621995
A0A444SC48	107	25.47	27.85	5621995
A0A444SC49	1004	22.69	24.38	5621995
A0A444SC50	109	21.77	24.61	5621995
A0A444SC51	285	24.29	26.79	5621995
A0A444SC52	137	23.01	25.19	5621995
A0A444SC53	56	24.14	26.67	5621995
A0A444SC54	91	25.41	28.38	5621995
A0A444SC55	207	25.23	28.32	5621995
A0A444SC56	1084	22.19	24.53	5621995
A0A444SC57	136	27.06	30.71	5621995
A0A444SC58	264	23.91	25.53	5621995
A0A444SC59	116	24.61	27.19	5621995
A0A444SC60	932	24.29	27.06	5621995
A0A444SC61	335	24.15	26.67	5621995
A0A444SC62	195	25.59	28.79	5621995
A0A444SC63	346	25.65	28.32	5621995
A0A444SC64	106	25.44	28.52	5621995
A0A444SC65	164	23.96	26.21	5621995
A0A444SC66	226	25.63	27.52	5621995
A0A444SC67	289	24.89	27.67	5621995
A0A444SC68	442	22.72	25.26	5621995
A0A444SC69	567	22.6	25.38	5621995
A0A444SC70	82	22.66	25.6	5621995
A0A444SC71	213	23.38	26.32	5621995
A0A444SC72	292	25.55	28.43	5621995
A0A444SC73	181	24.16	26.97	5621995
A0A444SC74	92	25.57	27.65	5621995
A0A444SC75	171	26.01	29.99	5621995
A0A444SC76	411	23.98	26.61	5621995
A0A444SC77	73	23.93	26.21	5621995
A0A444SC78	301	24.39	26.93	5621995
A0A444SC79	72	26.18	29.17	5621995
A0A444SC80	140	24.41	27.02	5621995
A0A444SC81	161	23.32	26.11	5621995
A0A444SC82	64	26.47	29.52	5621995
A0A444SC83	28	26.71	31.3	5621995
A0A444SC84	83	25.46	27.78	5621995
A0A444SC85	283	24.59	27	5621995
A0A444SC86	599	21.64	23.58	5621995
A0A444SC87	96	27.67	31.2	5621995
A0A444SC88	713	25.22	28.19	5621995
A0A444SC89	88	27.93	31.81	5621995
A0A444SC90	224	21.96	23.65	5621995
A0A444SC91	135	24.35	27.39	5621995
A0A444SC92	523	24.22	27.35	5621995
A0A444SC93	199	23.07	25.48	5621995
A0A444SC94	59	24.45	27.05	5621995
A0A444SC95	131	22.85	25.35	5621995
A0A444SC96	158	26.27	29.82	5621995
A0A444SC97	214	24.49	27.63	5621995
A0A444SC98	705	22.38	24.05	5621995
A0A444SC99	146	22.4	25.64	5621995
A0A444SCA0	212	23.4	26.04	5621995
A0A444SCA1	1017	22.26	24.38	5621995
A0A444SCA2	415	25.39	27.88	5621995
A0A444SCA4	585	21.92	24.05	5621995
A0A444SCA6	578	23.46	25.97	5621995
A0A444SCA7	317	21.28	22.82	5621995
A0A444SCA8	93	20.5	24.23	5621995
A0A444SCA9	315	21.56	23.2	5621995
A0A444SCB0	489	24.52	27.34	5621995
A0A444SCB1	87	25.48	29.26	5621995
A0A444SCB2	300	23.49	25.57	5621995
A0A444SCB3	308	23.78	26.5	5621995
A0A444SCB4	139	24.86	26.85	5621995
A0A444SCB5	58	23.36	24.55	5621995
A0A444SCB6	85	26.37	28.55	5621995
A0A444SCB7	97	21.57	23.29	5621995
A0A444SCB8	82	24.73	26.35	5621995
A0A444SCB9	228	24.78	27.81	5621995
A0A444SCC0	838	23.14	25.66	5621995
A0A444SCC1	123	23.67	25.99	5621995
A0A444SCC2	100	22.3	24.41	5621995
A0A444SCC4	103	26.11	28.03	5621995
A0A444SCC5	72	22.84	24.94	5621995
A0A444SCC6	114	24.76	27.35	5621995
A0A444SCC7	114	22.22	24.56	5621995
A0A444SCC8	334	24.43	27.39	5621995
A0A444SCC9	646	22.54	25.27	5621995
A0A444SCD0	137	24.45	27.84	5621995
A0A444SCD1	145	23.94	27	5621995
A0A444SCD2	66	25.13	28.59	5621995
A0A444SCD3	214	21.85	24.45	5621995
A0A444SCD4	430	20.01	23.37	5621995
A0A444SCD5	32	26.48	29.7	5621995
A0A444SCD6	30	21.89	25.73	5621995
A0A444SCD7	238	22.28	24.63	5621995
A0A444SCD8	248	25.04	27.41	5621995
A0A444SCD9	96	27.84	30.98	5621995
A0A444SCE0	103	25.43	28.06	5621995
A0A444SCE1	249	22.04	23.61	5621995
A0A444SCE2	89	24.1	27.48	5621995
A0A444SCE3	132	27.7	30.83	5621995
A0A444SCE4	28	25.09	27.46	5621995
A0A444SCE5	81	24.78	28.11	5621995
A0A444SCE6	332	22.94	24.42	5621995
A0A444SCE7	613	24.84	27.53	5621995
A0A444SCE8	973	21.32	22.7	5621995
A0A444SCE9	182	22.58	25.59	5621995
A0A444SCF0	139	24.91	26.78	5621995
A0A444SCF1	438	24.64	27.17	5621995
A0A444SCF2	231	25.11	28.08	5621995
A0A444SCF3	165	25.43	27.8	5621995
A0A444SCF4	201	26.1	28.39	5621995
A0A444SCF5	66	25.86	28.92	5621995
A0A444SCF6	218	26.06	29.1	5621995
A0A444SCF7	486	23.07	25.69	5621995
A0A444SCF8	121	27.52	31.86	5621995
A0A444SCF9	1432	21.28	23.33	5621995
A0A444SCG0	229	23.86	26.38	5621995
A0A444SCG1	203	26.05	29.63	5621995
A0A444SCG2	119	26.98	30.88	5621995
A0A444SCG3	140	22.09	25.19	5621995
A0A444SCG4	157	25.4	29.02	5621995
A0A444SCG5	113	28.24	31.77	5621995
A0A444SCG6	72	26.91	30.78	5621995
A0A444SCG7	901	23.32	25.8	5621995
A0A444SCG8	344	25.89	29.21	5621995
A0A444SCG9	108	24.4	27.71	5621995
A0A444SCH0	295	24.57	27.08	5621995
A0A444SCH1	159	24.79	27.28	5621995
A0A444SCH2	69	24.15	28.12	5621995
A0A444SCH3	312	24.97	27.87	5621995
A0A444SCH4	558	22.8	24.93	5621995
A0A444SCH5	68	26.44	29.01	5621995
A0A444SCH6	396	26.5	30.02	5621995
A0A444SCH7	572	24.14	27.09	5621995
A0A444SCH8	229	23.84	26.53	5621995
A0A444SCH9	119	26.32	28.21	5621995
A0A444SCI0	85	25.98	29.65	5621995
A0A444SCI1	130	23.43	25.69	5621995
A0A444SCI2	168	25.46	28.1	5621995
A0A444SCI3	557	22.22	24.4	5621995
A0A444SCI4	178	23.54	26.12	5621995
A0A444SCI5	80	22.48	25.02	5621995
A0A444SCI6	192	25.72	29.86	5621995
A0A444SCI7	86	20.62	20.2	5621995
A0A444SCI8	413	23.63	26.28	5621995
A0A444SCI9	79	26.15	29.78	5621995
A0A444SCJ0	303	22.98	25.75	5621995
A0A444SCJ1	95	26.05	28.23	5621995
A0A444SCJ2	320	26.23	29.29	5621995
A0A444SCJ3	178	26.63	30.52	5621995
A0A444SCJ4	375	26.4	29.75	5621995
A0A444SCJ5	135	19.42	20.41	5621995
A0A444SCJ6	585	21.7	23.54	5621995
A0A444SCJ7	388	24.84	27.14	5621995
A0A444SCJ8	110	23.93	27.15	5621995
A0A444SCJ9	225	23.96	26.2	5621995
A0A444SCK0	62	28.66	32.44	5621995
A0A444SCK1	114	26.69	30.68	5621995
A0A444SCK2	60	27.36	30.81	5621995
A0A444SCK3	217	25.18	27.59	5621995
A0A444SCK4	74	25.62	28.46	5621995
A0A444SCK5	581	25.23	28.25	5621995
A0A444SCK6	73	23.76	26.86	5621995
A0A444SCK7	146	26.67	29.81	5621995
A0A444SCK8	277	24.36	26.6	5621995
A0A444SCK9	194	25.89	29.08	5621995
A0A444SCL0	112	25.12	28.41	5621995
A0A444SCL1	208	26.75	29.8	5621995
A0A444SCL2	526	23.22	25.51	5621995
A0A444SCL3	398	24.61	26.97	5621995
A0A444SCL4	98	24.82	26.58	5621995
A0A444SCL5	295	25.96	29.69	5621995
A0A444SCL6	74	25.1	26.51	5621995
A0A444SCL7	185	26.52	29.95	5621995
A0A444SCL8	485	23.26	25.86	5621995
A0A444SCL9	840	24.74	26.84	5621995
A0A444SCM0	91	25.1	27.6	5621995
A0A444SCM1	136	24	26.6	5621995
A0A444SCM2	460	23.74	25.9	5621995
A0A444SCM3	215	22.76	25.42	5621995
A0A444SCM4	615	24.78	27.79	5621995
A0A444SCM5	190	26.19	30.03	5621995
A0A444SCM6	150	26.51	29.14	5621995
A0A444SCM7	98	29.69	32.86	5621995
A0A444SCM8	318	25.08	28.29	5621995
A0A444SCM9	325	25.54	28.23	5621995
A0A444SCN0	104	21.41	22.12	5621995
A0A444SCN1	159	24.5	26.81	5621995
A0A444SCN2	93	26.42	28.04	5621995
A0A444SCN3	1123	24.59	27.24	5621995
A0A444SCN4	244	25.41	28.85	5621995
A0A444SCN5	335	24.75	27.2	5621995
A0A444SCN6	127	24.57	28.37	5621995
A0A444SCN7	201	23.1	25.67	5621995
A0A444SCN8	334	24.08	26.1	5621995
A0A444SCN9	551	25.99	28.98	5621995
A0A444SCP0	128	25.4	27.34	5621995
A0A444SCP1	201	23.73	25.22	5621995
A0A444SCP2	173	23.85	26.08	5621995
A0A444SCP3	143	23.19	25.42	5621995
A0A444SCP4	390	23.96	26.58	5621995
A0A444SCP5	69	27.7	31.93	5621995
A0A444SCP6	69	27.91	30.73	5621995
A0A444SCP7	246	25.21	27.45	5621995
A0A444SCP8	256	24.5	27.44	5621995
A0A444SCP9	394	24.88	28.74	5621995
A0A444SCQ0	185	26.9	30.3	5621995
A0A444SCQ1	170	21.03	24.8	5621995
A0A444SCQ2	141	22.98	25.58	5621995
A0A444SCQ3	67	25.25	28.52	5621995
A0A444SCQ4	130	23.94	27.63	5621995
A0A444SCQ5	198	20.15	22.95	5621995
A0A444SCQ6	234	22.37	23.58	5621995
A0A444SCQ7	63	27.04	30.41	5621995
A0A444SCQ8	143	24.62	27.72	5621995
A0A444SCQ9	64	26.38	29.91	5621995
A0A444SCR0	513	20.76	22.25	5621995
A0A444SCR1	295	24.76	27.32	5621995
A0A444SCR2	385	25.37	28.59	5621995
A0A444SCR3	68	23.72	27.94	5621995
A0A444SCR4	425	24.82	26.59	5621995
A0A444SCR5	591	25	27.22	5621995
A0A444SCR7	415	23.82	26.81	5621995
A0A444SCR8	77	24.81	27.12	5621995
A0A444SCR9	196	24.88	27.98	5621995
A0A444SCS0	109	22.47	23.64	5621995
A0A444SCS1	48	31.37	35.17	5621995
A0A444SCS2	63	22.19	22.54	5621995
A0A444SCS3	118	25.52	28.27	5621995
A0A444SCS4	261	25.42	28.39	5621995
A0A444SCS5	90	24.24	26.68	5621995
A0A444SCS6	156	26.57	28.82	5621995
A0A444SCS7	387	23.24	25.04	5621995
A0A444SCS8	245	24.46	27.03	5621995
A0A444SCS9	62	24.36	27.79	5621995
A0A444SCT0	363	22.53	25.11	5621995
A0A444SCT1	135	23.95	25.83	5621995
A0A444SCT2	353	20.3	22.36	5621995
A0A444SCT3	78	25.06	27.31	5621995
A0A444SCT4	170	24.7	28	5621995
A0A444SCT5	142	23.97	26.48	5621995
A0A444SCT6	201	25.8	28.3	5621995
A0A444SCT7	317	25.46	28.71	5621995
A0A444SCT8	231	26.47	29.49	5621995
A0A444SCT9	211	26.34	29.78	5621995
A0A444SCU0	165	23.68	26.61	5621995
A0A444SCU1	132	22.88	24.92	5621995
A0A444SCU2	260	24.57	27.51	5621995
A0A444SCU3	344	25.73	27.81	5621995
A0A444SCU4	1273	22.1	23.91	5621995
A0A444SCU5	357	24.42	26.55	5621995
A0A444SCU6	83	24.54	27.5	5621995
A0A444SCU7	843	22.58	25.04	5621995
A0A444SCU8	112	23.64	26.2	5621995
A0A444SCU9	511	22.98	25.79	5621995
A0A444SCV0	131	24.89	27.33	5621995
A0A444SCV1	165	23.95	24.88	5621995
A0A444SCV2	260	22.42	24.76	5621995
A0A444SCV3	203	19.85	22.46	5621995
A0A444SCV4	417	24.1	27	5621995
A0A444SCV5	174	24.14	25.91	5621995
A0A444SCV6	70	24.4	26.28	5621995
A0A444SCV7	246	23.53	25.92	5621995
A0A444SCV8	380	26.23	28.55	5621995
A0A444SCV9	124	23.2	24.94	5621995
A0A444SCW0	122	25.89	28.32	5621995
A0A444SCW1	333	22.85	24.99	5621995
A0A444SCW2	460	22.86	25.77	5621995
A0A444SCW3	135	24.5	25.56	5621995
A0A444SCW4	298	21.17	22.81	5621995
A0A444SCW5	803	22.24	24.01	5621995
A0A444SCW6	323	24.33	26.81	5621995
A0A444SCW7	68	27.31	31.46	5621995
A0A444SCW8	55	27.87	31.45	5621995
A0A444SCW9	432	24.53	26.87	5621995
A0A444SCX0	399	22.55	23.76	5621995
A0A444SCX1	425	24.64	27.55	5621995
A0A444SCX2	303	27.41	30.27	5621995
A0A444SCX3	89	27.12	30.58	5621995
A0A444SCX4	1016	23.14	25.67	5621995
A0A444SCX5	109	26.42	29.51	5621995
A0A444SCX6	126	25.72	28.21	5621995
A0A444SCX7	505	24.12	26.55	5621995
A0A444SCX8	526	24.18	26.67	5621995
A0A444SCX9	70	22.98	25.12	5621995
A0A444SCY0	50	25.27	26.97	5621995
A0A444SCY1	148	23.75	26.62	5621995
A0A444SCY2	127	24.73	27.16	5621995
A0A444SCY3	427	23.43	25.18	5621995
A0A444SCY4	275	25.37	28.76	5621995
A0A444SCY6	264	24.48	27.84	5621995
A0A444SCY7	292	24.71	27.61	5621995
A0A444SCY8	454	24.18	26.59	5621995
A0A444SCY9	77	24	26.06	5621995
A0A444SCZ0	64	24.02	26.95	5621995
A0A444SCZ1	61	24.67	28.02	5621995
A0A444SCZ2	497	22.09	23.62	5621995
A0A444SCZ3	124	26.22	30.23	5621995
A0A444SCZ4	463	24.16	26.63	5621995
A0A444SCZ5	147	24	26.73	5621995
A0A444SCZ6	152	25.53	27.99	5621995
A0A444SCZ7	316	24.61	27.09	5621995
A0A444SCZ8	161	27.18	30.06	5621995
A0A444SD00	392	23.99	26.27	5621995
A0A444SD01	139	27.32	31	5621995
A0A444SD02	191	23.3	25.32	5621995
A0A444SD03	531	23.95	26.39	5621995
A0A444SD04	797	23.43	25.55	5621995
A0A444SD05	235	22.95	25.77	5621995
A0A444SD06	213	23.85	26.14	5621995
A0A444SD08	120	24.15	26.57	5621995
A0A444SD10	109	21.94	24.32	5621995
A0A444SD11	78	26.32	28.83	5621995
A0A444SD12	380	23.32	26.06	5621995
A0A444SD13	115	21.91	24.06	5621995
A0A444SD14	165	22.94	25.38	5621995
A0A444SD15	130	25.33	28.57	5621995
A0A444SD16	301	22.76	24.62	5621995
A0A444SD17	167	23.01	25.73	5621995
A0A444SD18	120	23.08	25.24	5621995
A0A444SD19	162	23.75	26.58	5621995
A0A444SD20	261	23.21	24.26	5621995
A0A444SD21	182	26.98	30.22	5621995
A0A444SD22	257	24.09	26.82	5621995
A0A444SD23	131	21.83	23.29	5621995
A0A444SD24	787	23.27	26	5621995
A0A444SD25	103	26.01	29.12	5621995
A0A444SD26	107	20.78	21.44	5621995
A0A444SD27	298	22.42	24.34	5621995
A0A444SD28	710	22.64	25.15	5621995
A0A444SD29	102	27.92	32.47	5621995
A0A444SD30	138	25.96	29.53	5621995
A0A444SD31	275	24.16	26.28	5621995
A0A444SD32	265	25.33	28.39	5621995
A0A444SD33	131	23.42	25.62	5621995
A0A444SD34	153	24.02	27.04	5621995
A0A444SD35	169	23.25	25.51	5621995
A0A444SD36	425	23.7	26.48	5621995
A0A444SD37	122	24.97	28.24	5621995
A0A444SD38	385	24.28	26.91	5621995
A0A444SD39	208	24.39	27.31	5621995
A0A444SD40	65	28.54	30.58	5621995
A0A444SD41	193	22.39	25.08	5621995
A0A444SD42	237	23.72	25.97	5621995
A0A444SD43	233	22.78	25.36	5621995
A0A444SD44	204	22.86	24.91	5621995
A0A444SD45	60	23	24.1	5621995
A0A444SD46	92	24.52	27.26	5621995
